modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score
T,4,10,13,11|12|13|14,18,18,missing,0.5583569407463074,-0.36734345964193343,0.0028963088989257812,0.041552471190691,0.0028963088989257812,0.009821720764040948,0.002194587064019402
T,4,11,14,12|13|14|15,18,18,missing,0.5555324554443359,-0.3689712482154369,0.005720794200897217,0.03992468261718751,0.005720794200897217,0.012374907970428468,0.002765076874284846
T,4,12,15,13|14|15|16,18,18,missing,0.5765052437782288,-0.4071361652076244,-0.015251994132995605,0.0017597656250000204,0.0,0.00029329427083333676,6.553432216057252e-05
T,4,13,16,14|15|16|17,18,18,missing,0.5879375338554382,-0.4199384762406349,-0.026684284210205078,0.011042545408010473,0.0,0.0018404242346684123,0.00041122847154222635
T,4,14,17,15|16|17|18,18,18,missing,0.5739116072654724,-0.3937179523169994,-0.012658357620239258,0.015177978515625024,0.0,0.0025296630859375038,0.0005652335286349322
T,4,15,18,16|17|18|19,18,18,missing,0.6198422908782959,-0.46828799382448194,-0.058589041233062744,0.05939206299185751,0.0,0.009898677165309585,0.002211782372944898
T,4,16,19,17|18|19|20|21|22,18,18,missing,0.6192718744277954,-0.47770275065898893,-0.058018624782562256,0.0688068198263645,0.0,0.011467803304394083,0.002562391396493716
T,4,17,20,18|19|20|21|22|23|24|25,18,18,missing,0.60377436876297,-0.45451786003112793,-0.042521119117736816,0.0456219291985035,0.0,0.007603654866417249,0.0016989775020077025
T,4,18,21,19|20|21|22|23|24|25|26,18,18,missing,0.6014148592948914,-0.4467968937218189,-0.0401616096496582,0.03790096288919448,0.0,0.006316827148199079,0.001411445863523073
T,4,19,22,20|21|22|23|24|25|26|27,18,18,missing,0.5642876625061035,-0.39066035417318346,-0.0030344128608703613,0.018235576659440977,0.0,0.003039262776573496,0.0006790996133838038
T,4,20,23,23|24|25|26|27|28,18,18,missing,0.563790500164032,-0.37260076481699944,-0.002537250518798828,0.03629516601562499,0.0,0.006049194335937498,0.0013516453945617922
T,4,21,24,26|27|28|29,18,18,missing,0.397288054227829,-0.18819932707250117,0.16396519541740417,0.22069660376012326,0.16396519541740417,0.20074796271075807,0.04485556988203562
T,4,22,25,27|28|29|30,18,18,missing,0.38962796330451965,-0.19039903410375117,0.1716252863407135,0.21849689672887326,0.1716252863407135,0.2080414357955257,0.04648523967902334
T,4,23,26,28|29|30|31,18,18,missing,0.38453739881515503,-0.19021206437647342,0.17671585083007812,0.218683866456151,0.17671585083007812,0.2131631619061033,0.04762964951694868
