method,repeat,k_text,k_audio,k_vision,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta
random,49,5,11,10,5,05,missing,0.46111980080604553,0.3455155603826046,0.12372717261314392,0.14997600927948956
random,50,5,11,10,5,05,missing,0.40237003564834595,0.2560754778623581,0.1824769377708435,0.23941609179973605
top,0,15,9,8,6,06,missing,0.23049546778202057,0.10634418330490591,0.36989621818065643,0.3494646929949522
random,1,15,9,8,6,06,missing,0.2845361530780792,0.14309305232167246,0.3158555328845978,0.31271582397818565
random,2,15,9,8,6,06,missing,0.36027100682258606,0.28397878303527835,0.24012067914009094,0.17183009326457976
random,3,15,9,8,6,06,missing,0.38107070326805115,0.2686138079404831,0.21932098269462585,0.187195068359375
random,4,15,9,8,6,06,missing,0.3307378590106964,0.20020293269455436,0.2696538269519806,0.25560594360530375
random,5,15,9,8,6,06,missing,0.32620319724082947,0.23331951936483386,0.27418848872184753,0.22248935693502425
random,6,15,9,8,6,06,missing,0.39691823720932007,0.2744650501251221,0.20347344875335693,0.181343826174736
random,7,15,9,8,6,06,missing,0.32926249504089355,0.2528199275672436,0.27112919092178345,0.20298894873261453
random,8,15,9,8,6,06,missing,0.2799961268901825,0.1726406062781811,0.3203955590724945,0.283168270021677
random,9,15,9,8,6,06,missing,0.31441208720207214,0.2205722278594971,0.28597959876060486,0.23523664844036102
random,10,15,9,8,6,06,missing,0.3217926323413849,0.22865615119934085,0.2785990536212921,0.22715272510051726
random,11,15,9,8,6,06,missing,0.33793672919273376,0.2199343074500561,0.26245495676994324,0.235874568849802
random,12,15,9,8,6,06,missing,0.3465881943702698,0.2667001004159451,0.2538034915924072,0.189108775883913
random,13,15,9,8,6,06,missing,0.2777107059955597,0.19531958039999012,0.3226809799671173,0.260489295899868
random,14,15,9,8,6,06,missing,0.3072206676006317,0.20555922737121585,0.2931710183620453,0.25024964892864227
random,15,15,9,8,6,06,missing,0.41423484683036804,0.3287978137969971,0.18615683913230896,0.12701106250286104
random,16,15,9,8,6,06,missing,0.3628656268119812,0.29240367170572285,0.2375260591506958,0.16340520459413527
random,17,15,9,8,6,06,missing,0.3540339767932892,0.1722226565718651,0.24635770916938782,0.283586219727993
random,18,15,9,8,6,06,missing,0.40910768508911133,0.3205269207298756,0.19128400087356567,0.13528195556998251
random,19,15,9,8,6,06,missing,0.31540167331695557,0.24341067537069322,0.28499001264572144,0.2123982009291649
random,20,15,9,8,6,06,missing,0.429383784532547,0.28258194758892063,0.17100790143013,0.17322692871093748
random,21,15,9,8,6,06,missing,0.35087454319000244,0.2789084475874901,0.24951714277267456,0.176900428712368
random,22,15,9,8,6,06,missing,0.36757412552833557,0.2335064890921116,0.23281756043434143,0.2223023872077465
random,23,15,9,8,6,06,missing,0.28439053893089294,0.18136794123947622,0.31600114703178406,0.2744409350603819
random,24,15,9,8,6,06,missing,0.3696436882019043,0.2801182864546776,0.2307479977607727,0.1756905898451805
random,25,15,9,8,6,06,missing,0.40518152713775635,0.31024329035878184,0.19521015882492065,0.14556558594107627
random,26,15,9,8,6,06,missing,0.32980915904045105,0.23218666487336162,0.27058252692222595,0.2236222114264965
random,27,15,9,8,6,06,missing,0.3153059482574463,0.19569353328049185,0.2850857377052307,0.26011534301936623
random,28,15,9,8,6,06,missing,0.29578709602355957,0.17343249543905262,0.30460458993911743,0.2823763808608055
random,29,15,9,8,6,06,missing,0.39680978655815125,0.2752789309859276,0.20358189940452576,0.18052994531393052
random,30,15,9,8,6,06,missing,0.3984946310520172,0.2624986385047436,0.2018970549106598,0.19331023779511453
random,31,15,9,8,6,06,missing,0.3632742166519165,0.25196203645467763,0.2371174693107605,0.20384683984518048
random,32,15,9,8,6,06,missing,0.33985093235969543,0.2492124295175076,0.26054075360298157,0.2065964467823505
random,33,15,9,8,6,06,missing,0.30106624960899353,0.2306028865516186,0.29932543635368347,0.22520598974823952
random,34,15,9,8,6,06,missing,0.2824077010154724,0.19091467512547972,0.3179839849472046,0.2648942011743784
random,35,15,9,8,6,06,missing,0.42629319429397583,0.3235844920217991,0.17409849166870117,0.132224384278059
random,36,15,9,8,6,06,missing,0.37889739871025085,0.2899729846954346,0.22149428725242615,0.16583589160442352
random,37,15,9,8,6,06,missing,0.4411201477050781,0.3230125735640526,0.15927153825759888,0.1327963027358055
random,38,15,9,8,6,06,missing,0.38039150834083557,0.23481533088684084,0.22000017762184143,0.22099354541301727
random,39,15,9,8,6,06,missing,0.40982428193092346,0.3290397762000561,0.19056740403175354,0.12676910009980202
random,40,15,9,8,6,06,missing,0.33637183904647827,0.2581212429940701,0.26401984691619873,0.19768763330578804
random,41,15,9,8,6,06,missing,0.4843425750732422,0.3733638728797436,0.11604911088943481,0.08244500342011452
random,42,15,9,8,6,06,missing,0.35969409346580505,0.21313720735311512,0.24069759249687195,0.242671668946743
random,43,15,9,8,6,06,missing,0.3329009413719177,0.2077479251265526,0.2674907445907593,0.2480609511733055
random,44,15,9,8,6,06,missing,0.4099980890750885,0.3239584583282471,0.1903935968875885,0.131850417971611
random,45,15,9,8,6,06,missing,0.3132111728191376,0.2380159153580666,0.28718051314353943,0.2177929609417915
random,46,15,9,8,6,06,missing,0.2871783375740051,0.1458041804969311,0.3132133483886719,0.310004695802927
random,47,15,9,8,6,06,missing,0.42253419756889343,0.3539184573531151,0.17785748839378357,0.101890418946743
random,48,15,9,8,6,06,missing,0.40418002009391785,0.3164134524703026,0.19621166586875916,0.1393954238295555
random,49,15,9,8,6,06,missing,0.34656235575675964,0.19007328450083735,0.25382933020591736,0.26573559179902073
random,50,15,9,8,6,06,missing,0.3178386986255646,0.21770710408091548,0.2825529873371124,0.23810177221894263
top,0,12,12,11,7,07,missing,0.390865683555603,0.3767734187781811,0.2307800054550171,0.23244300439953808
random,1,12,12,11,7,07,missing,0.5873317718505859,0.5874393772721291,0.03431391716003418,0.021777045905590042
random,2,12,12,11,7,07,missing,0.6024883389472961,0.6134399036407471,0.019157350063323975,0.0042234804630278955
random,3,12,12,11,7,07,missing,0.5758265256881714,0.5538718264937401,0.04581916332244873,0.055344596683979064
random,4,12,12,11,7,07,missing,0.533263623714447,0.4822933811783791,0.0883820652961731,0.12692304199934007
random,5,12,12,11,7,07,missing,0.5862508416175842,0.5704136126279832,0.03539484739303589,0.038802810549736
random,6,12,12,11,7,07,missing,0.5415136218070984,0.5165647737622261,0.08013206720352173,0.09265164941549309
random,7,12,12,11,7,07,missing,0.535968005657196,0.5297190325498581,0.08567768335342407,0.0794973906278611
random,8,12,12,11,7,07,missing,0.622258186340332,0.6550143665313721,-0.0006124973297119141,0.04579794335365295
random,9,12,12,11,7,07,missing,0.5655102133750916,0.5553676380157471,0.056135475635528564,0.05384878516197211
random,10,12,12,11,7,07,missing,0.5446602702140808,0.5120333557963371,0.0769854187965393,0.09718306738138205
random,11,12,12,11,7,07,missing,0.5409911870956421,0.4964594729781151,0.08065450191497803,0.11275695019960408
random,12,12,12,11,7,07,missing,0.5197598338127136,0.4668514485597611,0.1018858551979065,0.1423649746179581
random,13,12,12,11,7,07,missing,0.582311749458313,0.5338105091094971,0.03933393955230713,0.07540591406822206
random,14,12,12,11,7,07,missing,0.5760394930839539,0.5569073792338372,0.04560619592666626,0.05230904394388203
random,15,12,12,11,7,07,missing,0.5995599031448364,0.5761328509092332,0.02208578586578369,0.03308357226848602
random,16,12,12,11,7,07,missing,0.5215793251991272,0.4914881136059761,0.10006636381149292,0.11772830957174307
random,17,12,12,11,7,07,missing,0.5500196218490601,0.5407175677061081,0.07162606716156006,0.06849885547161105
random,18,12,12,11,7,07,missing,0.5796315670013428,0.5878792649745942,0.042014122009277344,0.021337158203124984
random,19,12,12,11,7,07,missing,0.4944622814655304,0.4481319202423096,0.12718340754508972,0.1610845029354096
random,20,12,12,11,7,07,missing,0.5841131210327148,0.5882752766847611,0.03753256797790527,0.020941146492958085
random,21,12,12,11,7,07,missing,0.566207230091095,0.5278272630214692,0.055438458919525146,0.08138916015624997
random,22,12,12,11,7,07,missing,0.5629608631134033,0.5559395296216011,0.0586848258972168,0.05327689355611809
random,23,12,12,11,7,07,missing,0.59098219871521,0.5836118548154832,0.030663490295410156,0.025604568362236013
random,24,12,12,11,7,07,missing,0.5500542521476746,0.5402336428999901,0.07159143686294556,0.06898278027772908
random,25,12,12,11,7,07,missing,0.5960607528686523,0.5973819886088372,0.025584936141967773,0.011834434568882002
random,26,12,12,11,7,07,missing,0.5790308117866516,0.5777166292309761,0.042614877223968506,0.03149979394674307
random,27,12,12,11,7,07,missing,0.5852495431900024,0.5965461428999901,0.036396145820617676,0.012670280277729096
random,28,12,12,11,7,07,missing,0.5502750873565674,0.5352623372316361,0.07137060165405273,0.0739540859460831
random,29,12,12,11,7,07,missing,0.5634386539459229,0.5625386507153511,0.058207035064697266,0.04667777246236804
random,30,12,12,11,7,07,missing,0.5482022166252136,0.5305989153623581,0.0734434723854065,0.07861750781536103
random,31,12,12,11,7,07,missing,0.4788004159927368,0.44437039973735815,0.1428452730178833,0.16484602344036103
random,32,12,12,11,7,07,missing,0.546268880367279,0.5601629563808441,0.07537680864334106,0.049053466796875056
random,33,12,12,11,7,07,missing,0.5688945055007935,0.5270354007124901,0.05275118350982666,0.08218102246522907
random,34,12,12,11,7,07,missing,0.5730610489845276,0.522328049147129,0.04858464002609253,0.08688837403059013
random,35,12,12,11,7,07,missing,0.5353649258613586,0.5264195257067681,0.08628076314926147,0.08279689747095109
random,36,12,12,11,7,07,missing,0.5714135766029358,0.6078966526627541,0.050232112407684326,0.001319770514965124
random,37,12,12,11,7,07,missing,0.5936687588691711,0.5802243274688721,0.027976930141448975,0.028992095708847088
random,38,12,12,11,7,07,missing,0.5267209410667419,0.5164768069624901,0.09492474794387817,0.09273961621522908
random,39,12,12,11,7,07,missing,0.6022212505340576,0.5892430725932122,0.0194244384765625,0.019973350584507
random,40,12,12,11,7,07,missing,0.5509162545204163,0.5166088108658791,0.07072943449020386,0.09260761231184012
random,41,12,12,11,7,07,missing,0.5294100642204285,0.48928840657472616,0.09223562479019165,0.11992801660299302
random,42,12,12,11,7,07,missing,0.539767861366272,0.5168727649688721,0.08187782764434814,0.09234365820884705
random,43,12,12,11,7,07,missing,0.5083048939704895,0.48946439387798313,0.11334079504013062,0.11975202929973605
random,44,12,12,11,7,07,missing,0.5692440271377563,0.5852396702408791,0.05240166187286377,0.023976752936840096
random,45,12,12,11,7,07,missing,0.5891692042350769,0.5841397630214692,0.03247648477554321,0.025076660156249986
random,46,12,12,11,7,07,missing,0.5502139925956726,0.5479326175093652,0.07143169641494751,0.06128380566835401
random,47,12,12,11,7,07,missing,0.5559410452842712,0.5223720325469972,0.06570464372634888,0.08684439063072202
random,48,12,12,11,7,07,missing,0.5468770861625671,0.5397937014937401,0.07476860284805298,0.06942272168397912
random,49,12,12,11,7,07,missing,0.5812309980392456,0.5713814622402191,0.04041469097137451,0.03783496093750005
random,50,12,12,11,7,07,missing,0.5757639408111572,0.5851076663374901,0.04588174819946289,0.024108756840229062
top,0,11,7,10,8,08,missing,0.24869078397750854,-0.014106265396252253,0.39179641008377075,0.3200931011680514
random,1,11,7,10,8,08,missing,0.2809368968009949,0.056914024734497096,0.3595502972602844,0.24907281103730206
random,2,11,7,10,8,08,missing,0.318060964345932,-0.017814146728627363,0.3224262297153473,0.3238009825004265
random,3,11,7,10,8,08,missing,0.2697959840297699,-0.011472117401100674,0.3706912100315094,0.3174589531728998
random,4,11,7,10,8,08,missing,0.2588307857513428,-0.04058798942565916,0.3816564083099365,0.3465748251974583
random,5,11,7,10,8,08,missing,0.26591506600379944,-0.05332978971898554,0.37457212805747986,0.3593166254907847
random,6,11,7,10,8,08,missing,0.2784656584262848,-0.016787158340588193,0.3620215356349945,0.32277399411238733
random,7,11,7,10,8,08,missing,0.2583690583705902,-0.017220226501487176,0.3821181356906891,0.3232070622732863
random,8,11,7,10,8,08,missing,0.2850892245769501,-0.034016361313313224,0.3553979694843292,0.34000319708511234
random,9,11,7,10,8,08,missing,0.2684088349342346,-0.07158186015337703,0.3720783591270447,0.37756869592517617
random,10,11,7,10,8,08,missing,0.2701801657676697,-0.015599317886307815,0.3703070282936096,0.32158615365810694
random,11,11,7,10,8,08,missing,0.3240026831626892,0.019140930557250996,0.3164845108985901,0.2868459052145481
random,12,11,7,10,8,08,missing,0.2742423713207245,-0.01070084461979566,0.3662448227405548,0.3166876803915948
random,13,11,7,10,8,08,missing,0.2854737341403961,-0.03753864320404826,0.3550134599208832,0.3435254789758474
random,14,11,7,10,8,08,missing,0.28132161498069763,-0.061798665145784595,0.35916557908058167,0.3677855009175837
random,15,11,7,10,8,08,missing,0.29677248001098633,0.002297189857438228,0.34371471405029297,0.30368964591436093
random,16,11,7,10,8,08,missing,0.27571386098861694,-0.07763655241429804,0.36477333307266235,0.3836233881860972
random,17,11,7,10,8,08,missing,0.28350043296813965,-0.06365191227793691,0.35698676109313965,0.36963874804973607
random,18,11,7,10,8,08,missing,0.29891401529312134,-0.04704962882995604,0.34157317876815796,0.3530364646017552
random,19,11,7,10,8,08,missing,0.2639472186565399,-0.04590577848851679,0.3765399754047394,0.35189261426031593
random,20,11,7,10,8,08,missing,0.31204143166542053,0.004991315750032685,0.32844576239585876,0.30099552002176644
random,21,11,7,10,8,08,missing,0.29127806425094604,-0.06750140293911097,0.34920912981033325,0.3734882387109101
random,22,11,7,10,8,08,missing,0.26848104596138,-0.04840244731158016,0.3720061480998993,0.3543892830833793
random,23,11,7,10,8,08,missing,0.28457164764404297,-0.005850147163402268,0.35591554641723633,0.3118369829352014
random,24,11,7,10,8,08,missing,0.2944895625114441,-0.03731592186018823,0.3459976315498352,0.34330275763198737
random,25,11,7,10,8,08,missing,0.2771851718425751,-0.02288034614585338,0.3633020222187042,0.3288671819176525
random,26,11,7,10,8,08,missing,0.2599593698978424,0.013541300674527905,0.3805278241634369,0.2924455350972712
random,27,11,7,10,8,08,missing,0.27476248145103455,-0.019006112304888644,0.36572471261024475,0.32499294807668777
random,28,11,7,10,8,08,missing,0.2707389295101166,-0.019888746597245315,0.3697482645511627,0.32587558236904446
random,29,11,7,10,8,08,missing,0.26358094811439514,-0.009791403747536221,0.37690624594688416,0.31577823951933537
random,30,11,7,10,8,08,missing,0.27697375416755676,-0.028871798843517878,0.36351343989372253,0.334858634615317
random,31,11,7,10,8,08,missing,0.2606663405895233,-0.0356798931121826,0.379820853471756,0.34166672888398175
random,32,11,7,10,8,08,missing,0.29256337881088257,0.0005166299590841153,0.34792381525039673,0.305470205812715
random,33,11,7,10,8,08,missing,0.25536736845970154,0.0036357449494302495,0.38511982560157776,0.3023510908223689
random,34,11,7,10,8,08,missing,0.26554587483406067,-0.018215594268776454,0.37494131922721863,0.3242024300405756
random,35,11,7,10,8,08,missing,0.2653718590736389,-0.02097897622678427,0.3751153349876404,0.32696581199858343
random,36,11,7,10,8,08,missing,0.2555362284183502,-0.05914801414534448,0.3849509656429291,0.3651348499171436
random,37,11,7,10,8,08,missing,0.30014219880104065,0.01973485078439119,0.34034499526023865,0.28625198498740795
random,38,11,7,10,8,08,missing,0.28195005655288696,0.01651777925118806,0.35853713750839233,0.28946905652061106
random,39,11,7,10,8,08,missing,0.25944963097572327,-0.014429348205588737,0.38103756308555603,0.32041618397738786
random,40,11,7,10,8,08,missing,0.2933209240436554,-0.08231642778068779,0.3471662700176239,0.3883032635524869
random,41,11,7,10,8,08,missing,0.2530411183834076,-0.02716702589429913,0.3874460756778717,0.3331538616660983
random,42,11,7,10,8,08,missing,0.2721744775772095,-0.021546774597279706,0.3683127164840698,0.32753361036907885
random,43,11,7,10,8,08,missing,0.2808464765548706,-0.006585673782415667,0.3596407175064087,0.3125725095542148
random,44,11,7,10,8,08,missing,0.2881815433502197,-0.013270376892201582,0.35230565071105957,0.3192572126640007
random,45,11,7,10,8,08,missing,0.278591126203537,-0.07647070365995166,0.3618960678577423,0.3824575394317508
random,46,11,7,10,8,08,missing,0.3143736720085144,0.016345927139371656,0.3261135220527649,0.2896409086324275
random,47,11,7,10,8,08,missing,0.28925901651382446,-0.06227710209637878,0.35122817754745483,0.3682639378681779
random,48,11,7,10,8,08,missing,0.28586143255233765,-0.004410026885941604,0.35462576150894165,0.31039686265774075
random,49,11,7,10,8,08,missing,0.28826358914375305,0.011759538314864062,0.35222360491752625,0.2942272974569351
random,50,11,7,10,8,08,missing,0.25947269797325134,-0.07829096659868953,0.38101449608802795,0.3842778023704887
top,0,16,9,9,9,09,missing,0.5975344181060791,-0.14103760295212267,0.33205997943878174,1.7404740305393935
random,1,16,9,9,9,09,missing,0.5634356141090393,0.023899173171818278,0.36615878343582153,1.9054108066633346
random,2,16,9,9,9,09,missing,0.4431566596031189,-0.14032614863514897,0.48643773794174194,1.7411854848563673
random,3,16,9,9,9,09,missing,0.48529884219169617,-0.08402669865489004,0.4442955553531647,1.7974849348366262
random,4,16,9,9,9,09,missing,0.6490301489830017,-0.37851798210144044,0.28056424856185913,1.502993651390076
random,5,16,9,9,9,09,missing,0.3943747580051422,0.1118077110141516,0.5352196395397186,1.9933193445056678
random,6,16,9,9,9,09,missing,0.4225161075592041,0.02265083876028659,0.5070782899856567,1.904162472251803
random,7,16,9,9,9,09,missing,0.7604939341545105,-0.695517783856392,0.16910046339035034,1.1859938496351243
random,8,16,9,9,9,09,missing,0.5732102990150452,0.012187107711657902,0.3563840985298157,1.8936987412031743
random,9,16,9,9,9,09,missing,0.41158217191696167,0.007860504233837148,0.5180122256278992,1.8893721377253534
random,10,16,9,9,9,09,missing,0.43801337480545044,-0.13265328749120234,0.4915810227394104,1.748858346000314
random,11,16,9,9,9,09,missing,0.3573383688926697,-0.02424416551217435,0.5722560286521912,1.857267467979342
random,12,16,9,9,9,09,missing,0.6891849637031555,-0.4276374508500099,0.24040943384170532,1.4538741826415063
random,13,16,9,9,9,09,missing,0.723557710647583,-0.45537572429180145,0.20603668689727783,1.4261359091997148
random,14,16,9,9,9,09,missing,0.5380554795265198,-0.08640788420140741,0.39153891801834106,1.795103749290109
random,15,16,9,9,9,09,missing,0.3968988358974457,0.12590233650207522,0.5326955616474152,2.0074139699935913
random,16,16,9,9,9,09,missing,0.6007586121559143,-0.15851427800059317,0.32883578538894653,1.722997355490923
random,17,16,9,9,9,09,missing,0.5615818500518799,-0.19397355802953242,0.36801254749298096,1.6875380754619838
random,18,16,9,9,9,09,missing,0.7338366508483887,-0.44158357194662096,0.19575774669647217,1.4399280615448953
random,19,16,9,9,9,09,missing,0.4449745714664459,-0.16030050616562364,0.4846198260784149,1.7212111273258928
random,20,16,9,9,9,09,missing,0.6079604029655457,-0.15907520060837266,0.3216339945793152,1.7224364328831436
random,21,16,9,9,9,09,missing,0.6170928478240967,-0.17869659001231192,0.31250154972076416,1.7028150434792044
random,22,16,9,9,9,09,missing,0.43005385994911194,-0.0926605487525463,0.4995405375957489,1.78885108473897
random,23,16,9,9,9,09,missing,0.5590364933013916,-0.027301760299503784,0.37055790424346924,1.8542098731920125
random,24,16,9,9,9,09,missing,0.39876753091812134,0.004649093415215633,0.5308268666267395,1.886160726906732
random,25,16,9,9,9,09,missing,0.7527034282684326,-0.5245565104246139,0.17689096927642822,1.3569551230669024
random,26,16,9,9,9,09,missing,0.4061447083950043,0.06702168122828009,0.5234496891498566,1.9485333147197963
random,27,16,9,9,9,09,missing,0.4168384075164795,-0.004149842117354252,0.5127559900283813,1.877361791374162
random,28,16,9,9,9,09,missing,0.6497105956077576,-0.3603703990936279,0.27988380193710327,1.5211412343978883
random,29,16,9,9,9,09,missing,0.5366167426109314,-0.1890242172092199,0.39297765493392944,1.6924874162822965
random,30,16,9,9,9,09,missing,0.5995325446128845,-0.10349961051940916,0.3300618529319763,1.778012022972107
random,31,16,9,9,9,09,missing,0.7397300601005554,-0.4958723522186279,0.18986433744430542,1.3856392812728884
random,32,16,9,9,9,09,missing,0.3380555212497711,-0.039675110672041755,0.5915388762950897,1.8418365228194746
random,33,16,9,9,9,09,missing,0.4481354057788849,-0.09452480180412529,0.48145899176597595,1.786986831687391
random,34,16,9,9,9,09,missing,0.4045924246311188,-0.05670084342956541,0.5250019729137421,1.8248107900619508
random,35,16,9,9,9,09,missing,0.40638986229896545,-0.03418958958461879,0.5232045352458954,1.8473220439068976
random,36,16,9,9,9,09,missing,0.6841487288475037,-0.43265276677012443,0.24544566869735718,1.448858866721392
random,37,16,9,9,9,09,missing,0.6866541504859924,-0.42541572526693344,0.2429402470588684,1.4560959082245828
random,38,16,9,9,9,09,missing,0.4211627244949341,0.020512313766032478,0.5084316730499268,1.9020239472575489
random,39,16,9,9,9,09,missing,0.4241955876350403,-0.09765938432365653,0.5053988099098206,1.7838522491678597
random,40,16,9,9,9,09,missing,0.7922093272209167,-0.6895345377683639,0.1373850703239441,1.1919770957231524
random,41,16,9,9,9,09,missing,0.7665985226631165,-0.657418815112114,0.16299587488174438,1.2240928183794022
random,42,16,9,9,9,09,missing,0.34311145544052124,0.001357675704732558,0.5864829421043396,1.882869309196249
random,43,16,9,9,9,09,missing,0.6008100509643555,-0.22332863762080668,0.32878434658050537,1.6581829958707095
random,44,16,9,9,9,09,missing,0.8043220639228821,-0.6825834420681,0.12527233362197876,1.1989281914234162
random,45,16,9,9,9,09,missing,0.46337825059890747,-0.1807106967628002,0.46621614694595337,1.700800936728716
random,46,16,9,9,9,09,missing,0.5901932716369629,-0.20995442155599592,0.33940112590789795,1.6715572119355204
random,47,16,9,9,9,09,missing,0.7406793236732483,-0.4940246197938919,0.18891507387161255,1.3874870136976245
random,48,16,9,9,9,09,missing,0.7988071441650391,-0.77365131316185,0.13078725337982178,1.1078603203296664
random,49,16,9,9,9,09,missing,0.7705578804016113,-0.641712928390503,0.1590365171432495,1.2397987051010133
random,50,16,9,9,9,09,missing,0.5892705917358398,-0.17335130461156367,0.340323805809021,1.7081603288799525
top,0,14,12,11,10,10,missing,0.5060814619064331,-0.3084133029043674,0.4080526828765869,1.4972525825202465
random,1,14,12,11,10,10,missing,0.833865761756897,-1.370827735042572,0.08026838302612305,0.434838150382042
random,2,14,12,11,10,10,missing,0.8803436756134033,-1.592910178399086,0.0337904691696167,0.21275570702552793
random,3,14,12,11,10,10,missing,0.8648424744606018,-1.4765896061420443,0.04929167032241821,0.32907627928256966
random,4,14,12,11,10,10,missing,0.8660780191421509,-1.442450217461586,0.04805612564086914,0.36321566796302784
random,5,14,12,11,10,10,missing,0.8725525140762329,-1.550235861992836,0.04158163070678711,0.2554300234317779
random,6,14,12,11,10,10,missing,0.8777537941932678,-1.5170643229246141,0.0363803505897522,0.2886015624999998
random,7,14,12,11,10,10,missing,0.5640960335731506,-0.5552204049587249,0.3500381112098694,1.2504454804658889
random,8,14,12,11,10,10,missing,0.8433000445365906,-1.358421408867836,0.07083410024642944,0.447244476556778
random,9,14,12,11,10,10,missing,0.8064987659454346,-1.090057151055336,0.10763537883758545,0.7156087343692779
random,10,14,12,11,10,10,missing,0.6409643292427063,-0.8809090494871139,0.2731698155403137,0.9247568359375
random,11,14,12,11,10,10,missing,0.6266140937805176,-0.7863216471433639,0.28752005100250244,1.01934423828125
random,12,14,12,11,10,10,missing,0.816632866859436,-1.1388026803493498,0.09750127792358398,0.6668632050752641
random,13,14,12,11,10,10,missing,0.8457783460617065,-1.3041326822996138,0.06835579872131348,0.5015332031250002
random,14,14,12,11,10,10,missing,0.8875671029090881,-1.5983655162811279,0.026567041873931885,0.20730036914348604
random,15,14,12,11,10,10,missing,0.7318463921546936,-0.929038596367836,0.18228775262832642,0.8766272890567779
random,16,14,12,11,10,10,missing,0.8748325109481812,-1.56994525847435,0.03930163383483887,0.23572062695026386
random,17,14,12,11,10,10,missing,0.6458330154418945,-0.778182731127739,0.2683011293411255,1.027483154296875
random,18,14,12,11,10,10,missing,0.7406975030899048,-0.9931820748806,0.17343664169311523,0.812483810544014
random,19,14,12,11,10,10,missing,0.7052651047706604,-0.9238033365964889,0.20886904001235962,0.881862548828125
random,20,14,12,11,10,10,missing,0.8071173429489136,-1.10096771941185,0.10701680183410645,0.704698166012764
random,21,14,12,11,10,10,missing,0.828498125076294,-1.210425162768364,0.08563601970672607,0.5952407226562499
random,22,14,12,11,10,10,missing,0.8116137981414795,-1.1862283854246138,0.10252034664154053,0.6194375000000001
random,23,14,12,11,10,10,missing,0.7953308820724487,-1.222567481136322,0.11880326271057129,0.5830984042882918
random,24,14,12,11,10,10,missing,0.7558537125587463,-1.0116596139431,0.15828043222427368,0.7940062714815139
random,25,14,12,11,10,10,missing,0.8244751691818237,-1.237965537762642,0.08965897560119629,0.567700347661972
random,26,14,12,11,10,10,missing,0.8616180419921875,-1.538533377623558,0.05251610279083252,0.267132507801056
random,27,14,12,11,10,10,missing,0.840389609336853,-1.319882606124878,0.07374453544616699,0.48578327929973586
random,28,14,12,11,10,10,missing,0.8766736388206482,-1.5341340709686277,0.037460505962371826,0.2715318144559862
random,29,14,12,11,10,10,missing,0.8266875743865967,-1.30334076628685,0.08744657039642334,0.502325119137764
random,30,14,12,11,10,10,missing,0.6883002519607544,-0.9165443033933639,0.22583389282226562,0.88912158203125
random,31,14,12,11,10,10,missing,0.8611931800842285,-1.452744803404808,0.052940964698791504,0.3529210820198059
random,32,14,12,11,10,10,missing,0.7446666955947876,-1.0887374342441558,0.16946744918823242,0.7169284511804581
random,33,14,12,11,10,10,missing,0.8599725961685181,-1.455472526049614,0.05416154861450195,0.35019335937499996
random,34,14,12,11,10,10,missing,0.5340415835380554,-0.4484026637434959,0.3800925612449646,1.357263221681118
random,35,14,12,11,10,10,missing,0.6872442960739136,-0.9008384166717529,0.22688984870910645,0.904827468752861
random,36,14,12,11,10,10,missing,0.7681214809417725,-0.9096812281966209,0.14601266384124756,0.895984657227993
random,37,14,12,11,10,10,missing,0.8631787300109863,-1.4469375983238222,0.05095541477203369,0.35872828710079174
random,38,14,12,11,10,10,missing,0.8575205206871033,-1.4586400826930999,0.05661362409591675,0.34702580273151407
random,39,14,12,11,10,10,missing,0.7838124632835388,-1.180509147143364,0.1303216814994812,0.62515673828125
random,40,14,12,11,10,10,missing,0.5949658751487732,-0.5895358346462249,0.3191682696342468,1.216130050778389
random,41,14,12,11,10,10,missing,0.8749526143074036,-1.5287668072938918,0.039181530475616455,0.2768990781307221
random,42,14,12,11,10,10,missing,0.8749710917472839,-1.5651059030056,0.039163053035736084,0.24055998241901388
random,43,14,12,11,10,10,missing,0.7862342000007629,-0.9925661998748779,0.12789994478225708,0.813099685549736
random,44,14,12,11,10,10,missing,0.8571690917015076,-1.4266123268365862,0.05696505308151245,0.3790535585880277
random,45,14,12,11,10,10,missing,0.7196173071861267,-0.9791039498806,0.1945168375968933,0.8265619355440139
random,46,14,12,11,10,10,missing,0.8795571327209473,-1.5863110573053358,0.034577012062072754,0.2193548281192781
random,47,14,12,11,10,10,missing,0.8805418014526367,-1.5469803385496141,0.0335923433303833,0.2586855468749998
random,48,14,12,11,10,10,missing,0.7931138873100281,-1.1087986979246138,0.12102025747299194,0.6968671875000001
random,49,14,12,11,10,10,missing,0.7398588061332703,-1.052838065123558,0.17427533864974976,0.7528278203010559
random,50,14,12,11,10,10,missing,0.8859816193580627,-1.6895213541746141,0.028152525424957275,0.1161445312499998
top,0,7,9,9,11,11,missing,0.22400061786174774,-0.1341057869106531,0.6981246024370193,1.2750849246829747
random,1,7,9,9,11,11,missing,0.867631196975708,-1.105103125667572,0.05449402332305908,0.30408758592605567
random,2,7,9,9,11,11,missing,0.8074076771736145,-0.823452658867836,0.11471754312515259,0.5857380527257917
random,3,7,9,9,11,11,missing,0.8907214403152466,-1.212360861992836,0.03140377998352051,0.19682984960079164
random,4,7,9,9,11,11,missing,0.8969187140464783,-1.3384481119871139,0.02520650625228882,0.07074259960651386
