method,repeat,k_text,k_audio,k_vision,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta
random,31,5,11,10,5,05,missing,0.3304886519908905,0.2309988445580006,0.25435832142829895,0.2644927251040936
random,32,5,11,10,5,05,missing,0.3628522455692291,0.2543597224891186,0.22199472784996033,0.2411318471729756
random,33,5,11,10,5,05,missing,0.35933247208595276,0.2674699978768826,0.2255145013332367,0.2280215717852116
random,34,5,11,10,5,05,missing,0.3207079768180847,0.08357446992546322,0.26413899660110474,0.41191709973663093
random,35,5,11,10,5,05,missing,0.3613555431365967,0.2954722522735596,0.22349143028259277,0.20001931738853457
random,36,5,11,10,5,05,missing,0.34567442536354065,0.2439111140906811,0.2391725480556488,0.25158045557141306
random,37,5,11,10,5,05,missing,0.4162672758102417,0.3480232317686081,0.16857969760894775,0.14746833789348607
random,38,5,11,10,5,05,missing,0.3106812536716461,0.20235865632593633,0.27416571974754333,0.2931329133361579
random,39,5,11,10,5,05,missing,0.34659966826438904,0.1715297569125891,0.23824730515480042,0.3239618127495051
random,40,5,11,10,5,05,missing,0.29935917258262634,0.22343184700012209,0.2854878008365631,0.2720597226619721
random,41,5,11,10,5,05,missing,0.3391202390193939,0.2995197185814381,0.24572673439979553,0.19597185108065607
random,42,5,11,10,5,05,missing,0.41156673431396484,0.35440238215923314,0.1732802391052246,0.14108918750286104
random,43,5,11,10,5,05,missing,0.3680694103240967,0.3015654300093651,0.21677756309509277,0.1939261396527291
random,44,5,11,10,5,05,missing,0.41324421763420105,0.2920187229752541,0.1716027557849884,0.20347284668684007
random,45,5,11,10,5,05,missing,0.36140090227127075,0.2462208064734936,0.2234460711479187,0.24927076318860059
random,46,5,11,10,5,05,missing,0.3887493312358856,0.3195810359656811,0.19609764218330383,0.17591053369641307
random,47,5,11,10,5,05,missing,0.3729790151119232,0.2939544490516186,0.21186795830726624,0.20153712061047557
random,48,5,11,10,5,05,missing,0.38853514194488525,0.3810628474891186,0.1963118314743042,0.11442872217297556
