modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score
V,4,28,31,29|30|31|32,6,06,missing,0.5989999771118164,0.44718603547811514,0.0013917088508605957,0.008622840821742972,0.0013917088508605957,0.0028288489878177574,0.01731463487670782
V,4,29,32,30|31|32|33,6,06,missing,0.5994998812675476,0.4523333284497261,0.0008918046951293945,0.003475547850131988,0.0008918046951293945,0.0014710626701513927,0.009003984703359905
V,4,30,33,31|32|33|34,6,06,missing,0.6027064323425293,0.46152811458110815,-0.002314746379852295,0.005719238281250039,0.0,0.0009532063802083398,0.005834323608835566
V,4,31,34,32|33|34|35,6,06,missing,0.6046050190925598,0.46438773372173314,-0.0042133331298828125,0.00857885742187503,0.0,0.001429809570312505,0.00875148541325332
V,1,0,0,1,7,07,missing,0.6236006021499634,0.6155076067686082,-0.0019549131393432617,0.006291183590888982,0.0,0.001048530598481497,0.002418593229505139
V,1,1,1,2,7,07,missing,0.6212502717971802,0.6123840335249902,0.0003954172134399414,0.003167610347270977,0.0003954172134399414,0.0009233522713184376,0.0021298506262889703
V,1,2,2,3,7,07,missing,0.6218904256820679,0.6113281634092331,-0.0002447366714477539,0.0021117402315139477,0.0,0.00035195670525232464,0.0008118409759667396
V,1,3,3,4,7,07,missing,0.6231017112731934,0.6137478411436081,-0.0014560222625732422,0.004531417965888962,0.0,0.0007552363276481603,0.0017420659648573896
V,1,4,4,5,7,07,missing,0.6225900053977966,0.6140117952466011,-0.0009443163871765137,0.00479537206888192,0.0,0.0007992286781469867,0.0018435409253598
V,1,5,5,6,7,07,missing,0.6229062676429749,0.6133078997373581,-0.0012605786323547363,0.004091476559638929,0.0,0.0006819127599398215,0.0015729341486954416
V,1,6,6,7,7,07,missing,0.6244239807128906,0.6173993762969971,-0.002778291702270508,0.00818295311927797,0.0,0.0013638255198796616,0.003145868297390926
V,1,7,7,8,7,07,missing,0.6232589483261108,0.6147597278594971,-0.0016132593154907227,0.005543304681777883,0.0,0.0009238841136296472,0.0021310774004192805
V,1,8,8,9,7,07,missing,0.6226279735565186,0.612955978834629,-0.0009822845458984375,0.0037395556569098654,0.0,0.0006232592761516442,0.0014376410833500735
V,1,9,9,10,7,07,missing,0.6209035515785217,0.6121200794219971,0.0007421374320983887,0.002903656244277908,0.0007421374320983887,0.00122608013947804,0.002828137899329633
V,1,10,10,11,7,07,missing,0.6246867775917053,0.6138358079433441,-0.003041088581085205,0.0046193847656249565,0.0,0.0007698974609374928,0.001775884069700305
V,1,11,11,12,7,07,missing,0.6190210580825806,0.6098763889908791,0.0026246309280395508,0.0006599658131599684,0.0026246309280395508,0.002734625230232879,0.006307823612065896
V,1,12,12,13,7,07,missing,0.6211406588554382,0.6104042971968651,0.0005050301551818848,0.0011878740191458848,0.0005050301551818848,0.0007030091583728656,0.0016215961586463162
V,1,13,13,14,7,07,missing,0.6217502951622009,0.6093484270811081,-0.00010460615158081055,0.0001320039033889664,0.0,2.2000650564827733e-05,5.074780323803755e-05
V,1,14,14,15,7,07,missing,0.6223682761192322,0.6108002014994621,-0.0007225871086120605,0.0015837783217429457,0.0,0.0002639630536238243,0.0006088704089882115
V,1,15,15,16,7,07,missing,0.6218940019607544,0.6123840335249902,-0.00024831295013427734,0.003167610347270977,0.0,0.0005279350578784962,0.0012177614639501306
V,1,16,16,17,7,07,missing,0.62070232629776,0.6048610462188722,0.0009433627128601074,0.004355376958847024,0.0009433627128601074,0.0016692588726679447,0.003850396176871624
V,1,17,17,18,7,07,missing,0.6188949346542358,0.6049929964184761,0.0027507543563842773,0.004223426759243032,0.0027507543563842773,0.003454658816258116,0.007968689168778284
V,1,18,18,19,7,07,missing,0.620968222618103,0.6065327913403511,0.0006774663925170898,0.0026836318373680834,0.0006774663925170898,0.0011247383654117704,0.002594377884144874
V,1,19,19,20,7,07,missing,0.6219799518585205,0.6103162766933442,-0.0003342628479003906,0.0010998535156250266,0.0,0.00018330891927083778,0.0004228295404048487
V,1,20,20,21,7,07,missing,0.6223074793815613,0.6100963596940041,-0.0006617903709411621,0.0008799365162849293,0.0,0.00014665608604748823,0.0003382842782975182
V,1,21,21,22,7,07,missing,0.6244917511940002,0.6154196399688721,-0.002846062183380127,0.006203216791152877,0.0,0.001033869465192146,0.002384775124662181
V,1,22,22,23,7,07,missing,0.6226128935813904,0.6131758958339691,-0.0009672045707702637,0.003959472656249963,0.0,0.0006599121093749938,0.001522186345457404
V,1,23,23,24,7,07,missing,0.6236389875411987,0.6086885149717332,-0.0019932985305786133,0.0005279082059860274,0.0,8.798470099767124e-05,0.00020294992100486313
V,1,24,24,25,7,07,missing,0.6241689324378967,0.6123840335249902,-0.0025232434272766113,0.003167610347270977,0.0,0.0005279350578784962,0.0012177614639501306
V,1,25,25,26,7,07,missing,0.6232781410217285,0.6089964524745941,-0.0016324520111083984,0.00021997070312507194,0.0,3.6661783854178655e-05,8.456590808099534e-05
