seed,source,best_epoch,best_selection_score,clean_valid_accuracy,clean_valid_macro_f1,clean_valid_mae,clean_valid_pearson,clean_test_accuracy,clean_test_macro_f1,clean_test_mae,clean_test_pearson,task_accuracy,task_macro_f1,task_mae,task_pearson,task_worst_accuracy
2026,frozen_original,7,0.6763473104765205,0.6291208791208791,0.6169033433621594,0.5898934602737427,0.6639517968975472,0.657496561210454,0.6310147356658984,0.6379991173744202,0.6802025850857815,0.6211843711843712,0.6104281303828081,0.5885622911983066,0.6624664910805858,0.6057692307692307
2027,new_training,7,0.6768604830533291,0.6277472527472527,0.617581362119397,0.6042718887329102,0.6600244325667375,0.656121045392022,0.6316177226932365,0.6496555805206299,0.6851298946023325,0.6279304029304029,0.6167006961884135,0.6058768484327528,0.6609242003833633,0.614010989010989
2028,new_training,3,0.6761458390261128,0.6195054945054945,0.6098124098124097,0.5765798091888428,0.6722288750072771,0.6698762035763411,0.6476821466045255,0.6163750886917114,0.6832480625468479,0.6148656898656899,0.606580618392119,0.5764771382013957,0.6720111397523932,0.6016483516483516
