bootstrap_rep,accuracy_gain,macro_f1_gain,mae_reduction,pearson_gain
0,-0.01098901098901095,-0.012529232993021555,-0.015933043790824164,-0.014125008451317478
1,0.0,-0.007999646051193299,-0.012787317973135148,-0.008689947635472706
2,-0.0013736263736264798,-0.002793632284001979,-0.015243089843145707,-0.01101998486359379
3,0.01098901098901095,0.008664726343104334,-0.003253890235563661,-0.0024965353530903567
4,0.017857142857142905,0.01602917081962496,0.000611324941282243,0.000931636255599777
5,0.005494505494505475,0.004279381113145964,-0.007286236781777089,-0.005602616918600645
6,0.012362637362637319,0.012130771245566274,-0.01336041687827405,-0.007916918992231237
7,0.006868131868131844,0.005944336231700875,-0.007040739769027304,0.0009007630125308363
8,0.012362637362637319,0.008545430786688901,0.006514837344487434,0.005416364257439854
9,0.01098901098901095,0.0067930784378029685,-0.0032343457524594,-0.008740787241666936
10,0.006868131868131955,0.006080793281270758,-0.01022541757686668,-0.013207686864429302
11,0.012362637362637319,0.01066776285560822,-0.010091687242190006,-0.010958950758784725
12,0.015109890109890056,0.015053802040950859,-0.009023311264785616,-0.004077864611909954
13,0.005494505494505475,0.005024917741029755,-0.011794313761122499,-0.01042426911379768
14,-0.0013736263736263687,-0.003800921292233639,-0.009709575537578563,-0.002441528103584334
15,0.009615384615384581,0.005869750068022039,0.0011187101622204265,0.0003171521702122204
16,0.004120879120879106,0.001838459843359841,-0.011626914143562317,-0.005003428281774469
17,0.0027472527472527375,0.002308332254676859,-0.0006098161031912186,-0.0017476026403470124
18,0.01236263736263743,0.010564688954954993,-0.01343339905415697,-0.0048197524158223315
19,0.004120879120879106,0.0026826495740133183,-0.005254064642247758,0.0019166428559102
20,-0.0013736263736263687,-0.0017625286028495335,-0.012821296605216692,-0.005975616721293431
21,0.0,-0.004512354054869272,-0.008182586631277022,-0.0028890796683794795
22,-0.009615384615384692,-0.009337140495543683,-0.011373880882184606,-0.008030625224273003
23,-0.006868131868131844,-0.008312688626907816,-0.011138902424455921,-0.009736696006959256
24,-0.004120879120879106,-0.006454110271738034,-0.0006238257328232688,-0.005519077559971608
25,0.0013736263736263687,0.0023249840783312603,-0.017075902567460055,-0.013771099458187441
26,0.013736263736263687,0.012799920550493726,-0.014599532407500337,-0.006416333939173846
27,0.004120879120879106,0.0025206778743014358,-0.008193918363951891,0.001999341695152035
28,-0.006868131868131844,-0.008328664804612584,-0.012166477712519441,-0.006134816609688398
29,0.004120879120879106,0.005382649247370641,-0.007970426136102438,-0.009855764598473038
30,0.009615384615384692,0.007835896512918827,-0.006651192576020648,-0.007538975571290463
31,0.015109890109890167,0.012590122117191016,-0.005189670666015167,0.0022792311922715802
32,0.004120879120879106,0.0026255485963843084,-0.01061196756231908,-0.008470093849090476
33,0.008241758241758212,0.006949158518459453,-0.006910063217192786,0.0028931785475060368
34,0.006868131868131844,0.005196820870459362,-0.01514942521031526,-0.010752911888565975
35,-0.0027472527472527375,-0.004012801046264114,-0.010274410930090405,-0.00940335936704828
36,0.0027472527472527375,0.0010422199760300455,-0.01563396782447124,-0.00533038768833316
37,0.01098901098901095,0.008951996776934368,-0.007949117830384655,-0.005988102820568941
38,-0.0027472527472527375,-0.002930454629961776,-0.007532878918743768,0.004605943468384388
39,0.0027472527472527375,0.002421669289210393,-0.010607721986788055,-0.004898130023355596
40,0.008241758241758323,0.006811015639613727,-0.0028625500999091003,-0.004770726097112266
41,0.010989010989011061,0.00969165875724054,-0.009258589765309355,-0.0005221277980482775
42,-0.008241758241758323,-0.01026246165186151,-0.007299132808879172,-0.0035247019368929156
43,0.010989010989011061,0.009529112849719579,-0.009955496605717595,-0.0031546467530262357
44,0.020604395604395642,0.01524828199961703,0.0013352000997179925,0.005875508447912847
45,0.017857142857142905,0.014676221364183006,-0.0015518650030478254,0.006227620861864458
46,0.0,-0.001630059433527009,-0.01498344685240971,-0.0129960173276773
47,0.004120879120879106,0.002406374362998509,-0.007034997309083968,0.005485437001630511
48,-0.0013736263736263687,-0.0031622519126193183,-0.004104048150144646,-0.0075569730634952315
49,0.0,-0.0003994464041043866,-0.009982502449563113,-0.006589497320985793
50,-0.008241758241758212,-0.01108409174173186,-0.011299577906673242,-0.0020874668753962933
51,0.006868131868131844,0.004089491145280122,-0.005215408000753818,0.000582140075338744
52,-0.008241758241758212,-0.008666422239262506,-0.01226325278535434,-0.004591971068872214
53,0.0013736263736263687,-0.0014813843143660632,-0.006526895413250244,-0.003207633266159804
