bootstrap_rep,accuracy_gain,macro_f1_gain,mae_reduction,pearson_gain
0,0.01379731379731386,0.010224462889778407,0.004563356693585541,-0.0025728239067698278
1,0.012698412698412653,0.008891463370575114,0.005553922390632793,-0.0024010508344399772
2,0.012728937728937795,0.010572922553361508,0.004492281832449763,-0.0033798634818636986
3,0.021398046398046433,0.01617063001761554,-0.00014282852547431446,-0.00800488723518522
4,0.01538461538461533,0.014888999995525842,0.0022068279194654705,-0.003980019223323805
5,-0.00073260073260073,-0.004227492986148551,0.003484315851992381,-0.008294194260429988
6,-0.0005494505494505475,-0.0002851503279750478,0.005566941571064077,-0.0035867668893189153
7,0.008424908424908395,0.005456769383995086,0.004510551210841318,-0.0031699790493636693
8,0.002716727716727707,0.001358961700892669,-0.0010763285076464957,-0.009502610781848886
9,0.011233211233211193,0.008698275366220254,0.004886201283262781,0.003318252516740783
10,-0.0003357753357753346,-0.002677262161427274,0.007869731665145152,-0.00021982511660012527
11,0.00512820512820511,0.004532078100362047,0.007208260199552563,0.00120795531757667
12,0.012820512820512886,0.00965697558747236,0.004519587731254715,-0.004189970869661219
13,0.012851037851037916,0.008075975317356265,0.00314858582323041,-0.0021607613453606955
14,0.010409035409035483,0.008072152162000301,0.003597893769589522,-0.008506099875492779
15,0.004731379731379715,-0.0003647602974959918,0.004588299757107617,-0.003282481131394177
16,0.022222222222222254,0.019246816571234726,0.005405912285239567,0.0007465372953667782
17,-0.002045177045177038,-0.0034432897261647,0.004336279440906754,-0.0026531178494821894
18,0.0008241758241758212,-0.0020690654785218143,-0.0019379139523517663,-0.013100808223850069
19,0.007326007326007411,0.005905404123264235,0.006545997398957115,-0.0061920309229589465
20,0.008608058608058688,0.006748753183922873,0.005962969352383163,0.0006804975500170896
21,0.015537240537240482,0.012065331084219033,0.009835210350374268,0.004755125323248066
22,0.008272283272283243,0.00542591546974347,-0.0015644426386617338,-0.00687664309058722
23,0.006715506715506692,0.0031204925572446696,0.005492579904199157,9.936179165204173e-05
24,0.012820512820512886,0.008586140768128137,0.006027739484974037,-0.005419598382579993
25,0.011904761904761973,0.009026242179758892,0.004611055483133675,-0.004655579225415485
26,0.009920634920634885,0.008424896627168721,0.0033812502374190867,-0.004198133519674574
27,0.004334554334554319,-3.360592831858078e-05,0.005997579131549857,0.006148502765261354
28,0.02332112332112324,0.01932386983891532,0.00613678152256425,-0.0014385046187124217
29,0.014346764346764407,0.010728410321998005,0.0025853351625396703,-0.0010736247330450643
30,0.01822344322344316,0.013707802901819499,0.006680781985874518,0.00032350416049453656
31,0.0073260073260073,0.0032556160922856403,0.003163562480012372,-0.001214465941121401
32,0.001312576312576308,-0.0005603121948517531,0.008305093149734155,0.002359711780232643
33,0.00586080586080584,0.0014859917177162396,0.0038436673488739803,0.0003780799115320477
34,0.00583028083028081,0.003545479329326029,0.008549210856510947,-0.000229648454739384
35,0.004120879120879106,0.0025766369604277584,-0.002151209055951231,-0.006801976317002967
36,0.01544566544566539,0.011092620340921622,0.0011585114867864732,-0.00598593667972902
37,0.013644688644688596,0.011808503087523237,0.005961025929305475,-0.0053883644237033845
38,0.0001831501831501825,-0.0030196033568519187,-0.0015040858381925037,-0.008220905422445912
39,0.005555555555555536,0.00014384026273539519,0.004790288944998,-0.0011243643662791625
40,-0.0011294261294261254,-0.0017994610543883294,0.0076737988441643035,0.0011289142409007802
41,0.004639804639804623,0.0014857647344370672,0.004269478771801283,-0.0019676449180637823
42,0.011172161172161132,0.009019354724876472,-0.002493624106649439,-0.01202155269743721
43,0.008608058608058577,0.005432536498529927,-0.0021994896196724234,-0.01431370966727008
44,0.0018009768009767946,-0.0014723874231007406,0.0003993739438059585,-0.0037145776201377156
45,0.015873015873015817,0.013682509595752457,-0.0021508668970822153,-0.01573451378425561
46,0.00586080586080584,0.004885509827003087,0.0039111493405361575,-0.0014419275558730238
47,-0.00021367521367521292,-0.002895624355125581,0.003603529391469018,-0.0021568223370419526
48,-0.005402930402930384,-0.0059456603374443695,0.001400243912543897,-0.006337747442163533
49,0.01306471306471313,0.011022765490563802,0.0036855294940059125,-0.0038695019624337412
