C,valid_macro_f1,valid_accuracy,seconds
0.25,0.5255678611178749,0.5412087912087912,86.95774984359741
0.5,0.544978126100085,0.5576923076923077,58.18479132652283
1.0,0.5714595784187049,0.5906593406593407,76.25071811676025
2.0,0.5569940621855712,0.5879120879120879,40.63730502128601
4.0,0.5265402679928167,0.5741758241758241,41.8196976184845
8.0,0.5152973938629676,0.5728021978021978,44.36062240600586
