scenario_id,scenario,modality_combination,missing_rate_percent,missing_rate_target,position,accuracy,macro_f1,weighted_f1,mae,pearson,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive
81,A+V_20_Tail,A+V,20,0.2,Tail,0.5851648351648352,0.5729576038368411,0.5911982264510959,0.6455473870980543,0.572069551825661,0.6019417475728155,0.5054347826086957,0.6183431952662722,0.6153846153846154,0.45036319612590797,0.653125,0.8666737817083169,0.34673490282148123,0.6734451972080405
82,A+V_30_Head,A+V,30,0.3,Head,0.5837912087912088,0.5689572464681146,0.5864810443997438,0.6552264024657044,0.5557873456322497,0.587378640776699,0.4891304347826087,0.6331360946745562,0.599009900990099,0.46035805626598464,0.6475037821482602,0.8759584816046131,0.34930113140169694,0.6872365846348232
83,A+V_30_Middle,A+V,30,0.3,Middle,0.5851648351648352,0.5720456184596072,0.5896315700578775,0.6460855763385093,0.571641065739657,0.6067961165048543,0.4945652173913043,0.621301775147929,0.6142506142506142,0.4527363184079602,0.6491499227202473,0.868931334755085,0.3419064168777803,0.6758569938147209
84,A+V_30_Tail,A+V,30,0.3,Tail,0.5769230769230769,0.5696809516005773,0.5860215460620969,0.6424402047746948,0.5795485391461678,0.6019417475728155,0.5271739130434783,0.5887573964497042,0.6262626262626263,0.4439359267734554,0.6388443017656501,0.8629837739597825,0.3430558968254406,0.6710045166401821
85,A+V_40_Head,A+V,40,0.4,Head,0.5782967032967034,0.5651595222028031,0.5822667196703276,0.6548202460897821,0.5570846516500986,0.6067961165048543,0.4782608695652174,0.6153846153846154,0.6142506142506142,0.44221105527638194,0.6390168970814132,0.8719178878349586,0.34397225081920624,0.6917253257651653
86,A+V_40_Middle,A+V,40,0.4,Middle,0.5892857142857143,0.5793429487179487,0.5948572221048183,0.6451295252050181,0.5751955880090368,0.6019417475728155,0.532608695652174,0.6124260355029586,0.62,0.47115384615384615,0.646875,0.8625300687204287,0.34112932909604,0.678122200115898
87,A+V_40_Tail,A+V,40,0.4,Tail,0.5755494505494505,0.5714187611819753,0.5860447788426233,0.6394388513782849,0.5874910891038896,0.5825242718446602,0.5760869565217391,0.5710059171597633,0.6185567010309279,0.46187363834422657,0.6338259441707718,0.858021064182219,0.340967851974394,0.6687013604099581
88,A+V_50_Head,A+V,50,0.5,Head,0.5810439560439561,0.5702795650833342,0.5860977544903994,0.6523913257745105,0.5634217686116016,0.6116504854368932,0.5,0.606508875739645,0.6222222222222222,0.45098039215686275,0.6376360808709176,0.860412560403347,0.3344522500815599,0.6986884133306128
89,A+V_50_Middle,A+V,50,0.5,Middle,0.5796703296703297,0.5715087353283635,0.5866416760156534,0.6456522968300915,0.5773453418801419,0.5922330097087378,0.532608695652174,0.5976331360946746,0.6192893401015228,0.45901639344262296,0.6362204724409449,0.8570183699643149,0.3386719743113803,0.6839451023856916
90,A+V_50_Tail,A+V,50,0.5,Tail,0.5741758241758241,0.5718256543096857,0.5848074743931165,0.6370389162265992,0.5942101685709191,0.587378640776699,0.5978260869565217,0.5532544378698225,0.618925831202046,0.4700854700854701,0.626465661641541,0.8470148801514246,0.33168165357378515,0.6752953888881489
