bootstrap_rep,accuracy_gain,macro_f1_gain,mae_reduction,pearson_gain
0,0.02197802197802201,0.018955847385921265,0.00018457470686883415,0.012633269370838529
1,0.019230769230769273,0.018711348977227704,0.011718242214276309,0.03170801754760644
2,0.028846153846153855,0.02636521345015319,0.009529327052635095,0.025472840163913157
3,0.03296703296703296,0.032289897322753225,-0.000692918487302574,0.01593602877459621
4,0.016483516483516425,0.01335732071022866,-0.0025700898943367134,0.008636929391029446
5,0.010989010989011061,0.006462411065057516,-0.017361165075511664,-0.0003757734027749482
6,0.03846153846153855,0.03449072166256584,-4.70506620930955e-05,0.014773513111105085
7,0.02472527472527475,0.019519149290885496,-0.009943970202744734,0.006826298467670466
8,0.02335164835164827,0.019500927755583763,0.007273103919003043,0.022998447299981795
9,0.038461538461538436,0.03609551942901734,0.013216796648371387,0.043749559666611204
10,0.02335164835164838,0.018873070730067165,0.009966062893579264,0.015644925371178564
11,0.017857142857142905,0.017316041866957788,-0.0030952520914130366,0.013812193208625034
12,0.027472527472527486,0.024648782847314643,-0.0026375458954455144,0.006973528833869924
13,0.02472527472527475,0.02290299951353647,0.002279017980282072,0.033814288594017916
14,0.020604395604395642,0.016363318945929906,0.00884509135733591,0.021525494717740568
15,0.027472527472527486,0.02445440592855186,0.006228170224598428,0.014067530178640486
16,0.020604395604395642,0.014189406728617682,0.0012243419558136681,0.029097814055667137
17,0.02060439560439553,0.016439493418904494,-0.0004972171979945594,0.015541974239940748
18,0.028846153846153855,0.026749474219078584,0.0040101486739221315,0.0027819207870661833
19,0.009615384615384581,0.006671289085357968,0.019510964525270014,0.02805147473097247
20,0.03159340659340659,0.028191808833754273,-0.0029730231879832036,0.00641938807551401
21,0.020604395604395642,0.01862276648371597,0.0030544423140012045,0.004839644918360975
22,0.012362637362637319,0.01209773461113861,-0.0063034606340166555,0.014899654878172353
23,0.04120879120879117,0.03991260717036749,0.012191606255678056,0.02523229754927714
24,0.013736263736263687,0.011758412027200182,-0.003063893498300274,0.016048559467048307
25,0.027472527472527486,0.024980600181897405,0.0003255166850247848,0.03211514662142356
26,0.010989010989011061,0.013322714561641247,0.01616263758022707,0.02675589812094481
27,0.028846153846153855,0.025043471538690243,0.004274471529892576,0.010340942209895676
28,-0.004120879120879106,-0.00624996321030602,-0.009961845537463376,0.001770607540426572
29,0.03296703296703307,0.030274159944449264,-0.002058201602527121,0.0220883056361868
30,0.013736263736263798,0.00769893686547396,-0.0014251086574333938,0.020843989791585305
31,0.015109890109890167,0.012951358315792527,-0.009607946970960568,0.01165706866991445
32,0.016483516483516536,0.018013547445479228,-0.0016835800239017873,0.017349186477861656
33,0.03296703296703296,0.036019130735958194,-0.002363226734674928,0.025310943788289575
34,0.028846153846153855,0.026056751717821403,-0.005463534413458149,0.015857761584486707
35,0.039835164835164805,0.03774569815118001,0.014254958747507374,0.020369313862565908
36,0.02335164835164827,0.02146564863613909,-0.0014759209621083569,0.030281999951711325
37,0.028846153846153855,0.028983414857260525,-0.002916523879700983,0.017841580186391037
38,0.02335164835164838,0.0208160185926638,0.0026903367795786393,0.013300160991825183
39,0.02335164835164838,0.018004346229237855,-0.0037526038813067153,0.016870928163562726
40,0.027472527472527486,0.026134960576815525,-0.015732005402282034,-0.003651147631849816
41,0.0027472527472527375,0.0021999022455451156,0.0035131418115489366,0.014737063112996829
42,0.015109890109890056,0.008657402452578511,-0.0032736867011249338,0.022935268133735365
43,0.03296703296703296,0.030793402463778707,-0.008096722292376124,0.003724875989652543
44,0.017857142857142905,0.018419057965368246,-0.007706117253382216,0.005100510374054346
45,0.03708791208791207,0.03300397237330699,0.004956969602422312,0.014783577357774136
46,0.017857142857142905,0.013908706708310903,-0.006691110166874625,0.006591277176594912
47,0.013736263736263687,0.010870152768840846,-0.019376036557522403,0.0018692004076265034
48,0.008241758241758323,0.00177553758168425,0.0028657555416389258,0.021017828109878844
49,0.024725274725274637,0.0213336846717318,0.004034626942414521,0.022279068324657425
50,0.027472527472527486,0.02409409487674108,0.0023772879452496065,0.022670751518926058
51,0.017857142857142905,0.014208735992820465,-0.0017832180300911826,0.0056907667974168685
52,0.01098901098901095,0.008209137301352198,-0.014119025197002921,0.008148965565044186
53,0.016483516483516425,0.01486768747921896,-0.0016029906960634,0.012916828414677117
54,0.008241758241758212,0.004661849340201307,0.012260629416822044,0.011149835900346461
55,0.039835164835164805,0.036328657584916324,0.0009750135979809116,0.01849539199570782
56,0.04258241758241765,0.039227314393490476,0.0033105744437856854,0.017095613288029
57,0.030219780219780223,0.02853363308265422,0.00043394956942444107,0.0205523731259607
58,0.0357142857142857,0.03396525141097495,-0.009649751278070329,0.015465859859486453
59,0.027472527472527486,0.024361592780683727,0.012341609613580995,0.023411023256990404
60,0.013736263736263687,0.013247067200261475,-0.005026501941156836,0.010885646978665897
61,0.020604395604395642,0.018234118175813996,0.015252888612039772,0.028688909477139424
62,0.004120879120879106,0.002295537815463322,-0.01090175240904423,0.014562769386696761
63,0.019230769230769162,0.015211889731681638,0.00881106570199297,0.005933491632258203
64,0.020604395604395642,0.015611507258319168,-0.02982125775172162,0.006310642378842712
65,0.02197802197802201,0.02562676500349559,-0.010313077451108543,-0.002171555054386709
66,0.013736263736263798,0.009504404412713607,-0.010374324171097737,0.019031802127618458
67,0.02197802197802201,0.019514610486744743,-0.003912376915360505,0.014624444350971544
68,0.020604395604395642,0.014096026433765063,-0.004623961399544685,0.0098509756312255
69,0.015109890109890167,0.012104966754441171,-0.012132348349461197,0.0059070677883822365
70,0.03708791208791207,0.034913291199880736,0.009158202580043295,0.031625952202822494
71,0.03708791208791207,0.034745060512740844,-0.015042196836445365,0.01999232295045439
