sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,phi_A_cls,phi_A_reg,phi_V_cls,phi_V_reg,cls_efficiency_residual,reg_efficiency_residual
147,290546$_$3,zero,2.2823028564453125,-0.6026285807291667,-0.239471435546875,0.19399007161458334,0.9829254150390625,-0.3950724283854167,0.0,0.0
148,290546$_$5,zero,3.914388020833333,-1.316064453125,-0.16160074869791669,0.09321289062500002,0.8780721028645834,-0.4310546875,0.0,0.0
149,290546$_$7,zero,1.9296671549479165,-0.38324381510416666,-0.6260579427083333,0.24878743489583335,1.1345621744791667,-0.46254069010416676,0.0,0.0
150,290546$_$6,zero,1.2466634114583335,-0.5266276041666668,0.023396809895833322,0.03252766927083331,0.8241780598958333,-0.29183756510416664,0.0,1.1102230246251565e-16
151,2S00zYaVrtc$_$10,zero,4.625020345052083,-1.1010335286458333,-0.025248209635416668,-0.04825032552083337,0.6946614583333333,-0.44290364583333336,8.881784197001252e-16,2.220446049250313e-16
152,2S00zYaVrtc$_$12,zero,2.663340250651042,0.6692789713541667,0.04535929361979167,-0.046150716145833326,-0.9482014973958333,-0.40398763020833334,2.220446049250313e-16,5.551115123125783e-17
153,2S00zYaVrtc$_$20,zero,2.954182942708333,0.9259602864583334,0.14516194661458331,0.01824544270833329,-0.3395792643229167,-0.24967447916666663,0.0,0.0
154,2S00zYaVrtc$_$17,zero,1.8458455403645835,-0.3090413411458333,-0.05906168619791667,0.03418375651041669,1.2461751302083335,-0.5681111653645833,0.0,0.0
155,2S00zYaVrtc$_$5,zero,3.0533650716145835,0.9110026041666668,0.11513264973958333,0.011783854166666658,-0.5049235026041666,-0.2192708333333333,4.440892098500626e-16,0.0
156,2S00zYaVrtc$_$4,zero,1.5795237223307295,0.288671875,0.053476969401041664,-0.029492187499999996,-0.5874379475911458,-0.2529296875,4.440892098500626e-16,5.551115123125783e-17
157,2Xt31_d0XEE$_$2,zero,1.8427530924479167,0.44726562499999994,0.36277262369791674,0.130859375,0.5991617838541666,0.24921875000000002,0.0,1.1102230246251565e-16
158,31474$_$11,zero,1.0004475911458335,-0.3607625325520833,-0.2842203776041667,-0.0182942708333333,0.14973958333333331,-0.15153401692708332,0.0,0.0
159,31474$_$14,zero,3.20306396484375,-0.4743937174479167,-0.07879638671875,-0.027152506510416653,0.20849609375,-0.07576090494791671,0.0,1.1102230246251565e-16
160,31474$_$0,zero,0.044148763020833336,0.15335286458333333,0.5165608723958333,0.11263020833333334,-0.2999674479166667,-0.2679361979166666,5.551115123125783e-17,5.551115123125783e-17
161,31474$_$3,zero,1.8252766927083335,-0.35340983072916665,-0.3232828776041667,0.045833333333333344,0.14766438802083334,-0.10062662760416667,0.0,0.0
162,31474$_$6,zero,5.925130208333333,-2.016623942057292,0.14607747395833331,-0.09188334147135416,0.5137532552083334,-0.27352396647135413,8.881784197001252e-16,0.0
163,31474$_$9,zero,4.727254231770833,-1.5724609375,0.006429036458333339,-0.010351562500000019,-0.11210123697916666,0.03125000000000001,8.881784197001252e-16,2.220446049250313e-16
164,31474$_$8,zero,4.55126953125,-1.475,0.080322265625,-0.0662109375,0.321044921875,-0.17441406250000002,0.0,0.0
165,32681$_$1,zero,1.2778879801432292,0.09506835937500002,0.042490641276041664,-0.0036132812499999837,1.0979868570963542,-0.495751953125,0.0,5.551115123125783e-17
