sample_index,sample_id,baseline,cls_efficiency_residual,reg_efficiency_residual
457,Wrcf2xtqbkQ$_$8,zero,0.0,5.551115123125783e-17
458,WxajvjGKz7Y$_$0,zero,0.0,5.551115123125783e-17
459,WxajvjGKz7Y$_$3,zero,1.1102230246251565e-16,0.0
460,WxajvjGKz7Y$_$6,zero,0.0,0.0
461,XIGpuL-Kkyk$_$12,zero,5.551115123125783e-17,2.7755575615628914e-17
462,XIGpuL-Kkyk$_$0,zero,0.0,0.0
463,XIGpuL-Kkyk$_$4,zero,0.0,0.0
464,XIGpuL-Kkyk$_$7,zero,0.0,0.0
465,XaVYxIW0FDg$_$2,zero,0.0,0.0
466,XyP8bVmGX6M$_$4,zero,0.0,0.0
467,XzVapdEr_GY$_$3,zero,0.0,0.0
468,XzVapdEr_GY$_$4,zero,8.881784197001252e-16,0.0
469,Y7h-S3cJ52o$_$0,zero,0.0,2.7755575615628914e-17
470,Y7qkyMyanjU$_$2,zero,0.0,0.0
471,Y7qkyMyanjU$_$4,zero,0.0,5.551115123125783e-17
472,YbuG8xyUO-o$_$3,zero,0.0,0.0
473,YbuG8xyUO-o$_$2,zero,0.0,5.551115123125783e-17
474,Z7L3V5bwzI0$_$2,zero,4.440892098500626e-16,0.0
475,ZaoFHcbRM9g$_$3,zero,5.551115123125783e-17,2.7755575615628914e-17
476,ZaoFHcbRM9g$_$2,zero,0.0,0.0
477,ZaoFHcbRM9g$_$5,zero,0.0,1.1102230246251565e-16
478,ZaoFHcbRM9g$_$9,zero,8.881784197001252e-16,0.0
479,ZaoFHcbRM9g$_$8,zero,0.0,0.0
480,Zvisaa77Cng$_$1,zero,0.0,2.7755575615628914e-17
481,Zvisaa77Cng$_$5,zero,0.0,5.551115123125783e-17
482,_7HVhnSYX1Y$_$26,zero,0.0,0.0
483,_7HVhnSYX1Y$_$12,zero,2.7755575615628914e-17,0.0
484,_7HVhnSYX1Y$_$14,zero,0.0,5.551115123125783e-17
485,_7HVhnSYX1Y$_$19,zero,0.0,1.1102230246251565e-16
486,_7HVhnSYX1Y$_$31,zero,0.0,0.0
487,_7HVhnSYX1Y$_$3,zero,0.0,0.0
488,_BvNNdEkhZA$_$14,zero,0.0,0.0
489,_BvNNdEkhZA$_$19,zero,0.0,0.0
490,_BvNNdEkhZA$_$7,zero,0.0,0.0
491,_BvNNdEkhZA$_$6,zero,0.0,0.0
492,_BvNNdEkhZA$_$9,zero,2.220446049250313e-16,1.1102230246251565e-16
493,_aZDaIfGfPo$_$1,zero,0.0,0.0
494,_aZDaIfGfPo$_$0,zero,0.0,0.0
495,_gr7o5ynhnw$_$13,zero,0.0,0.0
496,_gr7o5ynhnw$_$12,zero,0.0,0.0
497,_gr7o5ynhnw$_$15,zero,0.0,1.1102230246251565e-16
498,_gzYkdjNvPc$_$12,zero,0.0,5.551115123125783e-17
499,_gzYkdjNvPc$_$17,zero,0.0,0.0
500,_gzYkdjNvPc$_$1,zero,0.0,0.0
501,_gzYkdjNvPc$_$3,zero,2.220446049250313e-16,1.1102230246251565e-16
502,_gzYkdjNvPc$_$2,zero,8.881784197001252e-16,4.440892098500626e-16
503,_gzYkdjNvPc$_$5,zero,0.0,1.1102230246251565e-16
504,_gzYkdjNvPc$_$4,zero,2.220446049250313e-16,5.551115123125783e-17
505,_gzYkdjNvPc$_$6,zero,0.0,0.0
506,_gzYkdjNvPc$_$9,zero,0.0,1.1102230246251565e-16
507,a-WihYDk6vc$_$8,zero,0.0,2.7755575615628914e-17
508,a-WihYDk6vc$_$0,zero,1.1102230246251565e-16,2.7755575615628914e-17
509,aFhc2ddipoM$_$14,zero,0.0,0.0
510,aK5tRCXjUvU$_$0,zero,0.0,0.0
511,b-FX9NOVQOM$_$1,zero,0.0,0.0
512,b-FX9NOVQOM$_$4,zero,0.0,0.0
513,b1LEcg6z66g$_$0,zero,0.0,0.0
514,b1LEcg6z66g$_$4,zero,0.0,0.0
515,b1LEcg6z66g$_$8,zero,8.881784197001252e-16,2.220446049250313e-16
516,bAkUEnPoucg$_$3,zero,0.0,0.0
517,bNQkb4K5DX0$_$3,zero,2.220446049250313e-16,5.551115123125783e-17
518,bNQkb4K5DX0$_$7,zero,0.0,0.0
519,bWunvAd96zI$_$1,zero,0.0,0.0
520,bWunvAd96zI$_$2,zero,0.0,0.0
521,bWunvAd96zI$_$5,zero,0.0,0.0
522,bWunvAd96zI$_$4,zero,5.551115123125783e-17,0.0
523,bj9e8w4vNxo$_$12,zero,0.0,0.0
524,bpvYdXVlgvc$_$1,zero,0.0,0.0
525,bpvYdXVlgvc$_$3,zero,0.0,0.0
526,bpvYdXVlgvc$_$4,zero,0.0,0.0
527,bpvYdXVlgvc$_$6,zero,0.0,0.0
528,c1a1y9ytHH0$_$0,zero,0.0,0.0
529,c1a1y9ytHH0$_$3,zero,0.0,0.0
530,c1a1y9ytHH0$_$7,zero,1.1102230246251565e-16,0.0
531,c5cB7AfVgcE$_$12,zero,2.220446049250313e-16,5.551115123125783e-17
532,c5cB7AfVgcE$_$5,zero,0.0,0.0
533,d8BR6hsvzoY$_$1,zero,0.0,0.0
534,d8BR6hsvzoY$_$0,zero,0.0,0.0
535,d8BR6hsvzoY$_$2,zero,0.0,5.551115123125783e-17
536,d8BR6hsvzoY$_$5,zero,0.0,0.0
537,d8BR6hsvzoY$_$6,zero,0.0,5.551115123125783e-17
538,d8BR6hsvzoY$_$9,zero,0.0,1.1102230246251565e-16
539,d8BR6hsvzoY$_$8,zero,4.440892098500626e-16,0.0
540,dBWvtPeHpWM$_$4,zero,1.1102230246251565e-16,5.551115123125783e-17
541,dEDbm2ubVRQ$_$0,zero,0.0,0.0
542,dEDbm2ubVRQ$_$3,zero,0.0,0.0
543,dEDbm2ubVRQ$_$8,zero,5.551115123125783e-17,2.7755575615628914e-17
544,dt641WxonBI$_$1,zero,1.1102230246251565e-16,0.0
545,dt641WxonBI$_$3,zero,2.220446049250313e-16,0.0
546,eOiC1kb17P4$_$0,zero,0.0,0.0
547,erNDEjQeox8$_$12,zero,0.0,5.551115123125783e-17
548,ewBrNsyY82Q$_$4,zero,0.0,0.0
549,fWOIAxzBQFY$_$12,zero,2.220446049250313e-16,5.551115123125783e-17
550,fWOIAxzBQFY$_$5,zero,0.0,0.0
551,fWOIAxzBQFY$_$7,zero,5.551115123125783e-17,4.163336342344337e-17
552,f_ZJ7L14oYQ$_$11,zero,0.0,2.7755575615628914e-17
553,f_ZJ7L14oYQ$_$27,zero,0.0,5.551115123125783e-17
554,f_ZJ7L14oYQ$_$21,zero,8.881784197001252e-16,0.0
555,f_ZJ7L14oYQ$_$17,zero,4.440892098500626e-16,2.220446049250313e-16
556,f_ZJ7L14oYQ$_$9,zero,0.0,0.0
557,f_ZJ7L14oYQ$_$8,zero,0.0,0.0
558,ffrJ91swyq0$_$1,zero,4.440892098500626e-16,0.0
559,g8Cl74tS3oY$_$2,zero,0.0,1.1102230246251565e-16
560,g8Cl74tS3oY$_$6,zero,4.440892098500626e-16,5.551115123125783e-17
561,gR4gM_WXesQ$_$10,zero,4.440892098500626e-16,0.0
562,gR4gM_WXesQ$_$26,zero,4.440892098500626e-16,0.0
563,gR4gM_WXesQ$_$20,zero,5.551115123125783e-17,1.3877787807814457e-17
564,gR4gM_WXesQ$_$24,zero,0.0,1.1102230246251565e-16
565,gR4gM_WXesQ$_$18,zero,0.0,2.220446049250313e-16
566,gR4gM_WXesQ$_$3,zero,0.0,1.1102230246251565e-16
567,gR4gM_WXesQ$_$4,zero,0.0,0.0
568,gR4gM_WXesQ$_$8,zero,0.0,0.0
569,gVqs4TzqySw$_$1,zero,2.220446049250313e-16,0.0
570,gVqs4TzqySw$_$3,zero,0.0,0.0
571,gVqs4TzqySw$_$2,zero,1.1102230246251565e-16,1.3877787807814457e-17
572,gVqs4TzqySw$_$4,zero,0.0,8.326672684688674e-17
573,goMtnNHQ_z4$_$1,zero,5.551115123125783e-17,0.0
574,goMtnNHQ_z4$_$2,zero,4.440892098500626e-16,1.1102230246251565e-16
575,goMtnNHQ_z4$_$13,zero,0.0,5.551115123125783e-17
576,goMtnNHQ_z4$_$12,zero,0.0,5.551115123125783e-17
577,hqzF4IDaIYE$_$0,zero,0.0,0.0
578,hqzF4IDaIYE$_$3,zero,1.1102230246251565e-16,0.0
579,hqzF4IDaIYE$_$2,zero,2.220446049250313e-16,0.0
580,hqzF4IDaIYE$_$4,zero,0.0,0.0
581,hqzF4IDaIYE$_$6,zero,2.220446049250313e-16,1.1102230246251565e-16
582,hvfaYsv7p8E$_$0,zero,8.881784197001252e-16,4.440892098500626e-16
583,iUXqlrui25c$_$10,zero,0.0,1.1102230246251565e-16
584,iUXqlrui25c$_$21,zero,0.0,1.1102230246251565e-16
585,iUXqlrui25c$_$23,zero,1.1102230246251565e-16,0.0
586,icbUzboLcDQ$_$0,zero,4.440892098500626e-16,1.1102230246251565e-16
587,ioupaiAuRr0$_$5,zero,0.0,2.7755575615628914e-17
588,ioupaiAuRr0$_$4,zero,0.0,5.551115123125783e-17
589,jICmfLeFymA$_$16,zero,0.0,0.0
590,jPrEKz1rAno$_$11,zero,0.0,5.551115123125783e-17
591,jPrEKz1rAno$_$7,zero,2.220446049250313e-16,0.0
592,jPrEKz1rAno$_$6,zero,0.0,5.551115123125783e-17
593,k5ZOshC2LP4$_$1,zero,4.440892098500626e-16,0.0
594,kbGhEJ4W44o$_$0,zero,4.440892098500626e-16,5.551115123125783e-17
595,kfsO4c0Ekes$_$7,zero,0.0,1.1102230246251565e-16
596,kvUb78Rdzdc$_$3,zero,0.0,0.0
597,lO87-4Kf0cQ$_$2,zero,0.0,0.0
598,lO87-4Kf0cQ$_$5,zero,0.0,1.1102230246251565e-16
599,lWf5hHRHIDs$_$11,zero,2.220446049250313e-16,5.551115123125783e-17
600,lawHYX5eB20$_$1,zero,0.0,0.0
601,lawHYX5eB20$_$2,zero,1.1102230246251565e-16,0.0
602,mHGaQ_nv9UY$_$13,zero,0.0,5.551115123125783e-17
603,mHGaQ_nv9UY$_$14,zero,5.551115123125783e-17,0.0
604,mHGaQ_nv9UY$_$17,zero,2.220446049250313e-16,5.551115123125783e-17
605,mHGaQ_nv9UY$_$22,zero,0.0,0.0
606,mHGaQ_nv9UY$_$5,zero,0.0,0.0
607,mHGaQ_nv9UY$_$4,zero,8.881784197001252e-16,2.220446049250313e-16
608,mLW-jn67gRE$_$20,zero,0.0,2.7755575615628914e-17
609,mLW-jn67gRE$_$17,zero,5.551115123125783e-17,0.0
610,mLW-jn67gRE$_$1,zero,2.220446049250313e-16,1.1102230246251565e-16
611,mLW-jn67gRE$_$3,zero,0.0,5.551115123125783e-17
612,mLW-jn67gRE$_$5,zero,1.1102230246251565e-16,1.1102230246251565e-16
613,mLW-jn67gRE$_$6,zero,8.881784197001252e-16,2.220446049250313e-16
614,mLW-jn67gRE$_$9,zero,0.0,1.1102230246251565e-16
615,mjpCK2Edsv8$_$0,zero,4.440892098500626e-16,0.0
616,nUZYqTRSGDw$_$4,zero,0.0,0.0
617,nyzIL6YAonY$_$5,zero,0.0,0.0
618,nyzIL6YAonY$_$6,zero,1.1102230246251565e-16,0.0
619,ooAF6I-fmTg$_$3,zero,0.0,1.1102230246251565e-16
620,ooAF6I-fmTg$_$5,zero,0.0,0.0
621,ooAF6I-fmTg$_$7,zero,0.0,0.0
622,pOrk7fl1AYo$_$1,zero,0.0,1.1102230246251565e-16
623,pOrk7fl1AYo$_$3,zero,0.0,0.0
624,pOrk7fl1AYo$_$2,zero,0.0,0.0
625,pOrk7fl1AYo$_$4,zero,4.440892098500626e-16,1.1102230246251565e-16
626,q9yDL81QppI$_$1,zero,0.0,0.0
627,q9yDL81QppI$_$0,zero,0.0,0.0
628,q9yDL81QppI$_$2,zero,0.0,5.551115123125783e-17
629,qK77ZmbqmOM$_$9,zero,2.220446049250313e-16,1.1102230246251565e-16
630,qK77ZmbqmOM$_$0,zero,0.0,0.0
631,qY1sXq-YCHs$_$8,zero,0.0,0.0
632,qmMSumMloAs$_$1,zero,4.440892098500626e-16,1.1102230246251565e-16
633,qmMSumMloAs$_$3,zero,0.0,2.220446049250313e-16
634,qmMSumMloAs$_$2,zero,0.0,2.220446049250313e-16
635,r13W4H8ZhqI$_$12,zero,0.0,1.1102230246251565e-16
636,r13W4H8ZhqI$_$1,zero,0.0,5.551115123125783e-17
637,r13W4H8ZhqI$_$5,zero,0.0,1.1102230246251565e-16
638,r13W4H8ZhqI$_$8,zero,0.0,0.0
639,r5ijC2W9ddk$_$8,zero,2.220446049250313e-16,1.1102230246251565e-16
640,r5ijC2W9ddk$_$0,zero,0.0,1.1102230246251565e-16
641,r9tgDqXEcuc$_$4,zero,0.0,0.0
642,rf0yDSeVEUA$_$1,zero,0.0,0.0
643,rf0yDSeVEUA$_$0,zero,0.0,1.1102230246251565e-16
644,rf0yDSeVEUA$_$3,zero,5.551115123125783e-17,2.7755575615628914e-17
645,rojyUp4FPSg$_$26,zero,0.0,0.0
646,rojyUp4FPSg$_$20,zero,0.0,5.551115123125783e-17
647,rojyUp4FPSg$_$21,zero,0.0,2.220446049250313e-16
648,rojyUp4FPSg$_$23,zero,4.440892098500626e-16,0.0
649,rojyUp4FPSg$_$5,zero,2.220446049250313e-16,0.0
650,rojyUp4FPSg$_$7,zero,0.0,0.0
651,rojyUp4FPSg$_$9,zero,8.881784197001252e-16,4.440892098500626e-16
652,rojyUp4FPSg$_$10,zero,0.0,0.0
653,rojyUp4FPSg$_$12,zero,0.0,1.1102230246251565e-16
654,rojyUp4FPSg$_$16,zero,0.0,0.0
655,rojyUp4FPSg$_$18,zero,1.6653345369377348e-16,1.3877787807814457e-17
656,rojyUp4FPSg$_$37,zero,0.0,0.0
657,rojyUp4FPSg$_$36,zero,4.440892098500626e-16,0.0
658,rojyUp4FPSg$_$34,zero,0.0,1.3877787807814457e-17
659,rojyUp4FPSg$_$32,zero,0.0,1.1102230246251565e-16
660,rwNlqh0k1j4$_$15,zero,2.220446049250313e-16,5.551115123125783e-17
661,rwNlqh0k1j4$_$3,zero,0.0,0.0
662,rwNlqh0k1j4$_$2,zero,1.1102230246251565e-16,5.551115123125783e-17
663,rwNlqh0k1j4$_$7,zero,0.0,0.0
664,sC16n1k66io$_$2,zero,0.0,5.551115123125783e-17
665,sC16n1k66io$_$16,zero,0.0,0.0
666,sPremsknoLM$_$1,zero,0.0,5.551115123125783e-17
667,ssqiwP19JhM$_$10,zero,0.0,1.1102230246251565e-16
668,ssqiwP19JhM$_$2,zero,0.0,5.551115123125783e-17
669,szic2IB9HB4$_$5,zero,0.0,0.0
670,tQ-CIfgj-Js$_$3,zero,0.0,0.0
671,tXQpm-nKxNA$_$5,zero,4.440892098500626e-16,2.220446049250313e-16
672,tXQpm-nKxNA$_$7,zero,0.0,1.1102230246251565e-16
673,uacdDoBtT1k$_$0,zero,0.0,2.220446049250313e-16
674,uacdDoBtT1k$_$6,zero,0.0,2.220446049250313e-16
675,unNY4zIk8MM$_$1,zero,0.0,0.0
676,unNY4zIk8MM$_$3,zero,0.0,2.7755575615628914e-17
677,unNY4zIk8MM$_$5,zero,0.0,1.3877787807814457e-17
678,unNY4zIk8MM$_$8,zero,0.0,0.0
679,uooIiW6dEyg$_$1,zero,8.881784197001252e-16,2.220446049250313e-16
680,uooIiW6dEyg$_$5,zero,0.0,2.0816681711721685e-17
681,v2Rr-EsJda8$_$0,zero,4.440892098500626e-16,5.551115123125783e-17
682,v2Rr-EsJda8$_$6,zero,0.0,1.1102230246251565e-16
683,v9gjg7TDlTA$_$0,zero,0.0,0.0
684,v9gjg7TDlTA$_$4,zero,8.881784197001252e-16,2.220446049250313e-16
685,vHzbn_YW76s$_$3,zero,4.440892098500626e-16,0.0
686,vU0a4F36Ksw$_$13,zero,0.0,5.551115123125783e-17
687,vU0a4F36Ksw$_$12,zero,1.1102230246251565e-16,2.7755575615628914e-17
688,vU0a4F36Ksw$_$17,zero,0.0,0.0
689,vU0a4F36Ksw$_$0,zero,0.0,1.1102230246251565e-16
690,vU0a4F36Ksw$_$3,zero,4.440892098500626e-16,1.1102230246251565e-16
691,vU0a4F36Ksw$_$5,zero,0.0,1.1102230246251565e-16
692,vU0a4F36Ksw$_$7,zero,0.0,5.551115123125783e-17
693,vU0a4F36Ksw$_$20,zero,1.1102230246251565e-16,0.0
694,vbr3EA8cJTI$_$0,zero,4.440892098500626e-16,1.1102230246251565e-16
695,vbr3EA8cJTI$_$2,zero,8.881784197001252e-16,0.0
696,vbr3EA8cJTI$_$7,zero,0.0,0.0
697,vbr3EA8cJTI$_$6,zero,0.0,0.0
698,wF8980oGklk$_$24,zero,0.0,0.0
699,wF8980oGklk$_$25,zero,4.440892098500626e-16,1.1102230246251565e-16
700,wF8980oGklk$_$1,zero,0.0,0.0
701,wF8980oGklk$_$0,zero,0.0,0.0
702,wF8980oGklk$_$3,zero,0.0,0.0
703,wF8980oGklk$_$2,zero,0.0,0.0
704,wF8980oGklk$_$6,zero,5.551115123125783e-17,0.0
705,wF8980oGklk$_$17,zero,0.0,1.1102230246251565e-16
706,wosolsrH3sM$_$6,zero,0.0,0.0
707,x-zGBp7axao$_$3,zero,0.0,0.0
708,x2lOwQaAn4g$_$4,zero,0.0,0.0
709,xUgAP84vsg4$_$15,zero,4.440892098500626e-16,1.1102230246251565e-16
710,xUgAP84vsg4$_$4,zero,0.0,0.0
711,xUgAP84vsg4$_$8,zero,1.3877787807814457e-17,0.0
712,xivYoEUQ5sk$_$5,zero,0.0,0.0
713,xivYoEUQ5sk$_$4,zero,0.0,0.0
714,xjsaS-LeZ14$_$20,zero,2.220446049250313e-16,0.0
715,xjsaS-LeZ14$_$14,zero,0.0,0.0
716,xjsaS-LeZ14$_$6,zero,0.0,0.0
717,y8HXGm1-Ecw$_$7,zero,4.440892098500626e-16,1.1102230246251565e-16
718,y9FyTEyGy5Y$_$1,zero,0.0,0.0
719,zhE_68GMJIk$_$8,zero,0.0,1.1102230246251565e-16
720,zhE_68GMJIk$_$5,zero,0.0,0.0
721,zjYEBwXGD8I$_$13,zero,0.0,0.0
722,zjYEBwXGD8I$_$15,zero,5.551115123125783e-17,0.0
723,zjYEBwXGD8I$_$0,zero,0.0,2.7755575615628914e-17
724,zjYEBwXGD8I$_$2,zero,2.220446049250313e-16,2.7755575615628914e-17
725,zjYEBwXGD8I$_$4,zero,0.0,0.0
726,zjYEBwXGD8I$_$9,zero,0.0,0.0
727,zk2jTlAtvSU$_$3,zero,2.220446049250313e-16,1.1102230246251565e-16
0,-UacrmKiTn4$_$7,missing,1.6653345369377348e-16,0.0
1,-qDkUB0GgYY$_$5,missing,8.881784197001252e-16,0.0
2,0utROiKxejc$_$1,missing,0.0,0.0
3,0utROiKxejc$_$4,missing,4.440892098500626e-16,0.0
4,0y022OlZ3W0$_$3,missing,0.0,1.1102230246251565e-16
5,0y022OlZ3W0$_$5,missing,0.0,0.0
6,0y022OlZ3W0$_$8,missing,0.0,2.7755575615628914e-17
7,101787$_$11,missing,1.1102230246251565e-16,5.551115123125783e-17
8,101787$_$13,missing,0.0,1.1102230246251565e-16
9,101787$_$1,missing,0.0,0.0
10,101787$_$5,missing,0.0,0.0
11,101787$_$7,missing,0.0,2.220446049250313e-16
12,101787$_$9,missing,2.220446049250313e-16,2.7755575615628914e-17
13,102408$_$2,missing,0.0,0.0
14,102408$_$5,missing,0.0,0.0
15,102408$_$9,missing,2.220446049250313e-16,1.1102230246251565e-16
16,102858$_$20,missing,0.0,2.220446049250313e-16
17,102858$_$21,missing,0.0,0.0
18,102858$_$1,missing,5.551115123125783e-17,2.7755575615628914e-17
19,102858$_$0,missing,0.0,0.0
20,102858$_$4,missing,8.881784197001252e-16,0.0
21,102858$_$6,missing,0.0,5.551115123125783e-17
22,102858$_$10,missing,0.0,2.220446049250313e-16
23,102858$_$17,missing,0.0,1.1102230246251565e-16
24,102858$_$19,missing,0.0,4.163336342344337e-17
25,112433$_$10,missing,0.0,2.0816681711721685e-17
26,112433$_$3,missing,2.220446049250313e-16,1.1102230246251565e-16
27,112433$_$7,missing,0.0,0.0
28,112433$_$6,missing,8.881784197001252e-16,0.0
29,117tQqLjza4$_$6,missing,0.0,0.0
30,11j7EfglCAs$_$2,missing,2.220446049250313e-16,0.0
31,121128$_$10,missing,8.881784197001252e-16,0.0
32,121128$_$1,missing,0.0,2.220446049250313e-16
33,121128$_$0,missing,0.0,6.938893903907228e-18
34,121128$_$5,missing,0.0,2.220446049250313e-16
35,125344$_$0,missing,2.220446049250313e-16,0.0
36,125676$_$0,missing,0.0,1.3877787807814457e-17
37,125676$_$4,missing,0.0,2.220446049250313e-16
38,128059$_$11,missing,0.0,2.220446049250313e-16
39,128059$_$12,missing,0.0,0.0
40,128059$_$2,missing,0.0,0.0
41,128059$_$7,missing,0.0,0.0
42,128059$_$6,missing,0.0,0.0
43,128059$_$9,missing,0.0,5.551115123125783e-17
44,128763$_$12,missing,2.220446049250313e-16,1.214306433183765e-17
45,128763$_$3,missing,0.0,0.0
46,128763$_$2,missing,0.0,5.551115123125783e-17
47,128763$_$5,missing,0.0,0.0
48,128763$_$7,missing,0.0,2.220446049250313e-16
49,128763$_$8,missing,0.0,2.220446049250313e-16
50,130456$_$11,missing,0.0,0.0
51,130456$_$3,missing,0.0,5.551115123125783e-17
52,130456$_$5,missing,8.881784197001252e-16,0.0
53,130456$_$4,missing,2.7755575615628914e-17,0.0
54,130456$_$7,missing,0.0,2.220446049250313e-16
55,130456$_$6,missing,1.1102230246251565e-16,0.0
56,188343$_$13,missing,8.881784197001252e-16,4.440892098500626e-16
57,188343$_$12,missing,0.0,0.0
58,188343$_$5,missing,4.440892098500626e-16,0.0
59,188343$_$9,missing,0.0,0.0
60,188343$_$8,missing,8.881784197001252e-16,0.0
61,1HK7Nea0PFo$_$1,missing,0.0,0.0
62,216097$_$1,missing,0.0,2.220446049250313e-16
63,216097$_$2,missing,1.1102230246251565e-16,0.0
64,216097$_$5,missing,0.0,0.0
65,216097$_$4,missing,1.1102230246251565e-16,0.0
66,216097$_$7,missing,8.881784197001252e-16,4.440892098500626e-16
67,216097$_$8,missing,8.881784197001252e-16,0.0
68,223431$_$11,missing,0.0,0.0
69,223431$_$10,missing,0.0,1.1102230246251565e-16
70,223431$_$13,missing,0.0,2.220446049250313e-16
71,223431$_$0,missing,0.0,1.3877787807814457e-17
72,223431$_$5,missing,0.0,0.0
73,225770$_$3,missing,0.0,2.220446049250313e-16
74,225770$_$5,missing,2.220446049250313e-16,1.3877787807814457e-17
75,225770$_$4,missing,0.0,0.0
76,225770$_$6,missing,1.1102230246251565e-16,0.0
77,236021$_$12,missing,0.0,0.0
78,236021$_$1,missing,0.0,0.0
79,236021$_$3,missing,8.881784197001252e-16,0.0
80,236021$_$2,missing,4.440892098500626e-16,2.220446049250313e-16
81,236021$_$5,missing,0.0,0.0
82,236021$_$4,missing,0.0,5.551115123125783e-17
83,237009$_$11,missing,8.881784197001252e-16,0.0
84,237009$_$12,missing,5.551115123125783e-17,0.0
85,237009$_$4,missing,0.0,0.0
86,237009$_$7,missing,8.881784197001252e-16,0.0
87,237009$_$9,missing,0.0,0.0
88,241629$_$10,missing,0.0,2.220446049250313e-16
89,241629$_$0,missing,0.0,0.0
90,241629$_$3,missing,8.881784197001252e-16,4.440892098500626e-16
91,241629$_$5,missing,4.440892098500626e-16,0.0
92,241629$_$8,missing,0.0,0.0
93,243646$_$11,missing,0.0,1.1102230246251565e-16
94,243646$_$12,missing,0.0,0.0
95,243646$_$9,missing,5.551115123125783e-17,6.938893903907228e-18
96,243646$_$8,missing,0.0,6.938893903907228e-18
97,247318$_$12,missing,8.881784197001252e-16,2.220446049250313e-16
98,247318$_$1,missing,0.0,2.7755575615628914e-17
99,247318$_$3,missing,0.0,0.0
100,247318$_$2,missing,0.0,2.7755575615628914e-17
101,247318$_$5,missing,2.220446049250313e-16,2.7755575615628914e-17
102,247318$_$7,missing,0.0,2.220446049250313e-16
103,247318$_$6,missing,2.220446049250313e-16,6.938893903907228e-18
104,252998$_$1,missing,0.0,2.7755575615628914e-17
105,252998$_$0,missing,0.0,0.0
106,252998$_$5,missing,0.0,0.0
107,252998$_$4,missing,0.0,1.1102230246251565e-16
108,252998$_$7,missing,4.440892098500626e-16,2.220446049250313e-16
109,252998$_$8,missing,0.0,0.0
110,257247$_$10,missing,8.881784197001252e-16,2.220446049250313e-16
111,257247$_$12,missing,8.881784197001252e-16,2.220446049250313e-16
112,257247$_$2,missing,5.551115123125783e-17,2.7755575615628914e-17
113,258654$_$1,missing,1.1102230246251565e-16,0.0
114,258654$_$3,missing,0.0,0.0
115,258654$_$4,missing,0.0,2.0816681711721685e-17
116,266791$_$24,missing,8.881784197001252e-16,0.0
117,266791$_$20,missing,8.881784197001252e-16,0.0
118,266791$_$21,missing,2.220446049250313e-16,1.1102230246251565e-16
119,266791$_$23,missing,0.0,0.0
120,266791$_$29,missing,0.0,0.0
121,266791$_$3,missing,4.440892098500626e-16,4.163336342344337e-17
122,266791$_$5,missing,0.0,1.1102230246251565e-16
123,266791$_$4,missing,0.0,2.220446049250313e-16
124,266791$_$6,missing,0.0,2.220446049250313e-16
125,266791$_$8,missing,0.0,1.1102230246251565e-16
126,266791$_$11,missing,4.440892098500626e-16,0.0
127,266791$_$14,missing,8.326672684688674e-17,2.7755575615628914e-17
128,270254$_$23,missing,8.881784197001252e-16,0.0
129,270254$_$0,missing,0.0,0.0
130,270254$_$6,missing,0.0,0.0
131,270254$_$8,missing,0.0,0.0
132,270254$_$11,missing,4.440892098500626e-16,0.0
133,270254$_$14,missing,0.0,2.7755575615628914e-17
134,270254$_$16,missing,4.440892098500626e-16,1.3877787807814457e-17
135,272624$_$10,missing,2.220446049250313e-16,0.0
136,272624$_$13,missing,0.0,2.220446049250313e-16
137,272624$_$12,missing,8.881784197001252e-16,0.0
138,272624$_$16,missing,0.0,0.0
139,272624$_$18,missing,0.0,0.0
140,272624$_$2,missing,0.0,4.440892098500626e-16
141,272624$_$6,missing,0.0,0.0
142,272624$_$9,missing,0.0,0.0
143,272624$_$8,missing,0.0,1.1102230246251565e-16
144,273539$_$3,missing,0.0,0.0
145,273539$_$2,missing,2.7755575615628914e-17,1.3877787807814457e-17
146,273539$_$9,missing,1.1102230246251565e-16,0.0
147,290546$_$3,missing,0.0,0.0
148,290546$_$5,missing,0.0,6.938893903907228e-18
149,290546$_$7,missing,4.440892098500626e-16,0.0
150,290546$_$6,missing,4.440892098500626e-16,0.0
151,2S00zYaVrtc$_$10,missing,8.881784197001252e-16,0.0
152,2S00zYaVrtc$_$12,missing,0.0,1.1102230246251565e-16
153,2S00zYaVrtc$_$20,missing,8.881784197001252e-16,0.0
154,2S00zYaVrtc$_$17,missing,0.0,2.7755575615628914e-17
155,2S00zYaVrtc$_$5,missing,8.881784197001252e-16,2.220446049250313e-16
156,2S00zYaVrtc$_$4,missing,0.0,0.0
157,2Xt31_d0XEE$_$2,missing,0.0,0.0
158,31474$_$11,missing,0.0,2.0816681711721685e-17
159,31474$_$14,missing,8.881784197001252e-16,0.0
160,31474$_$0,missing,0.0,1.1102230246251565e-16
161,31474$_$3,missing,0.0,0.0
162,31474$_$6,missing,0.0,0.0
163,31474$_$9,missing,0.0,2.220446049250313e-16
164,31474$_$8,missing,8.881784197001252e-16,0.0
165,32681$_$1,missing,0.0,0.0
166,32681$_$3,missing,0.0,1.1102230246251565e-16
167,32681$_$5,missing,0.0,5.551115123125783e-17
168,32681$_$6,missing,4.440892098500626e-16,2.7755575615628914e-17
169,33170$_$1,missing,0.0,0.0
170,33170$_$3,missing,1.1102230246251565e-16,5.551115123125783e-17
171,33170$_$4,missing,0.0,0.0
