scenario_id,scenario,modality_combination,missing_rate_percent,missing_rate_target,position,accuracy,macro_f1,weighted_f1,mae,pearson,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive,composite_score
77,A+V_10_Middle,A+V,10,0.1,Middle,0.6098901098901099,0.5899107181715878,0.6102554699604389,0.8507133429296888,0.4474681644551436,0.6456310679611651,0.45108695652173914,0.6745562130177515,0.642512077294686,0.4486486486486487,0.6785714285714286,0.9479487953183142,0.7963487622125641,0.8210464188465353,0.5909244695517362
78,A+V_10_Tail,A+V,10,0.1,Tail,0.6153846153846154,0.5943695190090943,0.6153846153846154,0.8534736250639781,0.4475631070258272,0.6456310679611651,0.45108695652173914,0.6863905325443787,0.6456310679611651,0.45108695652173914,0.6863905325443787,0.9579639744049716,0.8030159511481938,0.8172582405558705,0.5932065082662195
79,A+V_20_Head,A+V,20,0.2,Head,0.614010989010989,0.5939949588142359,0.6152339642701088,0.8541918525799781,0.4487304504309944,0.6456310679611651,0.46195652173913043,0.6775147928994083,0.6409638554216868,0.4533333333333333,0.6876876876876877,0.9412730088439382,0.7953161131995528,0.833169420200163,0.59300144518239
80,A+V_20_Middle,A+V,20,0.2,Middle,0.6112637362637363,0.5905512717079882,0.6117077630029696,0.8516566975472065,0.44507978990021807,0.6456310679611651,0.45108695652173914,0.6775147928994083,0.6394230769230769,0.4486486486486487,0.6835820895522388,0.940400432578279,0.7928967437018519,0.8295579463375743,0.5907523080057184
81,A+V_20_Tail,A+V,20,0.2,Tail,0.6098901098901099,0.5909116151721402,0.6109732420046321,0.8469165523771892,0.44834887575980853,0.6407766990291263,0.46195652173913043,0.6715976331360947,0.6407766990291263,0.4533333333333333,0.6786248131539612,0.9465011683771911,0.7835439888598479,0.8207216434753858,0.5917112708407488
82,A+V_30_Head,A+V,30,0.3,Head,0.6126373626373627,0.5933099988156982,0.6144147463636309,0.8546931412030052,0.4504231972308316,0.6601941747572816,0.46195652173913043,0.665680473372781,0.6430260047281324,0.4509283819628647,0.6859756097560976,0.9268213466388507,0.7893507657572627,0.8463043446415628,0.5928682112373893
83,A+V_30_Middle,A+V,30,0.3,Middle,0.6153846153846154,0.5959301683356146,0.6167227240017384,0.8473876432341697,0.44767627160664114,0.6601941747572816,0.46195652173913043,0.6715976331360947,0.6476190476190476,0.4533333333333333,0.686838124054463,0.9320931395570051,0.7717023583372002,0.8369638567801411,0.594132126895537
84,A+V_30_Tail,A+V,30,0.3,Tail,0.6126373626373627,0.5951427600628759,0.614473693284868,0.847430269285054,0.44813116642808803,0.6456310679611651,0.4782608695652174,0.665680473372781,0.642512077294686,0.4631578947368421,0.6797583081570997,0.9383321760710582,0.7707436024413808,0.8337751033126249,0.5933586331749938
85,A+V_40_Head,A+V,40,0.4,Head,0.6098901098901099,0.5929295832062285,0.6130354141365127,0.8571001543448522,0.44921095666335326,0.6699029126213593,0.47282608695652173,0.6479289940828402,0.647887323943662,0.45077720207253885,0.6801242236024845,0.9166178114495231,0.7893162064821176,0.8577262166027839,0.5915826495778519
86,A+V_40_Middle,A+V,40,0.4,Middle,0.614010989010989,0.5967556996551902,0.6162407470559393,0.8494555485833969,0.4467776924344083,0.6796116504854369,0.4673913043478261,0.6538461538461539,0.6588235294117647,0.45144356955380577,0.68,0.9261538381643087,0.7688040362023141,0.846615402501892,0.5935981328931972
87,A+V_40_Tail,A+V,40,0.4,Tail,0.6098901098901099,0.5941468992564832,0.6121291159131285,0.844987934926054,0.44976352289345134,0.6553398058252428,0.483695652173913,0.650887573964497,0.645933014354067,0.46475195822454307,0.6717557251908397,0.9290370370794847,0.7527767646166942,0.8439605393441472,0.5930344717661733
88,A+V_50_Head,A+V,50,0.5,Head,0.5989010989010989,0.5848841898352327,0.6028963874379338,0.8638099863060883,0.4443673749709209,0.6796116504854369,0.47282608695652173,0.6183431952662722,0.6526806526806527,0.4416243654822335,0.660347551342812,0.9210283467998204,0.7865862956108607,0.8709761899339377,0.5850540004013058
89,A+V_50_Middle,A+V,50,0.5,Middle,0.6016483516483516,0.5864722794073028,0.6049951925522149,0.848357229514027,0.4470600047979064,0.6796116504854369,0.4673913043478261,0.6272189349112426,0.6526806526806527,0.442159383033419,0.664576802507837,0.9231706426921978,0.7607827450189254,0.850434572805138,0.5880987231705547
90,A+V_50_Tail,A+V,50,0.5,Tail,0.6112637362637363,0.5985364955910829,0.6146749183170758,0.8417932081783375,0.44894231530206036,0.6747572815533981,0.5054347826086957,0.6301775147928994,0.6556603773584906,0.4732824427480916,0.6666666666666666,0.9173052073320718,0.7454425906357558,0.8482223259362244,0.5945362027743585
