alpha,valid_mae,valid_pearson
0.1,1.297397494316101,0.2867120836864809
1.0,1.2602777481079102,0.2980927134914849
10.0,1.1226750612258911,0.3409048337489834
100.0,0.8555005192756653,0.44774555904802243
