sample_index,sample_id,baseline,main_modality,ratio,k,RandomComp_cls_mean,RandomComp_reg_mean,RandomSuff_cls_mean,RandomSuff_reg_mean
39,128059$_$12,missing,T,0.2,4,1.7915039431250002,0.4948925781250001,4.055870093027343,1.0327270507812503
39,128059$_$12,missing,T,0.3,5,2.245684851328125,0.6138677978515624,3.77650913111328,0.9409320068359376
40,128059$_$2,missing,T,0.1,2,0.051651004101562537,0.14627929687500002,2.2058174164550786,0.47034759521484376
40,128059$_$2,missing,T,0.2,3,0.14684925391845707,0.2486138916015625,1.8673606903808597,0.38157287597656253
40,128059$_$2,missing,T,0.3,5,0.22619476630859375,0.27711425781250004,1.2678566004003904,0.34306396484375007
41,128059$_$7,missing,T,0.1,5,0.137646520625,0.0965869140625,1.719622838984375,0.9246875000000001
41,128059$_$7,missing,T,0.2,10,0.20540775109375004,0.12746337890625,1.4902099971875,0.78943359375
41,128059$_$7,missing,T,0.3,15,0.4943909053906251,0.22599121093750002,0.9742279378984374,0.5287890624999999
42,128059$_$6,missing,T,0.1,5,-0.16152346249999985,0.10044921874999999,0.23038331828124994,0.6181640624999999
42,128059$_$6,missing,T,0.2,10,-0.33510744687499994,0.21273437499999992,0.36203614781249993,0.601640625
42,128059$_$6,missing,T,0.3,15,-0.5227539312499999,0.3412109374999999,0.4214843974999999,0.58140625
43,128059$_$9,missing,T,0.1,3,-0.02499083597656244,0.212314453125,0.8422050546074218,0.3157128906250001
43,128059$_$9,missing,T,0.2,5,0.021583565878906308,0.3239453125000001,0.806121828796875,0.37118164062500003
43,128059$_$9,missing,T,0.3,7,0.338519295859375,0.26317626953125006,0.6425476091718749,0.4053710937500001
44,128763$_$12,missing,A,0.1,2,0.03181151781249998,0.007143554687500003,0.348114008046875,0.07344757080078126
44,128763$_$12,missing,A,0.2,4,0.02408446703124998,0.009401855468750003,0.33754882249999996,0.06262207031249999
44,128763$_$12,missing,A,0.3,6,0.09039306078124998,0.015305175781250003,0.21140136156249997,0.03968505859375001
45,128763$_$3,missing,T,0.1,3,0.19931641875000014,0.05914062500000008,3.645770276171875,0.982177734375
45,128763$_$3,missing,T,0.2,5,0.39692384062500013,0.11398437500000007,2.3323913699218757,0.6322265625000002
45,128763$_$3,missing,T,0.3,8,0.48779298125,0.1295312500000001,1.8728027468750006,0.5182617187500002
46,128763$_$2,missing,A,0.1,2,-0.04550778750000015,0.007207031250000018,0.31644284609375006,0.03150878906250002
46,128763$_$2,missing,A,0.2,3,-0.07812497500000015,0.010664062500000024,0.2751708734375001,0.03163085937500003
46,128763$_$2,missing,A,0.3,4,-0.11076657656250015,0.01722656250000002,0.21552731875000014,0.02201171875000002
47,128763$_$5,missing,A,0.1,1,-0.016558837578124975,0.006030273437500002,0.24518890349609368,0.023438720703125006
47,128763$_$5,missing,A,0.2,2,-0.035772704765624976,0.012327880859375005,0.20938568083984369,0.020276489257812502
47,128763$_$5,missing,A,0.3,3,-0.054235839531249976,0.010776367187500004,0.18074035613281242,0.027263793945312503
48,128763$_$7,missing,T,0.1,2,0.19804692749999991,0.049335937500000024,4.77801518921875,1.0414709472656252
48,128763$_$7,missing,T,0.2,4,0.5747925329687498,0.14599609375,3.893434195566406,0.819854736328125
48,128763$_$7,missing,T,0.3,5,0.761134390878906,0.16085937500000005,3.450813345957031,0.7511181640625002
49,128763$_$8,missing,T,0.1,1,0.0814514297656248,0.04988281250000001,3.9122314590624994,0.7541699218750001
49,128763$_$8,missing,T,0.2,2,0.3101562637499999,0.10707031250000001,2.7631714004687495,0.55203125
49,128763$_$8,missing,T,0.3,3,0.5024429458789061,0.12578125000000004,2.022877513441405,0.45050781250000005
50,130456$_$11,missing,T,0.1,4,-0.08304140246093765,0.15781250000000002,0.4419143697382813,0.3180859375
50,130456$_$11,missing,T,0.2,7,-0.19516069567382832,0.23779296875000006,0.535748295140625,0.33007812499999994
50,130456$_$11,missing,T,0.3,11,-0.5034332481640627,0.338729248046875,0.9136856182226565,0.468134765625
51,130456$_$3,missing,T,0.1,2,0.2678130112341311,0.12816955566406252,2.6505859337499995,0.4615869140625001
51,130456$_$3,missing,T,0.2,4,0.7068374596289064,0.288402099609375,2.2635009728124995,0.49526855468750003
51,130456$_$3,missing,T,0.3,6,0.8286516152075197,0.31940063476562497,2.0002746544531247,0.5226025390625
52,130456$_$5,missing,T,0.1,2,0.41735833593750016,0.1291015625,4.554969725097658,1.1266487121582032
52,130456$_$5,missing,T,0.2,3,0.9144347519531252,0.30149902343749996,3.813990721191408,1.0147451782226562
52,130456$_$5,missing,T,0.3,4,1.1023375839843752,0.332587890625,3.5120498032226566,0.9353713989257812
53,130456$_$4,missing,T,0.1,3,0.1430465571210938,0.011434679031372049,0.21633909989531253,0.03098434448242183
53,130456$_$4,missing,T,0.2,5,0.3552383295820313,0.0499280738830566,0.2492568918914063,0.035177917480468744
53,130456$_$4,missing,T,0.3,7,0.23424986522656255,0.02972640991210937,0.29474486288437507,0.03211189270019529
54,130456$_$7,missing,T,0.1,1,0.5236877816406249,0.20664062500000005,4.465374793359375,1.135439453125
54,130456$_$7,missing,T,0.2,2,1.0408508675781252,0.38885742187500005,4.070901526757813,1.0630712890625003
54,130456$_$7,missing,T,0.3,3,1.641886939355469,0.5834054565429688,3.3296142953125,0.9615377807617186
55,130456$_$6,missing,V,0.1,4,-0.020056164843749925,0.00872070312500003,0.15628663359374997,0.06898437500000003
55,130456$_$6,missing,V,0.2,7,-0.035742199999999925,0.01573242187500003,0.12623292265624997,0.059140625000000016
55,130456$_$6,missing,V,0.3,10,-0.05626221953124992,0.02723632812500002,0.10054322539062492,0.04730468750000001
56,188343$_$13,missing,T,0.1,5,0.9276809943789062,0.4527294921875001,3.890393091546874,1.854658203125
56,188343$_$13,missing,T,0.2,9,1.4962356818789062,0.720870361328125,3.629779077874999,1.7004443359375006
56,188343$_$13,missing,T,0.3,13,2.0998611701601555,1.0257516479492188,3.5757293952578117,1.70707763671875
57,188343$_$12,missing,T,0.1,3,0.022998034374999855,0.016953124999999947,0.6460937375,0.27484374999999994
57,188343$_$12,missing,T,0.2,6,0.10302733124999985,0.04714843749999993,0.38359373749999987,0.17800781249999995
57,188343$_$12,missing,T,0.3,9,0.13212889374999987,0.06296874999999993,0.25903319187499985,0.12976562499999994
58,188343$_$5,missing,T,0.1,2,0.19884034328125005,0.12880859375000003,1.7309890859570316,0.40929199218750006
58,188343$_$5,missing,T,0.2,4,0.33182374171875006,0.15154296875,1.5942031972851567,0.3589404296875
58,188343$_$5,missing,T,0.3,6,0.5918533437695312,0.188447265625,1.3723983877148442,0.29994140625000015
59,188343$_$9,missing,T,0.1,3,-0.6828050641528322,0.29224456787109376,1.5960968037265624,0.9891699218750001
59,188343$_$9,missing,T,0.2,6,-0.9509613065234372,0.45905364990234376,1.1504425071328122,0.8174267578125001
59,188343$_$9,missing,T,0.3,9,-0.7100814847460939,0.430218505859375,1.3309570337812497,0.8881249999999999
60,188343$_$8,missing,T,0.1,3,0.039208959374999706,0.03738281250000003,1.5697234857421876,0.4890429687500002
60,188343$_$8,missing,T,0.2,5,0.1323241937499997,0.06984374999999998,0.6100585687499998,0.2098046875
60,188343$_$8,missing,T,0.3,7,0.05786130312499971,0.051875000000000025,0.8374084222656247,0.267265625
61,1HK7Nea0PFo$_$1,missing,T,0.1,2,0.1602783740625,0.07406250000000003,3.1095535815820314,0.4315188598632812
61,1HK7Nea0PFo$_$1,missing,T,0.2,4,0.308252006875,0.08469726562500002,2.51678472171875,0.39041839599609374
61,1HK7Nea0PFo$_$1,missing,T,0.3,6,0.5399506152734375,0.13132812500000005,1.8073380054101562,0.29222412109375007
