sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,contribution_T_cls,contribution_T_reg,combined_contribution_T,phi_A_cls,phi_A_reg,contribution_A_cls,contribution_A_reg,combined_contribution_A,phi_V_cls,phi_V_reg,contribution_V_cls,contribution_V_reg,combined_contribution_V,main_modality,TEXT_MISSING_OOD_CAUTION,zero_missing_main_modality_agreement
619,ooAF6I-fmTg$_$3,missing,0.5829823811848959,0.4513427734375,0.341249851137311,0.6832738898231479,0.5122618704802294,1.0746815999348958,-0.09317626953125,0.6290669286649995,0.1410566776929758,0.38506180317898764,0.0507100423177083,-0.1160400390625,0.029683220197689635,0.17566943248387634,0.10267632634078298,T,True,True
620,ooAF6I-fmTg$_$5,missing,1.864420572916667,-0.1158365885416666,0.6485491861288041,0.5817394147457907,0.6151443004372974,0.9518839518229166,-0.0250651041666666,0.3311181882519462,0.12587869870851703,0.22849844348023163,0.0584513346354166,-0.0582194010416666,0.0203326256192498,0.2923818865456923,0.15635725608247106,T,True,True
621,ooAF6I-fmTg$_$7,missing,3.755757649739584,-0.5737630208333333,0.7655809362662156,0.6159921716642204,0.690786553965218,1.0963338216145833,-0.2317708333333333,0.22347881623038385,0.24882924442580553,0.23615403032809468,0.0536702473958333,-0.1259114583333333,0.010940247503400677,0.13517858390997414,0.0730594157066874,T,True,True
622,pOrk7fl1AYo$_$1,missing,-0.0496012369791666,0.1880045572916666,0.06497867803837945,0.2926044608817904,0.1787915694600849,0.1326497395833333,0.2276652018229166,0.17377398720682297,0.3543310577178828,0.2640525224623529,-0.5810953776041667,-0.2268513997395833,0.7612473347547976,0.3530644814003268,0.5571559080775622,V,False,False
623,pOrk7fl1AYo$_$3,missing,3.7706705729166665,1.107861328125,0.8248153093012905,0.6320583892804413,0.7284368492908659,0.6755777994791666,0.3284912109375,0.14777926123720517,0.18741120427890912,0.16759523275805716,0.1252848307291666,-0.3164306640625,0.027405429461504215,0.18053040644064963,0.10396791795107692,T,True,True
624,pOrk7fl1AYo$_$2,missing,1.189453125,0.0388997395833333,0.3778501628664495,0.07795681388218405,0.2279034883743168,0.9534912109375,-0.1242350260416666,0.30289281836513104,0.24897253571661548,0.27593267704087326,1.0050048828125,-0.3358561197916667,0.31925701876841944,0.6730706504012005,0.49616383458480995,V,False,False
625,pOrk7fl1AYo$_$4,missing,3.2572784423828125,-0.1232177734375,0.7802628789484842,0.3084209239794671,0.5443419014639757,-0.074676513671875,0.066845703125,0.01788834223973449,0.1673185040332437,0.09260342313648909,-0.8426361083984375,0.2094482421875,0.20184877881178132,0.5242605719872891,0.36305467539953523,T,True,True
626,q9yDL81QppI$_$1,missing,0.2347005208333333,0.2638916015625,0.26695052529272917,0.5925986842105264,0.42977460475162776,-0.6299235026041667,-0.0501953125,0.7164807701207943,0.11271929824561404,0.4146000341832041,-0.0145670572916666,-0.1312255859375,0.01656870458647653,0.29468201754385964,0.15562536106516808,T,True,False
627,q9yDL81QppI$_$0,missing,-0.9097391764322916,0.1171061197916666,0.8109448676097208,0.5512142802420901,0.6810795739259055,-0.1203867594401041,0.0647867838541666,0.10731320275661947,0.30494905385735077,0.20613112830698513,-0.0917002360026041,0.0305582682291666,0.08174192963365973,0.14383666590055907,0.1127892977671094,T,True,True
628,q9yDL81QppI$_$2,missing,-0.5110677083333334,0.20537109375,0.6512158448696014,0.9037387193811779,0.7774772821253897,-0.2322591145833333,-0.0150146484374999,0.29595064032768187,0.0660721959604637,0.1810114181440728,-0.0414632161458333,-0.0068603515625,0.05283351480271682,0.030189084658358414,0.04151129973053762,T,True,False
