sample_index,sample_id,baseline,main_modality,TEXT_MISSING_OOD_CAUTION,ratio,n_candidates,k,M_full,y_attr_full,CompTopK_cls,CompTopK_reg,RandomComp_cls_mean,RandomComp_reg_mean,GainComp_cls,GainComp_reg,SuffTopK_cls,SuffTopK_reg,RandomSuff_cls_mean,RandomSuff_reg_mean,GainSuff_cls,GainSuff_reg,F_comp_cls,F_comp_reg,F_suff_cls,F_suff_reg,FaithfulnessScore_ratio
3,0utROiKxejc$_$4,missing,T,True,0.2,33,7,4.1591797,-1.4347005158662798,0.6884765750000001,0.4140625,0.06147462187500015,0.05722656250000002,0.627001953125,0.3568359375,0.15527342499999985,0.1390625000000001,0.6223938050781251,0.19134765625,0.4671203800781253,0.05228515624999991,0.1507513133836671,0.05947265625,0.11231067216630555,0.008714192708333318,0.0828122086270765
3,0utROiKxejc$_$4,missing,T,True,0.3,33,10,4.1591797,-1.4347005158662798,0.6503906375000001,0.38671875,0.18540040312500014,0.12488281250000004,0.464990234375,0.26183593749999995,0.18749998749999985,0.1382812499999999,0.29549560546875,0.13054687500000006,0.10799561796875012,-0.007734374999999849,0.11179851704327247,0.04363932291666666,0.025965598938452017,-0.001289062499999975,0.04502859409959779
4,0y022OlZ3W0$_$3,missing,T,True,0.1,17,2,2.04479978,0.8699869841337203,0.41061398898437496,0.15937499999999993,0.15874631320312496,0.05830078125,0.25186767578125,0.10107421874999993,1.77868649875,0.2734375,2.2280029049999994,0.4022265625,0.44931640624999947,0.1287890625,0.12317467708577948,0.01684570312499999,0.21973603034814934,0.02146484375,0.09530531357723221
4,0y022OlZ3W0$_$3,missing,T,True,0.2,17,4,2.04479978,0.8699869841337203,0.87438962375,0.290625,0.3609817258007812,0.09341796875,0.5134078979492187,0.19720703125000003,0.760375951875,0.025781249999999978,1.6307983151562495,0.28849609375,0.8704223632812496,0.26271484375000004,0.2510796665234149,0.03286783854166667,0.4256758760045316,0.04378580729166667,0.18835229709031998
4,0y022OlZ3W0$_$3,missing,T,True,0.3,17,6,2.04479978,0.8699869841337203,1.228637670625,0.36992187499999996,0.5417114010937499,0.1409375,0.68692626953125,0.22898437499999996,0.42712399874999996,0.02734375,1.2442199460156247,0.228818359375,0.8170959472656247,0.201474609375,0.3359379927130358,0.03816406249999999,0.3995968483861908,0.0335791015625,0.20181950129043164
5,0y022OlZ3W0$_$5,missing,T,True,0.1,22,3,2.5268555,-0.8784505158662798,0.2849121406249999,0.13203125000000004,0.11409915234374993,0.03671875000000002,0.17081298828125,0.09531250000000002,0.7105713203124999,0.07421875,1.4607452705078123,0.22862548828125004,0.7501739501953124,0.15440673828125004,0.06759900622819301,0.01588541666666667,0.2968803136210198,0.02573445638020834,0.10152479822402195
5,0y022OlZ3W0$_$5,missing,T,True,0.2,22,5,2.5268555,-0.8784505158662798,0.4436035468749999,0.17031249999999998,0.14797366406249993,0.043320312500000006,0.2956298828125,0.12699218749999996,0.02148440624999992,0.19453124999999993,1.3163910224609374,0.23214843750000003,1.2949066162109375,0.03761718750000009,0.11699512133455145,0.02116536458333333,0.5124575203265154,0.0062695312500000155,0.16422188437360002
5,0y022OlZ3W0$_$5,missing,T,True,0.3,22,7,2.5268555,-0.8784505158662798,0.5771484687499999,0.22031250000000002,0.18221438671874993,0.06318359375,0.39493408203125,0.15712890625000003,0.04052731250000008,0.20468750000000002,0.801373322265625,0.16913574218750002,0.7608460097656249,-0.0355517578125,0.1562946222040112,0.026188151041666673,0.30110376658335164,-0.00592529296875,0.11941531171506987
6,0y022OlZ3W0$_$8,missing,T,True,0.1,13,2,0.6586914,0.2735026091337204,0.55957030625,0.111328125,0.020629876562500038,0.018896484374999998,0.5389404296875,0.092431640625,0.5233154359375,0.09003906250000002,0.16296387031249998,0.039052734374999995,-0.360351565625,-0.05098632812500002,0.8181974312858322,0.0154052734375,-0.5470710845077307,-0.00849772135416667,0.06950847471535872
6,0y022OlZ3W0$_$8,missing,T,True,0.2,13,3,0.6586914,0.2735026091337204,0.53320311875,0.12109375,0.11051024765625002,0.0373046875,0.42269287109375003,0.0837890625,0.49145508437499996,0.09189453125000002,0.2169677740625,0.05027832031249999,-0.27448731031249995,-0.04161621093750003,0.6417151178512914,0.013964843749999999,-0.41671546584187086,-0.006936035156250005,0.05800711515079263
