baseline,FaithfulnessScore_mean,GainComp_cls_mean,GainComp_cls_ci_low,GainComp_cls_ci_high,GainComp_reg_mean,GainComp_reg_ci_low,GainComp_reg_ci_high,GainSuff_cls_mean,GainSuff_cls_ci_low,GainSuff_cls_ci_high,GainSuff_reg_mean,GainSuff_reg_ci_low,GainSuff_reg_ci_high,paired_D_mean,paired_D_ci_low,paired_D_ci_high,selected_baseline,decision
zero,0.5051132647529635,0.5649290465609931,0.5179970854823734,0.6148032544233967,0.15376111750310156,0.13932062173959536,0.17048092177976945,0.47350880985143856,0.4317363747099656,0.5156417831765137,0.14253628414847477,0.12713707404417215,0.15768702021478623,-0.07897244915269672,-0.4075022945945265,0.34207447093348164,NEUTRAL_ZERO,PASS_NEUTRAL_ZERO_PRIMARY_BASELINE_SENSITIVE
missing,0.5840857139056602,0.6335063972206779,0.5880690027683317,0.6832005929843191,0.16797334196585004,0.15123492343794734,0.18433367094075506,0.6012006126573851,0.5430750481863509,0.6588045618381879,0.14098910380523286,0.12210830507814995,0.15913489768209255,-0.07897244915269672,-0.4075022945945265,0.34207447093348164,NEUTRAL_ZERO,PASS_NEUTRAL_ZERO_PRIMARY_BASELINE_SENSITIVE
