sample_index,sample_id,baseline,modality,position,is_valid_non_special,TEXT_MISSING_OOD_CAUTION,signed_classification_score,absolute_classification_sensitivity,support_classification_score,regression_score,normalized_support_cls,normalized_regression,combined_score,combined_score_w1,combined_score_w3,combined_score_w5
0,-UacrmKiTn4$_$7,zero,T,1,True,False,-0.05123701749999977,0.20553384250000006,0.07714841250000015,0.03606770833333334,0.009417092457214985,0.014980665747275624,0.012198879102245305,0.06054250464566343,0.002734766196749092,0.004353434376007739
0,-UacrmKiTn4$_$7,zero,T,2,True,False,-0.481998749583333,0.481998749583333,0.0,0.06703776041666663,0.0,0.02784402801438574,0.01392201400719287,0.035317018909899835,0.01072721670133271,0.009948403740728794
0,-UacrmKiTn4$_$7,zero,T,3,True,False,-0.42636725249999957,0.42636725249999957,0.0,0.06163411458333334,0.0,0.025599632243584535,0.012799816121792268,0.006952169076751942,0.01804560511516831,0.010835214446952592
0,-UacrmKiTn4$_$7,zero,T,4,True,False,-0.45364590333333293,0.45364590333333293,0.0,0.07044270833333333,0.0,0.029258267759119532,0.014629133879559766,0.01167964404894323,0.02041445189122563,0.011447920025798128
0,-UacrmKiTn4$_$7,zero,T,5,True,False,-0.4386393979166662,0.4409831379166662,0.0011718700000000303,0.07512369791666668,0.0001430438784185843,0.031202509396717225,0.015672776637567904,0.028642936596217992,0.014656035744549725,0.012625228663364834
0,-UacrmKiTn4$_$7,zero,T,6,True,False,-0.03528653333333286,0.32356769666666674,0.14414058166666693,0.06819661458333337,0.01759446682576582,0.028325356264027476,0.022959911544896648,0.022759977360277277,0.027747483609829243,0.019553674468011116
0,-UacrmKiTn4$_$7,zero,T,7,True,False,0.2731770083333338,0.3515624616666669,0.31236973500000037,0.09614583333333339,0.038129296248717255,0.03993402017252103,0.039031658210619144,0.08162811666143883,0.03921872547360582,0.026156893262383685
0,-UacrmKiTn4$_$7,zero,T,8,True,False,0.3760741437500005,0.3879882162500004,0.3820311800000004,0.08746093750000003,0.04663249478528074,0.03632676239149833,0.041479628588389536,0.048306687070580036,0.049859474093128575,0.03339764195818972
0,-UacrmKiTn4$_$7,zero,T,9,True,False,0.3447915916666671,0.3447915916666671,0.3447915916666671,0.07696614583333333,0.04208685819938698,0.03196776723182173,0.03702731271560435,0.0027279725147265695,0.04104042822272293,0.044487114539567774
0,-UacrmKiTn4$_$7,zero,T,10,True,False,0.47604159166666715,0.47604159166666715,0.47604159166666715,0.10151041666666666,0.058107840938461025,0.04216219139558149,0.05013501616702126,0.049695169305029374,0.03980376533360616,0.05759021487336308
0,-UacrmKiTn4$_$7,zero,T,11,True,False,0.49091789375000044,0.49091789375000044,0.49091789375000044,0.10257812499999999,0.0599237112538769,0.0426056623671615,0.0512646868105192,0.03483909109820397,0.04846055545120004,0.05816774267150358
0,-UacrmKiTn4$_$7,zero,T,12,True,False,0.49495435208333377,0.49495435208333377,0.49495435208333377,0.10946614583333335,0.060416420048431764,0.04546659095211053,0.052941505500271144,0.026433845162243945,0.05849301025018214,0.05698124819292137
0,-UacrmKiTn4$_$7,zero,T,13,True,False,0.6181965395833338,0.6181965395833338,0.6181965395833338,0.14434895833333336,0.0754599321144373,0.05995511208458396,0.06770752209951063,0.09755146310479604,0.06481292223287621,0.06076457811024518
0,-UacrmKiTn4$_$7,zero,T,14,True,False,0.4812499250000004,0.4812499250000004,0.4812499250000004,0.11575520833333337,0.05874359422175761,0.04807874313836835,0.05341116868006298,0.03650566009572341,0.05412417063675401,0.057979308156814346
0,-UacrmKiTn4$_$7,zero,T,15,True,False,0.39720044583333375,0.39720044583333375,0.39720044583333375,0.09786458333333337,0.0484841256125589,0.04064790027311322,0.04456601294283606,0.025989296657512033,0.042329812293146335,0.05170769612594049
0,-UacrmKiTn4$_$7,zero,T,16,True,False,0.3551106020833338,0.3551106020833338,0.3551106020833338,0.09453125000000002,0.04334644439191834,0.03926340553257077,0.041304924962244555,0.0280475290204108,0.03524214222093287,0.04956364051499587
0,-UacrmKiTn4$_$7,zero,T,17,True,False,0.33642570625000046,0.33642570625000046,0.33642570625000046,0.10270833333333339,0.04106567948809183,0.04265974419296396,0.041862711840527894,0.02420329631498025,0.03850840677010028,0.049582604600262745
0,-UacrmKiTn4$_$7,zero,T,18,True,False,0.3999673729166672,0.3999673729166672,0.3999673729166672,0.11496093750000005,0.048821869544310226,0.04774884400097348,0.048285356772641855,0.05386647075108054,0.0459334924026763,0.04825090577806435
0,-UacrmKiTn4$_$7,zero,T,19,True,False,0.37024732083333384,0.37024732083333384,0.37024732083333384,0.10914062500000007,0.04519410237149906,0.04533138638760446,0.04526274437955176,0.02620864353852647,0.04661217696514968,0.05003033297048194
0,-UacrmKiTn4$_$7,zero,T,20,True,False,0.42848299791666716,0.42848299791666716,0.42848299791666716,0.1194661458333334,0.05230261877035905,0.04962007517373787,0.05096134697204846,0.04891379415517173,0.047804497421203455,0.05379532785345034
0,-UacrmKiTn4$_$7,zero,T,21,True,False,0.4323892479166671,0.4323892479166671,0.4323892479166671,0.11878906250000004,0.052779433732831484,0.04933884967956518,0.05105914170619833,0.04357140577478461,0.04731753583230813,0.05595033056635866
0,-UacrmKiTn4$_$7,zero,T,22,True,False,0.41376945625000044,0.41376945625000044,0.41376945625000044,0.11108072916666668,0.050506615745046175,0.046137205592060776,0.04832191066855347,0.0203668699331538,0.047453311610894805,0.0573308502037034
0,-UacrmKiTn4$_$7,zero,T,23,True,False,0.4375975862500004,0.4375975862500004,0.4375975862500004,0.11247395833333335,0.05341518762645122,0.046715881128146876,0.05006553437729905,0.058153300380341985,0.051239230983408594,0.04675165970654815
0,-UacrmKiTn4$_$7,zero,T,24,True,False,0.3532551433333337,0.3532551433333337,0.3532551433333337,0.09437500000000006,0.04311995850539023,0.03919850734160786,0.041159232923499045,0.03149619519865999,0.052425965607299924,0.0360553243073378
0,-UacrmKiTn4$_$7,zero,T,25,True,False,0.2656900525000003,0.2656900525000003,0.2656900525000003,0.07457031250000001,0.03243135805749472,0.03097266163705686,0.03170200984727579,0.04384754095695366,0.03704107140829305,0.024281532483881242
0,-UacrmKiTn4$_$7,zero,T,26,True,False,0.17923173250000024,0.17923173250000024,0.17923173250000024,0.044921875,0.02187785518229974,0.01865822990184148,0.02026804254207061,0.051753401667928176,0.017953745531655935,0.012411177403123023
0,-UacrmKiTn4$_$7,zero,A,1,True,False,0.019791628333333568,0.023697928333333264,0.021744778333333416,0.004817708333333329,0.02224443306693825,0.01065975223278592,0.016452092649862086,0.0014970059880238648,0.03216826730531594,0.009277564551212697
0,-UacrmKiTn4$_$7,zero,A,2,True,False,0.07493484416666697,0.07493484416666697,0.07493484416666697,0.01778645833333335,0.07665670810226848,0.0393546528377989,0.05800568047003368,0.2086533638731559,0.05618653749384936,0.015894278975464214
0,-UacrmKiTn4$_$7,zero,A,3,True,False,0.04368483083333373,0.05345048250000023,0.04856765666666698,0.010403645833333367,0.04968365146696323,0.023019302794583744,0.03635147713077348,0.04322341994782458,0.059822901130212984,0.017279560360745596
0,-UacrmKiTn4$_$7,zero,A,4,True,False,-0.005273507499999575,0.05032555416666646,0.022526023333333447,0.011731770833333325,0.023043629630130662,0.025957937193892205,0.024500783412011434,0.029940119760478997,0.031088977259240445,0.018058781139966368
0,-UacrmKiTn4$_$7,zero,A,5,True,False,-0.016992262499999546,0.03925785749999973,0.01113279750000009,0.006848958333333326,0.011388608568012316,0.01515413425525782,0.013271371411635067,0.0,0.008282828282828262,0.02080252422513549
0,-UacrmKiTn4$_$7,zero,A,6,True,False,-0.031184970833332874,0.047200565833333055,0.00800779750000009,0.007187500000000002,0.008191801855679842,0.015903197925669823,0.012047499890674832,0.007485029940119749,0.007272727272727281,0.016871014618070397
0,-UacrmKiTn4$_$7,zero,A,7,True,False,-0.0005209083333328765,0.035546903333333164,0.01751299750000014,0.0062760416666666555,0.017915413747539938,0.013886488043791376,0.015900950895665657,0.0029940119760477296,0.014938422178805106,0.02031231283964633
0,-UacrmKiTn4$_$7,zero,A,8,True,False,0.03828117500000045,0.04830724333333363,0.04329420916666704,0.008437500000000016,0.04428902991012076,0.018668971477960258,0.031479000694040506,0.03565402498073833,0.030253215693385897,0.03115200089548251
0,-UacrmKiTn4$_$7,zero,A,9,True,False,0.06425773750000045,0.06425773750000045,0.06425773750000045,0.01085937500000004,0.06573426129897589,0.024027657735522966,0.04488095951724943,0.04674455559553592,0.04394354359826311,0.044993950163024335
0,-UacrmKiTn4$_$7,zero,A,10,True,False,0.0669270083333338,0.0669270083333338,0.0669270083333338,0.013723958333333352,0.06846486703242656,0.030365888792855095,0.04941537791264083,0.028168995040618584,0.04783450848553749,0.05666649318667834
0,-UacrmKiTn4$_$7,zero,A,11,True,False,0.06549471666666712,0.06549471666666712,0.06549471666666712,0.022760416666666703,0.06699966395594083,0.05036012676462118,0.058679895360281,0.04155768390586793,0.053070425750978825,0.06767075539010711
0,-UacrmKiTn4$_$7,zero,A,12,True,False,0.06425773750000045,0.06425773750000045,0.06425773750000045,0.02729166666666671,0.06573426129897589,0.0603860558916739,0.06306015859532489,0.034072653965748184,0.05866610636511199,0.07465570058449675
0,-UacrmKiTn4$_$7,zero,A,13,True,False,0.0714191958333338,0.0714191958333338,0.0714191958333338,0.037356770833333365,0.07306027668140448,0.08265629501584557,0.07785828584862503,0.0766003103290484,0.06917946086370443,0.08455878153479988
0,-UacrmKiTn4$_$7,zero,A,14,True,False,0.06510409166666711,0.06510409166666711,0.06510409166666711,0.03743489583333337,0.06660006311689926,0.08282915586286373,0.07471460948988148,0.042527566222228405,0.07008439977602435,0.08738542794255741
0,-UacrmKiTn4$_$7,zero,A,15,True,False,0.0743488833333338,0.0743488833333338,0.0743488833333338,0.04089843750000005,0.07605728297421618,0.09049265341400176,0.08327496819410897,0.0626001327651696,0.08152760516756259,0.09053280750882585
0,-UacrmKiTn4$_$7,zero,A,16,True,False,0.07278638333333379,0.07278638333333379,0.07278638333333379,0.040429687500000054,0.07445887961804994,0.08945548833189286,0.0819571839749714,0.06004887943381876,0.08168534831423424,0.08845365811550981
0,-UacrmKiTn4$_$7,zero,A,17,True,False,0.08463534166666713,0.08463534166666713,0.08463534166666713,0.03989583333333339,0.08658010506897725,0.0882742725439355,0.08742718880645636,0.12431483838201683,0.08346755707060942,0.07970047816316328
0,-UacrmKiTn4$_$7,zero,A,18,True,False,0.04453117500000046,0.04843748500000009,0.046484330000000275,0.025416666666666705,0.04755245381192919,0.05623739556323829,0.05189492468758374,0.00449101796407202,0.058666106365111964,0.06060273080204562
0,-UacrmKiTn4$_$7,zero,A,19,True,False,0.027669195833333785,0.04381506583333357,0.03574213083333368,0.0229557291666667,0.03656341880354132,0.050792278882166544,0.04367784884285393,0.05256384949369901,0.036640369128515926,0.04618521737782852
0,-UacrmKiTn4$_$7,zero,A,20,True,False,-0.00709642916666621,0.03717446750000007,0.015039019166666931,0.012500000000000006,0.015384587974047228,0.027657735522904046,0.021521161748475636,0.01003619313039835,0.014412611689899706,0.030006833088018346
0,-UacrmKiTn4$_$7,zero,A,21,True,False,-0.055761793749999546,0.062402408749999604,0.0033203075000000303,0.008619791666666675,0.003396602016962546,0.019072313454335927,0.011234457735649236,0.0014970059880238648,0.008686868686868727,0.01590882550691816
0,-UacrmKiTn4$_$7,zero,A,22,True,False,-0.08326830416666622,0.08326830416666622,0.0,0.009661458333333357,0.0,0.021377124747911296,0.010688562373955648,0.020958083832335384,0.008282828282828319,0.009437229437229425
0,-UacrmKiTn4$_$7,zero,A,23,True,False,-0.10117194499999957,0.10117194499999957,0.0,0.006210937499999994,0.0,0.013742437337942929,0.006871218668971464,0.0014970059880238648,0.00969696969696971,0.0064069264069263965
0,-UacrmKiTn4$_$7,zero,A,24,True,False,-0.09554042958333295,0.09554042958333295,0.0,0.006471354166666651,0.0,0.014318640161336741,0.007159320080668371,0.0014970059880238648,0.014747474747474726,0.003376623376623367
0,-UacrmKiTn4$_$7,zero,A,25,True,False,-0.09580083291666636,0.09580083291666636,0.0,0.008710937499999976,0.0,0.019273984442523696,0.009636992221261848,0.03143712574850286,0.01151515151515148,0.0019913419913419753
0,-UacrmKiTn4$_$7,zero,A,26,True,False,-0.07252607999999977,0.07252607999999977,0.0,0.007265624999999993,0.0,0.016076058772687953,0.008038029386343976,0.029940119760478997,0.007878787878787851,0.0018181818181818121
0,-UacrmKiTn4$_$7,zero,V,1,True,False,-0.06070967374999976,0.06070967374999976,0.0,0.01780598958333332,0.0,0.0312696507174298,0.0156348253587149,0.042358803986710936,0.014919011082693945,0.004116766467065866
0,-UacrmKiTn4$_$7,zero,V,2,True,False,-0.06546229124999968,0.06546229124999968,0.0,0.018899739583333307,0.0,0.033190419024752706,0.016595209512376353,0.03239202657807303,0.02208013640238702,0.00546407185628742
0,-UacrmKiTn4$_$7,zero,V,3,True,False,-0.02770188791666627,0.0485351945833331,0.010416653333333414,0.01516276041666666,0.010741854242776863,0.026627793974732732,0.0186848241087548,0.01079734219269101,0.03662623153511967,0.008830869574650324
