sample_index,sample_id,baseline,main_modality,TEXT_MISSING_OOD_CAUTION,ratio,n_candidates,k,M_full,y_attr_full,CompTopK_cls,CompTopK_reg,RandomComp_cls_mean,RandomComp_reg_mean,GainComp_cls,GainComp_reg,SuffTopK_cls,SuffTopK_reg,RandomSuff_cls_mean,RandomSuff_reg_mean,GainSuff_cls,GainSuff_reg,F_comp_cls,F_comp_reg,F_suff_cls,F_suff_reg,FaithfulnessScore_ratio
14,102408$_$5,zero,A,False,0.2,29,6,2.0126953199999997,1.1254557341337204,0.33984375749999973,0.11250000000000004,0.26475830828124974,0.07999999999999999,0.07508544921874999,0.03250000000000006,1.1386718824999997,0.365625,1.2275329664843746,0.41378906249999997,0.08886108398437487,0.04816406249999999,0.037305900782265054,0.005416666666666676,0.04415026902040287,0.008027343749999999,0.02372504505483365
14,102408$_$5,zero,A,False,0.3,29,9,2.0126953199999997,1.1254557341337204,0.5808105543749997,0.18125000000000002,0.41377564226562474,0.12703124999999998,0.167034912109375,0.05421875000000004,0.8632507399218747,0.27109375,1.065951545585937,0.347578125,0.20270080566406223,0.076484375,0.08299061833102322,0.009036458333333339,0.10071107282794765,0.012747395833333333,0.05137138633140939
15,102408$_$9,zero,T,False,0.1,29,3,1.62145992,-0.25013020336627967,0.7990722246874999,0.1240234375,0.14084468562499994,0.04474609374999999,0.6582275390625,0.07927734375,3.39440913875,0.8556640625,4.125878865312501,0.9271484375000002,0.731469726562501,0.07148437500000016,0.40594721151990515,0.013212890625000001,0.4511177035105484,0.011914062500000025,0.22054796703886342
15,102408$_$9,zero,T,False,0.2,29,6,1.62145992,-0.25013020336627967,0.6550292559374999,0.0517578125,0.4030623980273436,0.0660107421875,0.2519668579101563,-0.014252929687499999,2.90710445125,0.7212890625,3.327954060625,0.7471484375,0.42084960937500027,0.025859375000000018,0.1553949619150589,-0.0023754882812499997,0.25954964697823263,0.004309895833333337,0.10421975411134372
15,102408$_$9,zero,T,False,0.3,29,9,1.62145992,-0.25013020336627967,1.662475545,0.212548828125,0.9136703081835936,0.12369689941406252,0.7488052368164063,0.08885192871093749,1.73913570125,0.39189453125,2.5430099077929684,0.5380810546875,0.8038742065429685,0.1461865234375,0.4618089943335831,0.014808654785156248,0.49577155799904726,0.024364420572916667,0.24918840692267583
16,102858$_$20,zero,T,False,0.1,24,3,2.9931641,-1.3065755158662797,0.97802738125,0.4125,0.3887695687499999,0.11906249999999993,0.5892578125000001,0.2934375,3.8203125375,1.3641845703125002,4.392095984765625,1.6004315185546876,0.5717834472656249,0.2362469482421874,0.19686779473006685,0.048906250000000005,0.19102970539968706,0.0393744913736979,0.11904456037586296
16,102858$_$20,zero,T,False,0.2,24,5,2.9931641,-1.3065755158662797,1.27294925625,0.534375,0.6594238656249999,0.21437499999999998,0.6135253906250001,0.32000000000000006,3.2657471078125,1.126171875,4.047073401757812,1.4725866699218748,0.7813262939453121,0.34641479492187477,0.20497545913020304,0.053333333333333344,0.26103681816459506,0.057735799153645795,0.1442703524454443
16,102858$_$20,zero,T,False,0.3,24,8,2.9931641,-1.3065755158662797,2.0103760140625,0.741796875,1.3938249963012699,0.46605468750000006,0.6165510177612301,0.27574218749999996,2.5084228890625,0.8250000000000001,3.390092124291992,1.2293896484375002,0.8816692352294919,0.40438964843750014,0.20598630451799338,0.045957031249999995,0.2945608430452072,0.06739827473958336,0.15347561338819599
17,102858$_$21,zero,T,False,0.1,27,3,2.9946289299999997,-1.3425130158662797,1.2353515862499997,0.428125,0.38728945246093716,0.10833984374999991,0.8480621337890626,0.31978515625000004,3.4881592034374997,1.15732421875,3.9101715325390627,1.3477972412109376,0.42201232910156294,0.19047302246093767,0.28319430233874093,0.053297526041666675,0.14092303188246133,0.03174550374348961,0.12729009100158964
17,102858$_$21,zero,T,False,0.2,27,6,2.9946289299999997,-1.3425130158662797,2.2416992424999997,0.76328125,0.8097000359570309,0.2322265624999999,1.4319992065429688,0.5310546875000002,2.6630859612499997,0.788671875,3.609307885078125,1.1892340087890625,0.9462219238281251,0.40056213378906247,0.47818903838410803,0.08850911458333337,0.31597290681861484,0.0667603556315104,0.23735785385439168
17,102858$_$21,zero,T,False,0.3,27,9,2.9946289299999997,-1.3425130158662797,2.8369140862499997,0.919140625,1.12332766046875,0.28668945312499994,1.7135864257812496,0.6324511718750001,1.9820556878124997,0.5265624999999999,3.4019027947460936,1.092548828125,1.4198471069335938,0.565986328125,0.5722197619861663,0.10540852864583335,0.4741310746645726,0.09433105468750001,0.3115226049960181
18,102858$_$1,zero,T,False,0.1,22,3,1.27563473,0.09420573413372034,0.6701659799999999,0.1564453125,-0.19826625571777345,0.053475227355957035,0.8684322357177734,0.10297008514404296,0.44287105812499994,0.022900390625000003,1.121386683125,0.228603515625,0.678515625,0.205703125,0.6807838752821493,0.017161680857340492,0.5319039041027802,0.03428385416666666,0.31603332860223415
18,102858$_$1,zero,T,False,0.2,22,5,1.27563473,0.09420573413372034,0.6135253549999999,0.147265625,0.05330806984374994,0.04709381103515625,0.56021728515625,0.10017181396484376,0.32348629249999994,0.0072265625000000056,0.85987545265625,0.16725097656250001,0.53638916015625,0.1600244140625,0.43916713210616176,0.01669530232747396,0.42048772039040494,0.026670735677083335,0.225755222625281
