sample_index,sample_id,baseline,main_modality,comparison,n_candidates,top20_k,top20_jaccard,position_spearman
371,MjaaudUc5-4$_$6,zero,T,w1_vs_w5,10,2,0.0,0.6
372,MoQmPA7Q07Q$_$1,zero,A,w1_vs_w3,26,6,0.5,0.5170114625058247
372,MoQmPA7Q07Q$_$1,zero,A,w3_vs_w5,26,6,0.3333333333333333,0.71008547008547
372,MoQmPA7Q07Q$_$1,zero,A,w1_vs_w5,26,6,0.5,0.19422123723763784
373,MoQmPA7Q07Q$_$2,zero,T,w1_vs_w3,30,6,0.5,0.45299811160277664
373,MoQmPA7Q07Q$_$2,zero,T,w3_vs_w5,30,6,1.0,0.8687430478309233
373,MoQmPA7Q07Q$_$2,zero,T,w1_vs_w5,30,6,0.5,0.4227389057196835
374,N1X63d_jgmw$_$5,zero,T,w1_vs_w3,44,9,0.6363636363636364,0.6444906448907665
374,N1X63d_jgmw$_$5,zero,T,w3_vs_w5,44,9,0.8,0.960676532769556
374,N1X63d_jgmw$_$5,zero,T,w1_vs_w5,44,9,0.6363636363636364,0.5477994294954541
375,N5xfBtD6rLY$_$7,zero,T,w1_vs_w3,9,2,0.0,0.38333333333333336
375,N5xfBtD6rLY$_$7,zero,T,w3_vs_w5,9,2,0.0,0.7833333333333333
375,N5xfBtD6rLY$_$7,zero,T,w1_vs_w5,9,2,0.3333333333333333,0.26666666666666666
376,NoZsdSGnNpI$_$7,zero,V,w1_vs_w3,38,8,0.6,0.686959481026624
376,NoZsdSGnNpI$_$7,zero,V,w3_vs_w5,38,8,0.7777777777777778,0.8936915262049859
376,NoZsdSGnNpI$_$7,zero,V,w1_vs_w5,38,8,0.6,0.5310123040840902
377,Nrurc5sMUOE$_$5,zero,T,w1_vs_w3,47,10,0.5384615384615384,0.43602197239696067
377,Nrurc5sMUOE$_$5,zero,T,w3_vs_w5,47,10,0.6666666666666666,0.7915124884366327
377,Nrurc5sMUOE$_$5,zero,T,w1_vs_w5,47,10,0.3333333333333333,0.37241977512383284
378,Nrurc5sMUOE$_$7,zero,T,w1_vs_w3,15,3,0.5,0.6714285714285713
378,Nrurc5sMUOE$_$7,zero,T,w3_vs_w5,15,3,1.0,0.8321428571428571
378,Nrurc5sMUOE$_$7,zero,T,w1_vs_w5,15,3,0.5,0.5107142857142856
379,Nrurc5sMUOE$_$8,zero,T,w1_vs_w3,37,8,0.3333333333333333,0.4630156472261735
379,Nrurc5sMUOE$_$8,zero,T,w3_vs_w5,37,8,0.6,0.8359412043622569
379,Nrurc5sMUOE$_$8,zero,T,w1_vs_w5,37,8,0.3333333333333333,0.38074917022285437
380,NzvNW7vP-Co$_$5,zero,T,w1_vs_w3,47,10,0.5384615384615384,0.5954309207566126
380,NzvNW7vP-Co$_$5,zero,T,w3_vs_w5,47,10,0.5384615384615384,0.8803191489361704
380,NzvNW7vP-Co$_$5,zero,T,w1_vs_w5,47,10,0.42857142857142855,0.48253328527172606
381,NzvNW7vP-Co$_$4,zero,T,w1_vs_w3,16,4,0.3333333333333333,0.32989726499101363
381,NzvNW7vP-Co$_$4,zero,T,w3_vs_w5,16,4,0.6,0.9705882352941176
381,NzvNW7vP-Co$_$4,zero,T,w1_vs_w5,16,4,0.3333333333333333,0.2901328625144183
382,NzvNW7vP-Co$_$7,zero,T,w1_vs_w3,38,8,0.3333333333333333,0.5050062928169475
382,NzvNW7vP-Co$_$7,zero,T,w3_vs_w5,38,8,0.7777777777777778,0.9238428712112922
382,NzvNW7vP-Co$_$7,zero,T,w1_vs_w5,38,8,0.23076923076923078,0.4412102649269626
383,OLP0nCKwU6k$_$6,zero,V,w1_vs_w3,47,10,0.42857142857142855,0.5656749667099805
383,OLP0nCKwU6k$_$6,zero,V,w3_vs_w5,47,10,0.5384615384615384,0.7578849993048755
383,OLP0nCKwU6k$_$6,zero,V,w1_vs_w5,47,10,0.17647058823529413,0.25615820687081875
384,OrYBtyO0aPI$_$1,zero,T,w1_vs_w3,17,4,0.3333333333333333,0.5686274509803922
384,OrYBtyO0aPI$_$1,zero,T,w3_vs_w5,17,4,0.3333333333333333,0.6813725490196079
384,OrYBtyO0aPI$_$1,zero,T,w1_vs_w5,17,4,0.14285714285714285,0.35294117647058826
385,OrYBtyO0aPI$_$4,zero,T,w1_vs_w3,6,2,0.3333333333333333,0.2
385,OrYBtyO0aPI$_$4,zero,T,w3_vs_w5,6,2,1.0,0.50709255283711
385,OrYBtyO0aPI$_$4,zero,T,w1_vs_w5,6,2,0.3333333333333333,-0.3718678720805473
386,PboaYD5hlG8$_$10,zero,T,w1_vs_w3,18,4,0.14285714285714285,0.15583075335397317
386,PboaYD5hlG8$_$10,zero,T,w3_vs_w5,18,4,0.6,0.7110423116615068
386,PboaYD5hlG8$_$10,zero,T,w1_vs_w5,18,4,0.0,0.05675954592363261
387,PboaYD5hlG8$_$3,zero,T,w1_vs_w3,17,4,0.3333333333333333,0.2844880976166714
387,PboaYD5hlG8$_$3,zero,T,w3_vs_w5,17,4,1.0,0.786764705882353
387,PboaYD5hlG8$_$3,zero,T,w1_vs_w5,17,4,0.3333333333333333,0.2452483600143719
388,PboaYD5hlG8$_$2,zero,T,w1_vs_w3,16,4,0.3333333333333333,0.25754238024605136
388,PboaYD5hlG8$_$2,zero,T,w3_vs_w5,16,4,1.0,0.8285506290201538
388,PboaYD5hlG8$_$2,zero,T,w1_vs_w5,16,4,0.3333333333333333,0.047058823529411764
389,PboaYD5hlG8$_$7,zero,T,w1_vs_w3,35,7,0.2727272727272727,0.24231388812136526
389,PboaYD5hlG8$_$7,zero,T,w3_vs_w5,35,7,0.75,0.8176470588235296
389,PboaYD5hlG8$_$7,zero,T,w1_vs_w5,35,7,0.2727272727272727,0.08291897212014347
390,PboaYD5hlG8$_$9,zero,T,w1_vs_w3,32,7,0.4,0.5556879850786697
390,PboaYD5hlG8$_$9,zero,T,w3_vs_w5,32,7,0.5555555555555556,0.7254398826979471
390,PboaYD5hlG8$_$9,zero,T,w1_vs_w5,32,7,0.2727272727272727,0.3232193723832711
391,PboaYD5hlG8$_$8,zero,T,w1_vs_w3,33,7,0.4,0.5159241443687353
391,PboaYD5hlG8$_$8,zero,T,w3_vs_w5,33,7,0.5555555555555556,0.6326871657754011
391,PboaYD5hlG8$_$8,zero,T,w1_vs_w5,33,7,0.4,0.208810517276912
392,Pt-D0LUHDSc$_$2,zero,V,w1_vs_w3,25,5,0.6666666666666666,0.7429049966776347
392,Pt-D0LUHDSc$_$2,zero,V,w3_vs_w5,25,5,1.0,0.8912990824320756
392,Pt-D0LUHDSc$_$2,zero,V,w1_vs_w5,25,5,0.6666666666666666,0.5408228317587834
393,PwapK9d8IGk$_$4,zero,V,w1_vs_w3,45,9,0.5,0.7515151515151514
393,PwapK9d8IGk$_$4,zero,V,w3_vs_w5,45,9,0.8,0.9710144927536231
393,PwapK9d8IGk$_$4,zero,V,w1_vs_w5,45,9,0.5,0.6931488801054019
394,PyQrAYl1bFs$_$0,zero,T,w1_vs_w3,9,2,0.0,0.26666666666666666
394,PyQrAYl1bFs$_$0,zero,T,w3_vs_w5,9,2,0.3333333333333333,0.8499999999999999
394,PyQrAYl1bFs$_$0,zero,T,w1_vs_w5,9,2,0.0,-0.06666666666666667
395,PyQrAYl1bFs$_$3,zero,T,w1_vs_w3,14,3,0.5,0.5032967032967033
395,PyQrAYl1bFs$_$3,zero,T,w3_vs_w5,14,3,1.0,0.9692307692307693
395,PyQrAYl1bFs$_$3,zero,T,w1_vs_w5,14,3,0.5,0.3538461538461538
396,PyQrAYl1bFs$_$4,zero,T,w1_vs_w3,19,4,0.3333333333333333,0.6315789473684211
396,PyQrAYl1bFs$_$4,zero,T,w3_vs_w5,19,4,1.0,0.9491228070175438
396,PyQrAYl1bFs$_$4,zero,T,w1_vs_w5,19,4,0.3333333333333333,0.543859649122807
397,Q4WzApjaCNI$_$0,zero,T,w1_vs_w3,13,3,0.5,0.7087912087912087
397,Q4WzApjaCNI$_$0,zero,T,w3_vs_w5,13,3,0.2,0.8296703296703297
397,Q4WzApjaCNI$_$0,zero,T,w1_vs_w5,13,3,0.5,0.7362637362637362
398,Q7S0tX4FUNA$_$4,zero,T,w1_vs_w3,18,4,0.14285714285714285,0.4984520123839009
398,Q7S0tX4FUNA$_$4,zero,T,w3_vs_w5,18,4,0.14285714285714285,0.4179566563467492
398,Q7S0tX4FUNA$_$4,zero,T,w1_vs_w5,18,4,0.3333333333333333,0.15583075335397317
399,Q7S0tX4FUNA$_$7,zero,T,w1_vs_w3,10,2,0.3333333333333333,0.04242424242424241
399,Q7S0tX4FUNA$_$7,zero,T,w3_vs_w5,10,2,0.0,0.43030303030303024
399,Q7S0tX4FUNA$_$7,zero,T,w1_vs_w5,10,2,0.0,-0.33333333333333326
400,Q7S0tX4FUNA$_$8,zero,T,w1_vs_w3,15,3,0.2,-0.13214285714285715
400,Q7S0tX4FUNA$_$8,zero,T,w3_vs_w5,15,3,0.5,0.7714285714285712
400,Q7S0tX4FUNA$_$8,zero,T,w1_vs_w5,15,3,0.2,0.09999999999999999
401,Qa6Yz62V-Yc$_$0,zero,T,w1_vs_w3,32,7,0.5555555555555556,0.6208982689112618
401,Qa6Yz62V-Yc$_$0,zero,T,w3_vs_w5,32,7,0.75,0.8299120234604105
401,Qa6Yz62V-Yc$_$0,zero,T,w1_vs_w5,32,7,0.4,0.5675527134777876
402,QjcQx8_PQfw$_$10,zero,T,w1_vs_w3,24,5,0.42857142857142855,0.8086956521739129
402,QjcQx8_PQfw$_$10,zero,T,w3_vs_w5,24,5,1.0,0.8791304347826084
402,QjcQx8_PQfw$_$10,zero,T,w1_vs_w5,24,5,0.42857142857142855,0.6904347826086955
403,QjcQx8_PQfw$_$7,zero,T,w1_vs_w3,22,5,0.25,0.32137815458333147
403,QjcQx8_PQfw$_$7,zero,T,w3_vs_w5,22,5,0.6666666666666666,0.8735177865612649
403,QjcQx8_PQfw$_$7,zero,T,w1_vs_w5,22,5,0.25,0.2129342078697996
404,QpchvHpGFc8$_$3,zero,T,w1_vs_w3,23,5,0.25,0.48320158102766797
404,QpchvHpGFc8$_$3,zero,T,w3_vs_w5,23,5,0.6666666666666666,0.8863636363636364
404,QpchvHpGFc8$_$3,zero,T,w1_vs_w5,23,5,0.25,0.34189723320158105
405,RArhIHk4Qs4$_$13,zero,V,w1_vs_w3,12,3,0.2,0.17482517482517487
405,RArhIHk4Qs4$_$13,zero,V,w3_vs_w5,12,3,0.2,0.7762237762237763
405,RArhIHk4Qs4$_$13,zero,V,w1_vs_w5,12,3,0.0,-0.1328671328671329
406,RArhIHk4Qs4$_$17,zero,T,w1_vs_w3,6,2,1.0,0.6571428571428573
406,RArhIHk4Qs4$_$17,zero,T,w3_vs_w5,6,2,0.0,0.6761234037828132
406,RArhIHk4Qs4$_$17,zero,T,w1_vs_w5,6,2,0.0,0.2704493615131253
407,RArhIHk4Qs4$_$16,zero,T,w1_vs_w3,20,4,0.6,0.7533834586466165
407,RArhIHk4Qs4$_$16,zero,T,w3_vs_w5,20,4,0.3333333333333333,0.819548872180451
407,RArhIHk4Qs4$_$16,zero,T,w1_vs_w5,20,4,0.3333333333333333,0.6210526315789473
408,RArhIHk4Qs4$_$19,zero,T,w1_vs_w3,10,2,0.3333333333333333,-0.13939393939393938
408,RArhIHk4Qs4$_$19,zero,T,w3_vs_w5,10,2,0.3333333333333333,0.8303030303030302
408,RArhIHk4Qs4$_$19,zero,T,w1_vs_w5,10,2,0.3333333333333333,-0.16363636363636364
409,RArhIHk4Qs4$_$1,zero,T,w1_vs_w3,36,8,0.45454545454545453,0.5490347490347491
409,RArhIHk4Qs4$_$1,zero,T,w3_vs_w5,36,8,0.6,0.9117117117117118
409,RArhIHk4Qs4$_$1,zero,T,w1_vs_w5,36,8,0.3333333333333333,0.35675675675675683
410,RArhIHk4Qs4$_$2,zero,T,w1_vs_w3,30,6,0.3333333333333333,0.43492769744160176
410,RArhIHk4Qs4$_$2,zero,T,w3_vs_w5,30,6,1.0,0.8157953281423804
410,RArhIHk4Qs4$_$2,zero,T,w1_vs_w5,30,6,0.3333333333333333,0.5332591768631813
411,RArhIHk4Qs4$_$7,zero,V,w1_vs_w3,14,3,0.2,0.4153846153846154
411,RArhIHk4Qs4$_$7,zero,V,w3_vs_w5,14,3,0.5,0.9692307692307693
411,RArhIHk4Qs4$_$7,zero,V,w1_vs_w5,14,3,0.0,0.3494505494505495
412,RArhIHk4Qs4$_$6,zero,T,w1_vs_w3,26,6,0.3333333333333333,0.37442298375917865
412,RArhIHk4Qs4$_$6,zero,T,w3_vs_w5,26,6,0.2,0.1569230769230769
412,RArhIHk4Qs4$_$6,zero,T,w1_vs_w5,26,6,0.09090909090909091,-0.07112326997434626
413,RArhIHk4Qs4$_$8,zero,T,w1_vs_w3,8,2,0.0,0.1666666666666667
413,RArhIHk4Qs4$_$8,zero,T,w3_vs_w5,8,2,0.3333333333333333,0.8862434338158116
413,RArhIHk4Qs4$_$8,zero,T,w1_vs_w5,8,2,0.3333333333333333,0.03592878785739777
414,RArhIHk4Qs4$_$21,zero,A,w1_vs_w3,7,2,0.0,0.3214285714285715
414,RArhIHk4Qs4$_$21,zero,A,w3_vs_w5,7,2,0.3333333333333333,0.7783117824941564
414,RArhIHk4Qs4$_$21,zero,A,w1_vs_w5,7,2,0.0,-0.03706246583305506
415,ROcTx5VEn7o$_$11,zero,T,w1_vs_w3,35,7,0.4,0.257703081232493
415,ROcTx5VEn7o$_$11,zero,T,w3_vs_w5,35,7,0.75,0.7781512605042017
415,ROcTx5VEn7o$_$11,zero,T,w1_vs_w5,35,7,0.2727272727272727,0.23193277310924368
416,ROcTx5VEn7o$_$1,zero,T,w1_vs_w3,12,3,0.0,0.4825174825174825
416,ROcTx5VEn7o$_$1,zero,T,w3_vs_w5,12,3,0.2,0.7902097902097903
416,ROcTx5VEn7o$_$1,zero,T,w1_vs_w5,12,3,0.2,0.2027972027972028
417,ROcTx5VEn7o$_$5,zero,T,w1_vs_w3,24,5,0.42857142857142855,0.7547826086956521
417,ROcTx5VEn7o$_$5,zero,T,w3_vs_w5,24,5,0.6666666666666666,0.8704347826086956
417,ROcTx5VEn7o$_$5,zero,T,w1_vs_w5,24,5,0.25,0.5165217391304348
418,ROcTx5VEn7o$_$9,zero,T,w1_vs_w3,15,3,0.2,0.5642857142857142
418,ROcTx5VEn7o$_$9,zero,T,w3_vs_w5,15,3,0.2,0.3928571428571428
418,ROcTx5VEn7o$_$9,zero,T,w1_vs_w5,15,3,0.2,0.16785714285714282
419,RrGpzInAwCg$_$0,zero,T,w1_vs_w3,17,4,0.14285714285714285,0.08093195880474273
419,RrGpzInAwCg$_$0,zero,T,w3_vs_w5,17,4,0.3333333333333333,0.661764705882353
419,RrGpzInAwCg$_$0,zero,T,w1_vs_w5,17,4,0.3333333333333333,0.13488659800790456
420,RzOFxDk26p0$_$1,zero,T,w1_vs_w3,46,10,0.5384615384615384,0.7571084989449971
420,RzOFxDk26p0$_$1,zero,T,w3_vs_w5,46,10,0.8181818181818182,0.9144901173054946
420,RzOFxDk26p0$_$1,zero,T,w1_vs_w5,46,10,0.5384615384615384,0.6316114136516938
421,RzOFxDk26p0$_$0,zero,V,w1_vs_w3,24,5,0.25,0.5148230338251063
421,RzOFxDk26p0$_$0,zero,V,w3_vs_w5,24,5,0.25,0.5156521739130434
421,RzOFxDk26p0$_$0,zero,V,w1_vs_w5,24,5,0.0,-0.0013077638454490424
422,SHa756SwGJQ$_$0,zero,T,w1_vs_w3,16,4,0.3333333333333333,0.44705882352941173
422,SHa756SwGJQ$_$0,zero,T,w3_vs_w5,16,4,0.6,0.9029411764705882
422,SHa756SwGJQ$_$0,zero,T,w1_vs_w5,16,4,0.14285714285714285,0.27058823529411763
423,SHa756SwGJQ$_$2,zero,V,w1_vs_w3,30,6,0.7142857142857143,0.8864167370459047
423,SHa756SwGJQ$_$2,zero,V,w3_vs_w5,30,6,0.7142857142857143,0.9310344827586206
423,SHa756SwGJQ$_$2,zero,V,w1_vs_w5,30,6,0.7142857142857143,0.8258983252797185
424,SHa756SwGJQ$_$4,zero,T,w1_vs_w3,15,3,0.2,0.3
424,SHa756SwGJQ$_$4,zero,T,w3_vs_w5,15,3,0.5,0.7714285714285712
424,SHa756SwGJQ$_$4,zero,T,w1_vs_w5,15,3,0.2,0.28571428571428564
425,SHa756SwGJQ$_$7,zero,T,w1_vs_w3,16,4,0.14285714285714285,0.3119941977837879
425,SHa756SwGJQ$_$7,zero,T,w3_vs_w5,16,4,0.6,0.7999999999999999
425,SHa756SwGJQ$_$7,zero,T,w1_vs_w5,16,4,0.14285714285714285,0.4091244669051558
426,SHa756SwGJQ$_$6,zero,T,w1_vs_w3,13,3,0.0,0.010989010989010988
426,SHa756SwGJQ$_$6,zero,T,w3_vs_w5,13,3,0.2,0.38461538461538464
426,SHa756SwGJQ$_$6,zero,T,w1_vs_w5,13,3,0.2,-0.32417582417582413
427,TH32jop4FiI$_$15,zero,T,w1_vs_w3,22,5,0.42857142857142855,0.4635798983625071
427,TH32jop4FiI$_$15,zero,T,w3_vs_w5,22,5,1.0,0.9390175042348957
427,TH32jop4FiI$_$15,zero,T,w1_vs_w5,22,5,0.42857142857142855,0.48390739695087526
428,TH32jop4FiI$_$17,zero,A,w1_vs_w3,29,6,0.7142857142857143,0.7427023088728332
428,TH32jop4FiI$_$17,zero,A,w3_vs_w5,29,6,0.7142857142857143,0.6591133004926107
428,TH32jop4FiI$_$17,zero,A,w1_vs_w5,29,6,0.5,0.3121074047568424
429,TWszOxkOV0w$_$1,zero,T,w1_vs_w3,38,8,0.45454545454545453,0.5405701162547607
429,TWszOxkOV0w$_$1,zero,T,w3_vs_w5,38,8,0.6,0.8796367217419849
429,TWszOxkOV0w$_$1,zero,T,w1_vs_w5,38,8,0.23076923076923078,0.303660338584405
430,TXCXFYIc3Yo$_$16,zero,V,w1_vs_w3,26,6,0.3333333333333333,0.6289330053169243
430,TXCXFYIc3Yo$_$16,zero,V,w3_vs_w5,26,6,1.0,0.9063247863247862
430,TXCXFYIc3Yo$_$16,zero,V,w1_vs_w5,26,6,0.3333333333333333,0.4764022166429992
431,TXCXFYIc3Yo$_$2,zero,V,w1_vs_w3,20,4,0.6,0.8301960185044024
431,TXCXFYIc3Yo$_$2,zero,V,w3_vs_w5,20,4,0.3333333333333333,0.7208427389014296
431,TXCXFYIc3Yo$_$2,zero,V,w1_vs_w5,20,4,0.14285714285714285,0.4917170068783444
432,TXCXFYIc3Yo$_$7,zero,T,w1_vs_w3,41,9,0.2,0.5216027874564461
432,TXCXFYIc3Yo$_$7,zero,T,w3_vs_w5,41,9,1.0,0.8801393728222998
432,TXCXFYIc3Yo$_$7,zero,T,w1_vs_w5,41,9,0.2,0.24651567944250877
433,TXCXFYIc3Yo$_$6,zero,V,w1_vs_w3,21,5,0.6666666666666666,0.8184782466063457
433,TXCXFYIc3Yo$_$6,zero,V,w3_vs_w5,21,5,0.42857142857142855,0.756089679370477
433,TXCXFYIc3Yo$_$6,zero,V,w1_vs_w5,21,5,0.25,0.5209762984686931
434,TYJzg5IJN8o$_$11,zero,V,w1_vs_w3,48,10,0.5384615384615384,0.6554991991450198
434,TYJzg5IJN8o$_$11,zero,V,w3_vs_w5,48,10,0.6666666666666666,0.80188884064264
434,TYJzg5IJN8o$_$11,zero,V,w1_vs_w5,48,10,0.6666666666666666,0.4701219405398925
435,TYJzg5IJN8o$_$10,zero,T,w1_vs_w3,28,6,0.2,0.26717766219545586
435,TYJzg5IJN8o$_$10,zero,T,w3_vs_w5,28,6,0.2,0.5843142622502054
435,TYJzg5IJN8o$_$10,zero,T,w1_vs_w5,28,6,0.09090909090909091,0.18888584724883659
436,TYJzg5IJN8o$_$14,zero,T,w1_vs_w3,29,6,0.7142857142857143,0.57023113261914
436,TYJzg5IJN8o$_$14,zero,T,w3_vs_w5,29,6,0.7142857142857143,0.9177339901477829
436,TYJzg5IJN8o$_$14,zero,T,w1_vs_w5,29,6,0.5,0.5842895991240237
437,TYJzg5IJN8o$_$0,zero,A,w1_vs_w3,30,6,0.5,0.7721913236929923
437,TYJzg5IJN8o$_$0,zero,A,w3_vs_w5,30,6,0.5,0.7446051167964404
437,TYJzg5IJN8o$_$0,zero,A,w1_vs_w5,30,6,0.3333333333333333,0.48609566184649605
438,TYJzg5IJN8o$_$4,zero,A,w1_vs_w3,33,7,0.2727272727272727,0.5023395721925134
438,TYJzg5IJN8o$_$4,zero,A,w3_vs_w5,33,7,0.4,0.7473262032085563
438,TYJzg5IJN8o$_$4,zero,A,w1_vs_w5,33,7,0.16666666666666666,0.19752673796791445
439,TYJzg5IJN8o$_$7,zero,T,w1_vs_w3,24,5,0.42857142857142855,0.5850370279414047
439,TYJzg5IJN8o$_$7,zero,T,w3_vs_w5,24,5,1.0,0.9634782608695651
439,TYJzg5IJN8o$_$7,zero,T,w1_vs_w5,24,5,0.42857142857142855,0.573292790205778
440,Uc_6d-fkZEc$_$3,zero,T,w1_vs_w3,15,3,0.5,0.4647008111181005
440,Uc_6d-fkZEc$_$3,zero,T,w3_vs_w5,15,3,1.0,0.9857142857142854
440,Uc_6d-fkZEc$_$3,zero,T,w1_vs_w5,15,3,0.5,0.543342486845779
441,UlTJmndbGHM$_$1,zero,T,w1_vs_w3,16,4,0.6,0.5194997727248921
441,UlTJmndbGHM$_$1,zero,T,w3_vs_w5,16,4,1.0,0.9794117647058824
441,UlTJmndbGHM$_$1,zero,T,w1_vs_w5,16,4,0.6,0.5754232610068919
442,UlTJmndbGHM$_$4,zero,T,w1_vs_w3,19,4,0.3333333333333333,0.4263157894736842
442,UlTJmndbGHM$_$4,zero,T,w3_vs_w5,19,4,1.0,0.756140350877193
442,UlTJmndbGHM$_$4,zero,T,w1_vs_w5,19,4,0.3333333333333333,0.2614035087719298
443,VbV9S4svrTg$_$13,zero,T,w1_vs_w3,8,2,0.0,-0.14285714285714288
443,VbV9S4svrTg$_$13,zero,T,w3_vs_w5,8,2,0.3333333333333333,0.7065994945288229
443,VbV9S4svrTg$_$13,zero,T,w1_vs_w5,8,2,0.0,-0.467074242146171
444,VbV9S4svrTg$_$3,zero,T,w1_vs_w3,15,3,0.5,0.8214285714285712
444,VbV9S4svrTg$_$3,zero,T,w3_vs_w5,15,3,1.0,0.8892857142857141
444,VbV9S4svrTg$_$3,zero,T,w1_vs_w5,15,3,0.5,0.7749999999999999
445,VbV9S4svrTg$_$7,zero,T,w1_vs_w3,8,2,0.3333333333333333,0.8095238095238096
445,VbV9S4svrTg$_$7,zero,T,w3_vs_w5,8,2,0.3333333333333333,0.8742671711966791
445,VbV9S4svrTg$_$7,zero,T,w1_vs_w5,8,2,0.0,0.6586944440522925
446,VbV9S4svrTg$_$8,zero,T,w1_vs_w3,13,3,0.0,-0.33516483516483514
446,VbV9S4svrTg$_$8,zero,T,w3_vs_w5,13,3,0.2,0.2692307692307692
446,VbV9S4svrTg$_$8,zero,T,w1_vs_w5,13,3,0.0,-0.4175824175824176
447,VinxKpWioTo$_$1,zero,T,w1_vs_w3,48,10,0.5384615384615384,0.6335914338315618
447,VinxKpWioTo$_$1,zero,T,w3_vs_w5,48,10,0.8181818181818182,0.8618106817194963
447,VinxKpWioTo$_$1,zero,T,w1_vs_w5,48,10,0.5384615384615384,0.5613035718026052
448,VinxKpWioTo$_$0,zero,V,w1_vs_w3,10,2,0.3333333333333333,0.5636363636363636
448,VinxKpWioTo$_$0,zero,V,w3_vs_w5,10,2,0.0,0.7696969696969697
448,VinxKpWioTo$_$0,zero,V,w1_vs_w5,10,2,0.0,0.1515151515151515
449,VinxKpWioTo$_$3,zero,T,w1_vs_w3,28,6,0.5,0.46892115668143425
449,VinxKpWioTo$_$3,zero,T,w3_vs_w5,28,6,1.0,0.9130970387958095
449,VinxKpWioTo$_$3,zero,T,w1_vs_w5,28,6,0.5,0.28227243995680595
450,VinxKpWioTo$_$5,zero,T,w1_vs_w3,20,4,0.3333333333333333,0.27604364494449757
450,VinxKpWioTo$_$5,zero,T,w3_vs_w5,20,4,0.6,0.6646616541353383
450,VinxKpWioTo$_$5,zero,T,w1_vs_w5,20,4,0.3333333333333333,0.133132766090398
451,ViyQVpGW05w$_$1,zero,T,w1_vs_w3,17,4,0.14285714285714285,0.09938657788145229
451,ViyQVpGW05w$_$1,zero,T,w3_vs_w5,17,4,0.0,-0.002450980392156863
451,ViyQVpGW05w$_$1,zero,T,w1_vs_w5,17,4,0.0,-0.49570589461860154
452,ViyQVpGW05w$_$4,zero,T,w1_vs_w3,13,3,1.0,0.6043956043956044
452,ViyQVpGW05w$_$4,zero,T,w3_vs_w5,13,3,1.0,0.989010989010989
452,ViyQVpGW05w$_$4,zero,T,w1_vs_w5,13,3,1.0,0.5439560439560439
453,ViyQVpGW05w$_$6,zero,T,w1_vs_w3,25,5,0.42857142857142855,0.6040785364423437
453,ViyQVpGW05w$_$6,zero,T,w3_vs_w5,25,5,0.6666666666666666,0.916923076923077
453,ViyQVpGW05w$_$6,zero,T,w1_vs_w5,25,5,0.42857142857142855,0.4347826408788843
454,Vuay0mVKkik$_$3,zero,T,w1_vs_w3,26,6,0.5,0.7107692307692307
454,Vuay0mVKkik$_$3,zero,T,w3_vs_w5,26,6,0.7142857142857143,0.9063247863247862
454,Vuay0mVKkik$_$3,zero,T,w1_vs_w5,26,6,0.7142857142857143,0.6287179487179486
455,WmQF5RmbsVQ$_$6,zero,T,w1_vs_w3,48,10,0.17647058823529413,0.2666775230547481
455,WmQF5RmbsVQ$_$6,zero,T,w3_vs_w5,48,10,0.8181818181818182,0.7911419887103778
455,WmQF5RmbsVQ$_$6,zero,T,w1_vs_w5,48,10,0.1111111111111111,0.20132443171383288
456,Wrcf2xtqbkQ$_$9,zero,T,w1_vs_w3,28,6,0.2,0.06434831194962816
456,Wrcf2xtqbkQ$_$9,zero,T,w3_vs_w5,28,6,0.3333333333333333,0.8872468527640941
456,Wrcf2xtqbkQ$_$9,zero,T,w1_vs_w5,28,6,0.09090909090909091,0.0347754707132033
457,Wrcf2xtqbkQ$_$8,zero,V,w1_vs_w3,18,4,0.6,0.5203924286677827
457,Wrcf2xtqbkQ$_$8,zero,V,w3_vs_w5,18,4,0.14285714285714285,0.5376676986584108
457,Wrcf2xtqbkQ$_$8,zero,V,w1_vs_w5,18,4,0.14285714285714285,0.0
458,WxajvjGKz7Y$_$0,zero,T,w1_vs_w3,11,3,0.5,-0.10909090909090911
458,WxajvjGKz7Y$_$0,zero,T,w3_vs_w5,11,3,1.0,0.9818181818181818
458,WxajvjGKz7Y$_$0,zero,T,w1_vs_w5,11,3,0.5,-0.13636363636363638
459,WxajvjGKz7Y$_$3,zero,T,w1_vs_w3,22,5,0.25,0.313382269904009
459,WxajvjGKz7Y$_$3,zero,T,w3_vs_w5,22,5,0.6666666666666666,0.8983625070581593
459,WxajvjGKz7Y$_$3,zero,T,w1_vs_w5,22,5,0.25,0.14737436476566912
460,WxajvjGKz7Y$_$6,zero,T,w1_vs_w3,32,7,0.2727272727272727,0.3669354838709677
460,WxajvjGKz7Y$_$6,zero,T,w3_vs_w5,32,7,0.75,0.6037390029325512
460,WxajvjGKz7Y$_$6,zero,T,w1_vs_w5,32,7,0.2727272727272727,0.17925219941348972
461,XIGpuL-Kkyk$_$12,zero,V,w1_vs_w3,28,6,0.5,0.761720648337199
461,XIGpuL-Kkyk$_$12,zero,V,w3_vs_w5,28,6,0.5,0.8148960696259294
461,XIGpuL-Kkyk$_$12,zero,V,w1_vs_w5,28,6,0.3333333333333333,0.45696868377014627
462,XIGpuL-Kkyk$_$0,zero,T,w1_vs_w3,13,3,0.5,0.3626373626373627
462,XIGpuL-Kkyk$_$0,zero,T,w3_vs_w5,13,3,0.5,0.7857142857142857
