sample_index,sample_id,baseline,main_modality,comparison,n_candidates,top20_k,top20_jaccard,position_spearman
708,x2lOwQaAn4g$_$4,zero,T,w3_vs_w5,18,4,0.6,0.9050567595459237
708,x2lOwQaAn4g$_$4,zero,T,w1_vs_w5,18,4,0.3333333333333333,0.5802788589509797
709,xUgAP84vsg4$_$15,zero,T,w1_vs_w3,21,5,0.42857142857142855,0.5664176979476425
709,xUgAP84vsg4$_$15,zero,T,w3_vs_w5,21,5,0.6666666666666666,0.8792207792207792
709,xUgAP84vsg4$_$15,zero,T,w1_vs_w5,21,5,0.25,0.5514777816026932
710,xUgAP84vsg4$_$4,zero,T,w1_vs_w3,22,5,0.6666666666666666,0.15979672501411638
710,xUgAP84vsg4$_$4,zero,T,w3_vs_w5,22,5,0.6666666666666666,0.8814229249011858
710,xUgAP84vsg4$_$4,zero,T,w1_vs_w5,22,5,0.42857142857142855,0.16544325239977417
711,xUgAP84vsg4$_$8,zero,A,w1_vs_w3,10,2,0.3333333333333333,0.6504589317376691
711,xUgAP84vsg4$_$8,zero,A,w3_vs_w5,10,2,0.0,0.5272727272727272
711,xUgAP84vsg4$_$8,zero,A,w1_vs_w5,10,2,0.0,-0.012158110873601292
712,xivYoEUQ5sk$_$5,zero,T,w1_vs_w3,45,9,0.6363636363636364,0.4533113919870269
712,xivYoEUQ5sk$_$5,zero,T,w3_vs_w5,45,9,0.8,0.9010540184453227
712,xivYoEUQ5sk$_$5,zero,T,w1_vs_w5,45,9,0.6363636363636364,0.36204285326017244
713,xivYoEUQ5sk$_$4,zero,T,w1_vs_w3,26,6,0.3333333333333333,0.6806909625805654
713,xivYoEUQ5sk$_$4,zero,T,w3_vs_w5,26,6,0.7142857142857143,0.8117627063418175
713,xivYoEUQ5sk$_$4,zero,T,w1_vs_w5,26,6,0.3333333333333333,0.4148427055189936
714,xjsaS-LeZ14$_$20,zero,T,w1_vs_w3,19,4,0.14285714285714285,0.20350877192982456
714,xjsaS-LeZ14$_$20,zero,T,w3_vs_w5,19,4,1.0,0.8491228070175438
714,xjsaS-LeZ14$_$20,zero,T,w1_vs_w5,19,4,0.14285714285714285,0.06666666666666667
715,xjsaS-LeZ14$_$14,zero,V,w1_vs_w3,19,4,0.3333333333333333,0.8747617037708951
715,xjsaS-LeZ14$_$14,zero,V,w3_vs_w5,19,4,0.3333333333333333,0.929355069721533
715,xjsaS-LeZ14$_$14,zero,V,w1_vs_w5,19,4,0.0,0.7448404777850475
716,xjsaS-LeZ14$_$6,zero,V,w1_vs_w3,48,10,0.5384615384615384,0.8218337875665179
716,xjsaS-LeZ14$_$6,zero,V,w3_vs_w5,48,10,0.6666666666666666,0.8754884932696482
716,xjsaS-LeZ14$_$6,zero,V,w1_vs_w5,48,10,0.3333333333333333,0.6817762426876213
717,y8HXGm1-Ecw$_$7,zero,T,w1_vs_w3,23,5,0.25,0.4782608695652174
717,y8HXGm1-Ecw$_$7,zero,T,w3_vs_w5,23,5,0.6666666666666666,0.8458498023715416
717,y8HXGm1-Ecw$_$7,zero,T,w1_vs_w5,23,5,0.25,0.3092885375494071
718,y9FyTEyGy5Y$_$1,zero,T,w1_vs_w3,13,3,0.5,0.7190109927690008
718,y9FyTEyGy5Y$_$1,zero,T,w3_vs_w5,13,3,0.5,0.7582417582417583
718,y9FyTEyGy5Y$_$1,zero,T,w1_vs_w5,13,3,0.2,0.3719022376391383
719,zhE_68GMJIk$_$8,zero,T,w1_vs_w3,23,5,0.42857142857142855,0.6788537549407114
719,zhE_68GMJIk$_$8,zero,T,w3_vs_w5,23,5,0.6666666666666666,0.9140316205533597
719,zhE_68GMJIk$_$8,zero,T,w1_vs_w5,23,5,0.25,0.5760869565217391
720,zhE_68GMJIk$_$5,zero,T,w1_vs_w3,29,6,0.2,0.6270935960591133
720,zhE_68GMJIk$_$5,zero,T,w3_vs_w5,29,6,1.0,0.9428571428571426
720,zhE_68GMJIk$_$5,zero,T,w1_vs_w5,29,6,0.2,0.5532019704433496
721,zjYEBwXGD8I$_$13,zero,T,w1_vs_w3,38,8,0.45454545454545453,0.5048172422650684
721,zjYEBwXGD8I$_$13,zero,T,w3_vs_w5,38,8,0.6,0.9557938505306927
721,zjYEBwXGD8I$_$13,zero,T,w1_vs_w5,38,8,0.45454545454545453,0.5166411984924871
722,zjYEBwXGD8I$_$15,zero,T,w1_vs_w3,20,4,0.6,0.5031967260704874
722,zjYEBwXGD8I$_$15,zero,T,w3_vs_w5,20,4,0.6,0.6481203007518795
722,zjYEBwXGD8I$_$15,zero,T,w1_vs_w5,20,4,0.3333333333333333,0.01880406300711836
723,zjYEBwXGD8I$_$0,zero,T,w1_vs_w3,11,3,0.5,0.7272727272727273
723,zjYEBwXGD8I$_$0,zero,T,w3_vs_w5,11,3,0.5,0.9272727272727275
723,zjYEBwXGD8I$_$0,zero,T,w1_vs_w5,11,3,0.2,0.7545454545454545
724,zjYEBwXGD8I$_$2,zero,T,w1_vs_w3,13,3,0.2,0.07692307692307691
724,zjYEBwXGD8I$_$2,zero,T,w3_vs_w5,13,3,0.2,0.4175824175824176
724,zjYEBwXGD8I$_$2,zero,T,w1_vs_w5,13,3,0.0,-0.2747252747252747
725,zjYEBwXGD8I$_$4,zero,T,w1_vs_w3,40,8,0.6,0.4805066986530171
725,zjYEBwXGD8I$_$4,zero,T,w3_vs_w5,40,8,0.6,0.8645403377110695
725,zjYEBwXGD8I$_$4,zero,T,w1_vs_w5,40,8,0.45454545454545453,0.579591852681056
726,zjYEBwXGD8I$_$9,zero,T,w1_vs_w3,26,6,0.5,0.40834475712257073
726,zjYEBwXGD8I$_$9,zero,T,w3_vs_w5,26,6,0.7142857142857143,0.8625641025641025
726,zjYEBwXGD8I$_$9,zero,T,w1_vs_w5,26,6,0.5,0.3242134252530964
727,zk2jTlAtvSU$_$3,zero,T,w1_vs_w3,32,7,0.5555555555555556,0.5098973607038122
727,zk2jTlAtvSU$_$3,zero,T,w3_vs_w5,32,7,0.4,0.8420087976539589
727,zk2jTlAtvSU$_$3,zero,T,w1_vs_w5,32,7,0.2727272727272727,0.25366568914956006
0,-UacrmKiTn4$_$7,missing,T,w1_vs_w3,26,6,0.5,0.4782905982905982
0,-UacrmKiTn4$_$7,missing,T,w3_vs_w5,26,6,0.3333333333333333,0.6082051282051281
0,-UacrmKiTn4$_$7,missing,T,w1_vs_w5,26,6,0.2,0.1288888888888889
1,-qDkUB0GgYY$_$5,missing,T,w1_vs_w3,48,10,0.5384615384615384,0.7316252350140872
1,-qDkUB0GgYY$_$5,missing,T,w3_vs_w5,48,10,0.8181818181818182,0.8567086409031698
1,-qDkUB0GgYY$_$5,missing,T,w1_vs_w5,48,10,0.5384615384615384,0.5689935979683678
2,0utROiKxejc$_$1,missing,T,w1_vs_w3,16,4,0.14285714285714285,0.1764705882352941
2,0utROiKxejc$_$1,missing,T,w3_vs_w5,16,4,0.3333333333333333,0.5882352941176471
2,0utROiKxejc$_$1,missing,T,w1_vs_w5,16,4,0.14285714285714285,-0.055882352941176466
3,0utROiKxejc$_$4,missing,T,w1_vs_w3,33,7,0.5555555555555556,0.5376254481284025
3,0utROiKxejc$_$4,missing,T,w3_vs_w5,33,7,0.75,0.8729734368969566
3,0utROiKxejc$_$4,missing,T,w1_vs_w5,33,7,0.4,0.3379034031487441
4,0y022OlZ3W0$_$3,missing,T,w1_vs_w3,17,4,0.6,0.6323529411764707
4,0y022OlZ3W0$_$3,missing,T,w3_vs_w5,17,4,0.14285714285714285,0.6666666666666667
4,0y022OlZ3W0$_$3,missing,T,w1_vs_w5,17,4,0.14285714285714285,0.06617647058823531
5,0y022OlZ3W0$_$5,missing,T,w1_vs_w3,22,5,0.25,0.7052512704686619
5,0y022OlZ3W0$_$5,missing,T,w3_vs_w5,22,5,1.0,0.8418972332015812
5,0y022OlZ3W0$_$5,missing,T,w1_vs_w5,22,5,0.25,0.4206662902315077
6,0y022OlZ3W0$_$8,missing,T,w1_vs_w3,13,3,0.5,0.40659340659340654
6,0y022OlZ3W0$_$8,missing,T,w3_vs_w5,13,3,0.2,0.6318681318681317
6,0y022OlZ3W0$_$8,missing,T,w1_vs_w5,13,3,0.0,0.5054945054945055
7,101787$_$11,missing,T,w1_vs_w3,32,7,0.2727272727272727,0.4857038123167155
7,101787$_$11,missing,T,w3_vs_w5,32,7,0.5555555555555556,0.7313049853372434
7,101787$_$11,missing,T,w1_vs_w5,32,7,0.07692307692307693,0.1759530791788856
8,101787$_$13,missing,A,w1_vs_w3,19,4,0.3333333333333333,0.882456140350877
8,101787$_$13,missing,A,w3_vs_w5,19,4,0.6,0.9122807017543859
8,101787$_$13,missing,A,w1_vs_w5,19,4,0.14285714285714285,0.7456140350877193
9,101787$_$1,missing,A,w1_vs_w3,16,4,0.6,0.5
9,101787$_$1,missing,A,w3_vs_w5,16,4,1.0,0.9470588235294116
9,101787$_$1,missing,A,w1_vs_w5,16,4,0.6,0.5294117647058824
10,101787$_$5,missing,T,w1_vs_w3,17,4,0.6,0.7549019607843138
10,101787$_$5,missing,T,w3_vs_w5,17,4,0.6,0.9926470588235295
10,101787$_$5,missing,T,w1_vs_w5,17,4,0.3333333333333333,0.7426470588235294
11,101787$_$7,missing,T,w1_vs_w3,8,2,0.3333333333333333,0.9047619047619048
11,101787$_$7,missing,T,w3_vs_w5,8,2,1.0,0.9700772721497398
11,101787$_$7,missing,T,w1_vs_w5,8,2,0.3333333333333333,0.8622909085775463
12,101787$_$9,missing,A,w1_vs_w3,19,4,0.3333333333333333,0.2459378506997778
12,101787$_$9,missing,A,w3_vs_w5,19,4,0.14285714285714285,0.2631578947368421
12,101787$_$9,missing,A,w1_vs_w5,19,4,0.14285714285714285,0.05270096800709524
13,102408$_$2,missing,T,w1_vs_w3,7,2,0.0,-0.5
13,102408$_$2,missing,T,w3_vs_w5,7,2,0.0,0.5929994533288809
13,102408$_$2,missing,T,w1_vs_w5,7,2,0.3333333333333333,-0.29649972666444047
14,102408$_$5,missing,T,w1_vs_w3,29,6,1.0,0.43710733550928
14,102408$_$5,missing,T,w3_vs_w5,29,6,0.5,0.6501601576961598
14,102408$_$5,missing,T,w1_vs_w5,29,6,0.5,0.17843499827407847
15,102408$_$9,missing,A,w1_vs_w3,29,6,0.5,0.23059867662129802
15,102408$_$9,missing,A,w3_vs_w5,29,6,0.2,0.4463054187192117
15,102408$_$9,missing,A,w1_vs_w5,29,6,0.3333333333333333,0.19339739438858863
16,102858$_$20,missing,T,w1_vs_w3,24,5,0.42857142857142855,0.5730434782608694
16,102858$_$20,missing,T,w3_vs_w5,24,5,0.25,0.7
16,102858$_$20,missing,T,w1_vs_w5,24,5,0.25,0.3652173913043478
17,102858$_$21,missing,T,w1_vs_w3,27,6,0.3333333333333333,0.5470085470085471
17,102858$_$21,missing,T,w3_vs_w5,27,6,0.7142857142857143,0.829059829059829
17,102858$_$21,missing,T,w1_vs_w5,27,6,0.2,0.39072039072039066
18,102858$_$1,missing,A,w1_vs_w3,22,5,0.42857142857142855,0.27408882410751917
18,102858$_$1,missing,A,w3_vs_w5,22,5,0.25,0.72557876905703
18,102858$_$1,missing,A,w1_vs_w5,22,5,0.1111111111111111,0.012432895114155506
19,102858$_$0,missing,T,w1_vs_w3,3,1,0.0,0.0
19,102858$_$0,missing,T,w3_vs_w5,3,1,1.0,0.0
19,102858$_$0,missing,T,w1_vs_w5,3,1,0.0,0.0
20,102858$_$4,missing,T,w1_vs_w3,48,10,0.42857142857142855,0.6455692788396113
20,102858$_$4,missing,T,w3_vs_w5,48,10,0.42857142857142855,0.883195831524099
20,102858$_$4,missing,T,w1_vs_w5,48,10,0.25,0.5013977489818793
21,102858$_$6,missing,V,w1_vs_w3,26,6,0.5,0.5206837606837607
21,102858$_$6,missing,V,w3_vs_w5,26,6,1.0,0.8167521367521368
21,102858$_$6,missing,V,w1_vs_w5,26,6,0.5,0.39350427350427347
22,102858$_$10,missing,T,w1_vs_w3,10,2,0.3333333333333333,0.6121212121212121
22,102858$_$10,missing,T,w3_vs_w5,10,2,0.0,0.7696969696969697
22,102858$_$10,missing,T,w1_vs_w5,10,2,0.0,0.1515151515151515
23,102858$_$17,missing,T,w1_vs_w3,9,2,0.3333333333333333,0.3666666666666667
23,102858$_$17,missing,T,w3_vs_w5,9,2,0.0,0.06666666666666667
23,102858$_$17,missing,T,w1_vs_w5,9,2,0.0,-0.4666666666666666
24,102858$_$19,missing,T,w1_vs_w3,12,3,0.2,0.37762237762237766
24,102858$_$19,missing,T,w3_vs_w5,12,3,0.5,0.8531468531468532
24,102858$_$19,missing,T,w1_vs_w5,12,3,0.2,0.3636363636363637
25,112433$_$10,missing,A,w1_vs_w3,1,1,1.0,0.0
25,112433$_$10,missing,A,w3_vs_w5,1,1,1.0,0.0
25,112433$_$10,missing,A,w1_vs_w5,1,1,1.0,0.0
26,112433$_$3,missing,T,w1_vs_w3,32,7,0.4,0.6953812316715542
26,112433$_$3,missing,T,w3_vs_w5,32,7,0.75,0.6785190615835777
26,112433$_$3,missing,T,w1_vs_w5,32,7,0.4,0.2452346041055718
27,112433$_$7,missing,T,w1_vs_w3,9,2,0.3333333333333333,0.48333333333333334
27,112433$_$7,missing,T,w3_vs_w5,9,2,1.0,0.9833333333333333
27,112433$_$7,missing,T,w1_vs_w5,9,2,0.3333333333333333,0.41666666666666663
28,112433$_$6,missing,T,w1_vs_w3,24,5,0.42857142857142855,0.6418315885921136
28,112433$_$6,missing,T,w3_vs_w5,24,5,1.0,0.7043478260869565
28,112433$_$6,missing,T,w1_vs_w5,24,5,0.42857142857142855,0.4357308815968185
29,117tQqLjza4$_$6,missing,T,w1_vs_w3,15,3,0.5,0.38928571428571423
29,117tQqLjza4$_$6,missing,T,w3_vs_w5,15,3,1.0,0.95
29,117tQqLjza4$_$6,missing,T,w1_vs_w5,15,3,0.5,0.4392857142857142
30,11j7EfglCAs$_$2,missing,T,w1_vs_w3,24,5,0.42857142857142855,0.7040661179703341
30,11j7EfglCAs$_$2,missing,T,w3_vs_w5,24,5,0.1111111111111111,0.46434782608695646
30,11j7EfglCAs$_$2,missing,T,w1_vs_w5,24,5,0.25,0.5709937077795236
31,121128$_$10,missing,T,w1_vs_w3,15,3,0.5,0.5392857142857141
31,121128$_$10,missing,T,w3_vs_w5,15,3,0.2,0.5714285714285713
31,121128$_$10,missing,T,w1_vs_w5,15,3,0.2,0.3571428571428571
32,121128$_$1,missing,T,w1_vs_w3,29,6,0.5,0.6192118226600983
32,121128$_$1,missing,T,w3_vs_w5,29,6,0.5,0.8044334975369456
32,121128$_$1,missing,T,w1_vs_w5,29,6,0.2,0.5004926108374383
33,121128$_$0,missing,A,w1_vs_w3,11,3,0.5,0.29090909090909095
33,121128$_$0,missing,A,w3_vs_w5,11,3,0.0,0.11818181818181818
33,121128$_$0,missing,A,w1_vs_w5,11,3,0.0,-0.6727272727272727
34,121128$_$5,missing,T,w1_vs_w3,7,2,0.3333333333333333,0.7142857142857144
34,121128$_$5,missing,T,w3_vs_w5,7,2,0.0,0.5929994533288809
34,121128$_$5,missing,T,w1_vs_w5,7,2,0.0,0.29649972666444047
35,125344$_$0,missing,V,w1_vs_w3,48,10,0.17647058823529413,0.6555597904513384
35,125344$_$0,missing,V,w3_vs_w5,48,10,0.42857142857142855,0.6376614954526251
35,125344$_$0,missing,V,w1_vs_w5,48,10,0.25,0.2580132171932474
36,125676$_$0,missing,T,w1_vs_w3,13,3,0.5,0.532967032967033
36,125676$_$0,missing,T,w3_vs_w5,13,3,0.2,0.8681318681318682
36,125676$_$0,missing,T,w1_vs_w5,13,3,0.2,0.4230769230769231
37,125676$_$4,missing,T,w1_vs_w3,27,6,0.3333333333333333,0.5115995115995117
37,125676$_$4,missing,T,w3_vs_w5,27,6,0.7142857142857143,0.8424908424908425
37,125676$_$4,missing,T,w1_vs_w5,27,6,0.3333333333333333,0.47008547008547
38,128059$_$11,missing,T,w1_vs_w3,38,8,0.45454545454545453,0.6172785477313979
38,128059$_$11,missing,T,w3_vs_w5,38,8,0.7777777777777778,0.9284385600175075
38,128059$_$11,missing,T,w1_vs_w5,38,8,0.45454545454545453,0.6120260445775053
39,128059$_$12,missing,T,w1_vs_w3,16,4,0.6,0.5676470588235295
39,128059$_$12,missing,T,w3_vs_w5,16,4,1.0,0.9941176470588234
39,128059$_$12,missing,T,w1_vs_w5,16,4,0.6,0.5911764705882353
40,128059$_$2,missing,T,w1_vs_w3,14,3,0.2,0.37142857142857144
40,128059$_$2,missing,T,w3_vs_w5,14,3,1.0,0.7846153846153847
40,128059$_$2,missing,T,w1_vs_w5,14,3,0.2,0.1384615384615385
41,128059$_$7,missing,T,w1_vs_w3,48,10,0.6666666666666666,0.6171529382107473
41,128059$_$7,missing,T,w3_vs_w5,48,10,0.6666666666666666,0.9093820395782553
41,128059$_$7,missing,T,w1_vs_w5,48,10,0.5384615384615384,0.5093632966305224
42,128059$_$6,missing,T,w1_vs_w3,48,10,0.25,0.4728842145116546
42,128059$_$6,missing,T,w3_vs_w5,48,10,0.8181818181818182,0.8675640468953539
42,128059$_$6,missing,T,w1_vs_w5,48,10,0.17647058823529413,0.3675696265019415
43,128059$_$9,missing,T,w1_vs_w3,22,5,0.42857142857142855,0.2693393562958781
43,128059$_$9,missing,T,w3_vs_w5,22,5,0.25,0.585544889892716
43,128059$_$9,missing,T,w1_vs_w5,22,5,0.25,-0.023150762281197064
44,128763$_$12,missing,A,w1_vs_w3,18,4,0.3333333333333333,0.6573787409700722
44,128763$_$12,missing,A,w3_vs_w5,18,4,1.0,0.8740970072239421
44,128763$_$12,missing,A,w1_vs_w5,18,4,0.3333333333333333,0.4716202270381837
45,128763$_$3,missing,T,w1_vs_w3,24,5,0.42857142857142855,0.4026086956521739
45,128763$_$3,missing,T,w3_vs_w5,24,5,0.6666666666666666,0.8782608695652172
45,128763$_$3,missing,T,w1_vs_w5,24,5,0.42857142857142855,0.29739130434782607
46,128763$_$2,missing,A,w1_vs_w3,12,3,0.5,0.4825174825174825
46,128763$_$2,missing,A,w3_vs_w5,12,3,0.5,0.6013986013986015
46,128763$_$2,missing,A,w1_vs_w5,12,3,0.2,0.4685314685314686
47,128763$_$5,missing,A,w1_vs_w3,10,2,1.0,0.8666666666666665
47,128763$_$5,missing,A,w3_vs_w5,10,2,0.3333333333333333,0.9030303030303028
47,128763$_$5,missing,A,w1_vs_w5,10,2,0.3333333333333333,0.6242424242424242
48,128763$_$7,missing,T,w1_vs_w3,16,4,0.3333333333333333,0.5411764705882353
48,128763$_$7,missing,T,w3_vs_w5,16,4,0.14285714285714285,0.2529411764705882
48,128763$_$7,missing,T,w1_vs_w5,16,4,0.3333333333333333,0.22058823529411767
49,128763$_$8,missing,T,w1_vs_w3,8,2,1.0,0.9761904761904763
49,128763$_$8,missing,T,w3_vs_w5,8,2,1.0,0.9700772721497398
49,128763$_$8,missing,T,w1_vs_w5,8,2,1.0,0.9461247469114745
50,130456$_$11,missing,T,w1_vs_w3,34,7,0.2727272727272727,0.23622889518098766
50,130456$_$11,missing,T,w3_vs_w5,34,7,0.4,0.7243697478991595
50,130456$_$11,missing,T,w1_vs_w5,34,7,0.07692307692307693,0.11184964506628911
51,130456$_$3,missing,T,w1_vs_w3,19,4,0.14285714285714285,0.4245614035087719
51,130456$_$3,missing,T,w3_vs_w5,19,4,0.6,0.8473684210526315
51,130456$_$3,missing,T,w1_vs_w5,19,4,0.0,0.2982456140350877
52,130456$_$5,missing,T,w1_vs_w3,11,3,0.5,0.41818181818181827
52,130456$_$5,missing,T,w3_vs_w5,11,3,0.5,0.8000000000000002
52,130456$_$5,missing,T,w1_vs_w5,11,3,0.2,0.29090909090909095
53,130456$_$4,missing,T,w1_vs_w3,23,5,0.6666666666666666,0.6403162055335968
53,130456$_$4,missing,T,w3_vs_w5,23,5,1.0,0.7677865612648223
53,130456$_$4,missing,T,w1_vs_w5,23,5,0.6666666666666666,0.42094861660079047
54,130456$_$7,missing,T,w1_vs_w3,8,2,0.3333333333333333,0.30952380952380953
54,130456$_$7,missing,T,w3_vs_w5,8,2,0.0,0.47905050476530353
54,130456$_$7,missing,T,w1_vs_w5,8,2,0.0,-0.22754898976351917
55,130456$_$6,missing,V,w1_vs_w3,33,7,0.4,0.6706337141409191
55,130456$_$6,missing,V,w3_vs_w5,33,7,0.5555555555555556,0.7717245989304813
55,130456$_$6,missing,V,w1_vs_w5,33,7,0.2727272727272727,0.4421190036517326
56,188343$_$13,missing,T,w1_vs_w3,42,9,0.5,0.63228263511871
56,188343$_$13,missing,T,w3_vs_w5,42,9,0.6363636363636364,0.8718094157685764
56,188343$_$13,missing,T,w1_vs_w5,42,9,0.2857142857142857,0.5110606920022689
57,188343$_$12,missing,T,w1_vs_w3,30,6,0.3333333333333333,0.5943480342961371
57,188343$_$12,missing,T,w3_vs_w5,30,6,0.3333333333333333,0.667630700778643
57,188343$_$12,missing,T,w1_vs_w5,30,6,0.09090909090909091,0.46951492039118287
58,188343$_$5,missing,T,w1_vs_w3,20,4,0.3333333333333333,0.4977443609022556
58,188343$_$5,missing,T,w3_vs_w5,20,4,0.6,0.8842105263157894
58,188343$_$5,missing,T,w1_vs_w5,20,4,0.14285714285714285,0.38345864661654133
59,188343$_$9,missing,T,w1_vs_w3,30,6,0.3333333333333333,0.5092324805339266
59,188343$_$9,missing,T,w3_vs_w5,30,6,0.3333333333333333,0.37441601779755285
59,188343$_$9,missing,T,w1_vs_w5,30,6,0.09090909090909091,0.0353726362625139
60,188343$_$8,missing,T,w1_vs_w3,21,5,0.42857142857142855,0.6272727272727273
60,188343$_$8,missing,T,w3_vs_w5,21,5,0.25,0.7974025974025974
60,188343$_$8,missing,T,w1_vs_w5,21,5,0.25,0.38571428571428573
61,1HK7Nea0PFo$_$1,missing,T,w1_vs_w3,17,4,0.14285714285714285,0.45833333333333337
61,1HK7Nea0PFo$_$1,missing,T,w3_vs_w5,17,4,0.6,0.8553921568627452
61,1HK7Nea0PFo$_$1,missing,T,w1_vs_w5,17,4,0.14285714285714285,0.23529411764705882
62,216097$_$1,missing,T,w1_vs_w3,13,3,0.2,0.576923076923077
62,216097$_$1,missing,T,w3_vs_w5,13,3,1.0,0.8681318681318682
62,216097$_$1,missing,T,w1_vs_w5,13,3,0.2,0.4175824175824176
63,216097$_$2,missing,T,w1_vs_w3,24,5,0.42857142857142855,0.5365217391304348
63,216097$_$2,missing,T,w3_vs_w5,24,5,1.0,0.8869565217391304
63,216097$_$2,missing,T,w1_vs_w5,24,5,0.42857142857142855,0.4669565217391304
64,216097$_$5,missing,T,w1_vs_w3,32,7,0.4,0.6239002932551319
64,216097$_$5,missing,T,w3_vs_w5,32,7,0.5555555555555556,0.9362170087976539
64,216097$_$5,missing,T,w1_vs_w5,32,7,0.2727272727272727,0.5084310850439883
65,216097$_$4,missing,T,w1_vs_w3,46,10,0.42857142857142855,0.7141843919336197
65,216097$_$4,missing,T,w3_vs_w5,46,10,0.6666666666666666,0.7143385753931545
65,216097$_$4,missing,T,w1_vs_w5,46,10,0.3333333333333333,0.4930450720958216
66,216097$_$7,missing,T,w1_vs_w3,48,10,0.5384615384615384,0.5231646102292251
66,216097$_$7,missing,T,w3_vs_w5,48,10,0.5384615384615384,0.8343465045592706
66,216097$_$7,missing,T,w1_vs_w5,48,10,0.25,0.40808793730061366
67,216097$_$8,missing,T,w1_vs_w3,12,3,0.0,0.16783216783216784
67,216097$_$8,missing,T,w3_vs_w5,12,3,0.5,0.5664335664335665
67,216097$_$8,missing,T,w1_vs_w5,12,3,0.0,-0.37762237762237766
68,223431$_$11,missing,T,w1_vs_w3,27,6,0.3333333333333333,0.5885225885225885
68,223431$_$11,missing,T,w3_vs_w5,27,6,0.7142857142857143,0.8632478632478632
68,223431$_$11,missing,T,w1_vs_w5,27,6,0.5,0.41208791208791207
69,223431$_$10,missing,T,w1_vs_w3,13,3,0.5,0.42857142857142855
69,223431$_$10,missing,T,w3_vs_w5,13,3,0.2,0.8516483516483516
69,223431$_$10,missing,T,w1_vs_w5,13,3,0.2,0.33516483516483514
70,223431$_$13,missing,T,w1_vs_w3,24,5,0.25,0.3608695652173913
70,223431$_$13,missing,T,w3_vs_w5,24,5,0.42857142857142855,0.8878260869565217
70,223431$_$13,missing,T,w1_vs_w5,24,5,0.25,0.2834782608695652
71,223431$_$0,missing,T,w1_vs_w3,2,1,1.0,0.0
71,223431$_$0,missing,T,w3_vs_w5,2,1,1.0,0.0
71,223431$_$0,missing,T,w1_vs_w5,2,1,1.0,0.0
72,223431$_$5,missing,T,w1_vs_w3,17,4,0.3333333333333333,0.465686274509804
72,223431$_$5,missing,T,w3_vs_w5,17,4,0.6,0.8333333333333335
72,223431$_$5,missing,T,w1_vs_w5,17,4,0.3333333333333333,0.27941176470588236
73,225770$_$3,missing,A,w1_vs_w3,48,10,0.42857142857142855,0.5804595615722016
73,225770$_$3,missing,A,w3_vs_w5,48,10,0.6666666666666666,0.7760529743812418
73,225770$_$3,missing,A,w1_vs_w5,48,10,0.3333333333333333,0.3511106910146223
74,225770$_$5,missing,T,w1_vs_w3,6,2,0.3333333333333333,0.14285714285714288
74,225770$_$5,missing,T,w3_vs_w5,6,2,0.0,0.304255531702266
74,225770$_$5,missing,T,w1_vs_w5,6,2,0.0,-0.101418510567422
75,225770$_$4,missing,T,w1_vs_w3,32,7,0.5555555555555556,0.43841642228739
75,225770$_$4,missing,T,w3_vs_w5,32,7,0.75,0.6755865102639296
75,225770$_$4,missing,T,w1_vs_w5,32,7,0.75,0.35337243401759527
76,225770$_$6,missing,T,w1_vs_w3,33,7,0.2727272727272727,0.5113636363636364
76,225770$_$6,missing,T,w3_vs_w5,33,7,0.75,0.9655748663101605
76,225770$_$6,missing,T,w1_vs_w5,33,7,0.4,0.5153743315508023
77,236021$_$12,missing,V,w1_vs_w3,12,3,0.2,0.5384615384615385
77,236021$_$12,missing,V,w3_vs_w5,12,3,0.2,0.5244755244755246
77,236021$_$12,missing,V,w1_vs_w5,12,3,0.0,-0.08391608391608392
78,236021$_$1,missing,T,w1_vs_w3,27,6,0.09090909090909091,0.37362637362637363
78,236021$_$1,missing,T,w3_vs_w5,27,6,0.7142857142857143,0.7655677655677656
78,236021$_$1,missing,T,w1_vs_w5,27,6,0.09090909090909091,0.31868131868131866
79,236021$_$3,missing,T,w1_vs_w3,7,2,0.3333333333333333,0.7500000000000002
79,236021$_$3,missing,T,w3_vs_w5,7,2,0.0,0.5929994533288809
79,236021$_$3,missing,T,w1_vs_w5,7,2,0.0,0.22237479499833038
80,236021$_$2,missing,T,w1_vs_w3,48,10,0.42857142857142855,0.5796786799826313
80,236021$_$2,missing,T,w3_vs_w5,48,10,0.8181818181818182,0.9025184541901866
80,236021$_$2,missing,T,w1_vs_w5,48,10,0.42857142857142855,0.5100955275727312
81,236021$_$5,missing,T,w1_vs_w3,15,3,0.2,0.25357142857142856
81,236021$_$5,missing,T,w3_vs_w5,15,3,0.2,0.5071428571428571
81,236021$_$5,missing,T,w1_vs_w5,15,3,0.5,0.36785714285714277
82,236021$_$4,missing,A,w1_vs_w3,48,10,0.42857142857142855,0.6387742247641011
82,236021$_$4,missing,A,w3_vs_w5,48,10,0.6666666666666666,0.8850590314021054
82,236021$_$4,missing,A,w1_vs_w5,48,10,0.3333333333333333,0.4261097831847818
83,237009$_$11,missing,T,w1_vs_w3,9,2,0.0,0.6333333333333333
83,237009$_$11,missing,T,w3_vs_w5,9,2,0.0,0.7333333333333334
83,237009$_$11,missing,T,w1_vs_w5,9,2,0.3333333333333333,0.7333333333333334
84,237009$_$12,missing,T,w1_vs_w3,45,9,0.5,0.5567560457434403
84,237009$_$12,missing,T,w3_vs_w5,45,9,0.5,0.7482213438735177
