bootstrap_repeat,mean_D_zero_minus_missing
862,0.3060461036417358
863,-0.020462935286723567
864,-0.06350307534101332
865,0.0971609483536882
866,0.2129943002545678
867,-0.1546841358246125
868,-0.20886945513988145
869,0.23187954987938714
870,-0.0869251315629729
871,-0.22666740316559514
872,-0.0754409034128301
873,-0.1867848895347188
874,-0.03127677694854676
875,-0.07259296473892195
876,-0.2789304866910953
877,0.12480205505151555
878,-0.03178429385965998
879,0.021670566358605644
880,-0.0922468764815724
881,-0.14877336303449856
882,-0.31190297138143624
883,0.1350581494926975
884,-0.12209589643968735
885,-0.14778171236067705
886,-0.1696552581155016
887,0.06798411270466638
888,-0.07012051227961859
889,-0.35813242311206417
890,-0.03379248462242975
891,-0.2918113610668815
892,0.004737051700444332
893,-0.27581453651635784
894,-0.16686898473127795
895,-0.03791039894974398
896,-0.04289444982401826
897,-0.10890045682013376
898,-0.27364356985335725
899,-0.15093247819878164
900,0.0346747873799604
901,-0.41347895015536257
902,0.1213563645368148
903,-0.3318403213122171
904,0.11256590928610355
905,-0.20142456401892997
906,-0.2789823093131598
907,0.133208792124173
908,-0.3360759947898791
909,0.3998087440308511
910,0.0404095528278605
911,-0.23899785477999613
912,-0.18724098196832256
913,-0.1621136191670905
914,-0.2825244591231942
915,0.0018019424786803154
916,-0.2925745243423197
917,-0.0392166186074724
918,0.17994544085413022
919,0.10623965468054655
920,-0.03526334764875335
921,-0.1365249957941643
922,-0.18499514708465944
923,-0.5625657524739814
924,-0.04143152216266215
925,0.08616168144237168
926,-0.20830370782827667
927,-0.24663171576129944
928,0.055871453363864315
929,-0.0660450723540541
930,0.01020646236387972
931,-0.025492700049327327
932,0.1604541994417905
933,-0.241267246314105
934,-0.14004865804531733
935,0.012631234371118237
936,0.029571665846137823
937,-0.09120016656721965
938,-0.21358530543979984
939,-0.14480514534506583
940,-0.22264568685840494
941,-0.019940480371153375
942,-0.11365014691447953
943,-0.06504169771332927
944,-0.07581624431082297
945,-0.29280493723148143
946,0.02219260754858623
947,-0.26864768058356636
948,0.10633684651353086
949,-0.026503471428429327
950,-0.18661441273359472
951,-0.0734904544407093
952,-0.32550438110684005
953,0.05419324488557421
954,0.003227971112495669
955,-0.38063680000941763
956,-0.20188309800445234
957,-0.39798144070111197
958,-0.0009844877616060508
959,0.09394115725199101
960,0.23616263769426948
961,0.24725483163490652
962,-0.2876419042888182
963,-0.03085977094872891
964,-0.35914491007536176
965,-0.21902864998341046
966,0.1835233302980019
967,-0.3304618449737885
968,0.06077506337589782
969,0.11520591729537949
970,-0.18540879232238508
971,-0.20100514108864978
972,0.040731250378633475
973,0.06117985200978632
974,-0.055560163610152986
975,0.026022380484988224
976,0.0035755520484257405
977,0.08352009687859299
978,-0.17492042921046325
979,-0.27575202944044946
980,-0.021399755487668252
981,-0.20193509184368755
982,0.05072620678662161
983,-0.1369654973342285
984,-0.08038160655343048
985,0.18873314023826554
986,-0.2279368720493831
987,-0.13947363480152328
988,-0.22932317203567987
989,0.1549199514750227
990,-0.06826855346940561
991,-0.14355164932663994
992,-0.01027793310430439
993,-0.18974643864557414
994,-0.24534589327741874
995,0.14519025253231602
996,0.2682323202297289
997,-0.0855737324020511
998,-0.01823464231235874
999,0.5550200908320799
1000,-0.30083777553960794
1001,-0.029556896949199572
1002,-0.13426769613204323
1003,0.1670668093716859
1004,-0.06630608435378821
1005,-0.374318993236242
1006,-0.06272621062956014
1007,0.2245405803680302
1008,0.1276503492640875
1009,-0.286598257638659
1010,-0.11062867547934589
1011,-0.28425970425072994
1012,-0.22608837765283776
1013,0.037147963282575205
1014,0.16663772378750585
1015,-0.08687454133382377
1016,-0.18552816109088227
1017,-0.21285937501742028
1018,-0.166555504415423
1019,-0.11794566659473897
1020,0.36731575084415446
1021,-0.20109855232310975
1022,-0.3351691797867061
1023,-0.09212892215545895
1024,0.041410484386713534
1025,-0.061242020860985125
1026,-0.19438921203101636
1027,-0.4172972010338368
1028,-0.10176617497209464
1029,-0.04526919470608096
1030,-0.026653963890641265
1031,0.08839779317886412
1032,-0.04378455552919274
1033,0.37395714048735257
1034,-0.3182124040726036
1035,0.08250827030145982
1036,-0.023347780496138316
1037,-0.22006772597981444
1038,-0.1941392731555316
1039,-0.3096928344692749
1040,-0.2937898331833362
1041,-0.19432564197962773
1042,-0.13712639938711388
1043,-0.03551447912120214
1044,-0.20918639391710325
1045,-0.03010316570352001
1046,-0.11363449321445578
1047,-0.09846744201318236
1048,0.02792030329631421
1049,0.008338120654003968
1050,0.12200710028988025
1051,-0.006809191733153268
1052,-0.19622516891742928
1053,0.3417879828816691
1054,-0.32806386619696676
1055,-0.11145240033110894
1056,0.31126440116744447
1057,-0.22771398474898985
1058,-0.26022054659845784
1059,-0.5221324397588091
1060,0.1972697934336025
1061,-0.15848218791803756
1062,-0.05437571107010768
1063,-0.5048593498839269
1064,-0.2990495974443383
1065,0.4183683357026806
1066,-0.4245964514786372
1067,0.05120531529845162
1068,-0.1276369936339531
1069,-0.299450467325577
1070,-0.16019764666495118
1071,0.011342712183760524
1072,-0.028073708650292385
1073,-0.19023039241676962
1074,-0.03564076469177151
1075,0.21597180364813187
1076,0.04563439843881273
1077,-0.031003194243099445
1078,-0.24986093692527958
1079,0.38001247591672926
1080,-0.12120009435839284
1081,-0.3334515436528791
1082,0.1380028382168817
1083,0.23501786472640732
1084,-0.04741751156120424
1085,-0.11341160688173908
1086,0.04508069889326024
1087,-0.1511556911748215
1088,-0.3208689879110856
1089,-0.18814128169326644
1090,-0.3883770547190676
1091,-0.350368210918592
1092,-0.10390050323170665
1093,-0.361803074349373
1094,-0.23936499820249893
1095,-0.5313167719757509
1096,0.09240534000411946
1097,-0.09933263033646439
1098,-0.17716780583213576
1099,-0.1934236644697118
1100,-0.27786144434343857
1101,-0.23706438894395715
1102,-0.1905425511481725
1103,-0.23685440236116503
1104,-0.23965048710866388
1105,0.26234044995810585
1106,0.18451866174442288
1107,-0.4249148088567859
1108,-0.07699502357858119
1109,-0.44308769219179894
1110,0.18694469052135873
1111,0.008308969769117392
1112,-0.02335324083832114
1113,0.015849183311095513
1114,0.38242032147508054
1115,-0.11051093604798555
1116,-0.318153373485217
1117,-0.06080580694307578
1118,-0.05051206368340964
1119,-0.2248545052711537
1120,-0.1297905412619937
1121,0.01306351597313127
1122,0.24892421549784646
1123,-0.1881645754747308
1124,-0.2349184585225762
1125,0.017150786625539104
1126,-0.2542598498809813
1127,-0.21164461782722938
1128,-0.18844108949409188
1129,-0.05012156676850916
1130,0.2359511200590716
1131,-0.24256714286603537
1132,-0.12937896021933093
1133,-0.3072518643966562
1134,0.0816410874238383
1135,-0.2150478549779989
1136,-0.22047766221969967
1137,-0.1888125897435955
1138,0.007468692138909906
1139,-0.15919593223850578
1140,0.036156655606582606
1141,-0.15249038072428786
1142,0.1338703222887654
1143,0.10770863191241745
1144,-0.20466272467879018
1145,-0.23426117011325842
1146,0.08406150790832509
1147,0.017976576383428148
1148,-0.17727093334530314
1149,-0.04395505399347213
1150,-0.02609360306675525
1151,-0.1884346489527717
1152,-0.24059839899280677
1153,-0.0013601237735271917
1154,-0.32492390616546707
1155,-0.22860093873039716
1156,-0.23524481649904463
1157,0.01681211808551803
1158,0.42063056810710314
1159,0.06876538104249595
1160,-0.4253427893139972
1161,-0.08390477375626963
1162,-0.1418903946214689
1163,0.2991718675274204
1164,0.43019174970776575
1165,0.25254052517613035
1166,0.23210644711527822
1167,0.15854019787662355
1168,-0.3484533717317689
1169,-0.02682290697997
1170,-0.1740135340472135
1171,-0.19426770974040353
1172,-0.18207262103451147
1173,-0.17655947671393563
1174,-0.13572612441347495
1175,-0.1763321585402109
1176,-0.10425629304719228
