scenario_id,scenario,modality_combination,missing_rate_percent,missing_rate_target,position,runtime_seconds,accuracy,macro_f1,weighted_f1,mae,pearson,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive,composite_score,task_loss,weight_text,missing_region_weight_text,weight_audio,missing_region_weight_audio,weight_vision,missing_region_weight_vision
11,T_40_Middle,T,40,0.4,Middle,0.45983362197875977,0.5824175824175825,0.577165450702167,0.5939196420854056,0.6058483719825745,0.6093484502013564,0.5194174757281553,0.657608695652174,0.5798816568047337,0.5831062670299727,0.49287169042769857,0.6555183946488294,0.8334164023399353,0.34972327947616577,0.6065821647644043,0.6417455064983952,1.376366057238736,0.43142276867945767,0.4003827991667199,0.28759738839386817,,0.28097984866059744,
12,T_40_Tail,T,40,0.4,Tail,0.45816683769226074,0.5604395604395604,0.5528270806790799,0.5715416393665409,0.6068673133850098,0.611876601642166,0.5048543689320388,0.592391304347826,0.5769230769230769,0.5591397849462365,0.4589473684210526,0.6403940886699507,0.8013797402381897,0.3584015965461731,0.6235777735710144,0.6307135345747841,1.3787642560162388,0.4336432878208795,0.4105145583703337,0.28586103272637714,,0.28049568436753475,
13,T_50_Head,T,50,0.5,Head,0.4688427448272705,0.5686813186813187,0.5569261542695059,0.5775299078762689,0.6267366409301758,0.570309662402132,0.4174757281553398,0.6902173913043478,0.5946745562130178,0.5165165165165165,0.49416342412451364,0.6600985221674877,0.8966336846351624,0.32390645146369934,0.6270974278450012,0.6217512304273911,1.4197923822717353,0.41909172249782334,0.39318628109960113,0.29389692146378266,,0.2870113576766578,
14,T_50_Middle,T,50,0.5,Middle,0.4655721187591553,0.5535714285714286,0.5446756861067266,0.5635821866452833,0.618810772895813,0.581252989105632,0.4077669902912621,0.6847826086956522,0.5710059171597633,0.5169230769230769,0.4790874524714829,0.6380165289256199,0.9017086625099182,0.31625497341156006,0.6110987067222595,0.6183074615379623,1.4165207684695065,0.42266193674131347,0.39739829598599846,0.2919639659485951,,0.2853740866613767,
15,T_50_Tail,T,50,0.5,Tail,0.46016573905944824,0.5398351648351648,0.5285002238104128,0.5502382869240525,0.6382224559783936,0.5573877156298968,0.42718446601941745,0.592391304347826,0.5798816568047337,0.5072046109510087,0.4439918533604888,0.6343042071197411,0.9009088277816772,0.3460384011268616,0.6371824741363525,0.6032455714040025,1.450584270141937,0.42629514058977075,0.4071088042440294,0.28962527801992044,,0.2840795854859683,
16,A_10_Head,A,10,0.1,Head,0.4615163803100586,0.625,0.6143334242143818,0.6320902034829563,0.6033436059951782,0.6593249132311144,0.6747572815533981,0.5652173913043478,0.6272189349112426,0.6525821596244131,0.49760765550239233,0.6928104575163399,0.7260822057723999,0.4471706748008728,0.6135555505752563,0.6743859505284425,1.3484547308513097,0.4546361378085493,,0.2781659315296425,0.29149258086870905,0.2671979363957316,
17,A_10_Middle,A,10,0.1,Middle,0.45862460136413574,0.6318681318681318,0.6215896345348012,0.6391041836571999,0.6026114225387573,0.6610972080874751,0.6796116504854369,0.5815217391304348,0.6301775147928994,0.6557377049180327,0.5095238095238095,0.6995073891625616,0.7204579710960388,0.4460447132587433,0.6160194277763367,0.6784211250777056,1.3450055842871194,0.4555259968350316,,0.2765619164504333,0.2912094493291368,0.26791208753366696,
18,A_10_Tail,A,10,0.1,Tail,0.4613831043243408,0.6277472527472527,0.6167788122565593,0.6349381413042059,0.6042087078094482,0.6604349216076969,0.6747572815533981,0.5652173913043478,0.6331360946745562,0.6556603773584906,0.49760765550239233,0.6970684039087948,0.7265656590461731,0.4536532461643219,0.6115953922271729,0.6758895210020899,1.3480860623684559,0.45316523903553285,,0.28034856827801224,0.2824261577558318,0.26648618285687203,
19,A_20_Head,A,20,0.2,Head,0.4681720733642578,0.6263736263736264,0.6161168316673581,0.6331801606759012,0.6031386256217957,0.659040588072534,0.6844660194174758,0.5652173913043478,0.6242603550295858,0.6588785046728972,0.4988009592326139,0.690671031096563,0.7234989404678345,0.4401364028453827,0.6185177564620972,0.67512120939323,1.3492375507459535,0.45425335091788904,,0.2787171278436066,0.2911934256394066,0.2670295261532958,
20,A_20_Middle,A,20,0.2,Middle,0.45995211601257324,0.6291208791208791,0.6187985038339264,0.6362468245678724,0.6023903489112854,0.6614607701983719,0.6796116504854369,0.5760869565217391,0.6272189349112426,0.6542056074766355,0.5059665871121718,0.6962233169129721,0.719569206237793,0.44347214698791504,0.6174852848052979,0.6771458425456873,1.344289122047005,0.4546516587198203,,0.2779836279910241,0.29225580503982074,0.2673647206613427,
21,A_20_Tail,A,20,0.2,Tail,0.463670015335083,0.635989010989011,0.6240014963271423,0.6426855157703012,0.6037132143974304,0.6614676062436335,0.6796116504854369,0.5706521739130435,0.6449704142011834,0.6557377049180327,0.5084745762711864,0.7077922077922078,0.7269145846366882,0.4504872262477875,0.6120389103889465,0.6800550938568275,1.345576333475637,0.4513486878974821,,0.28325787905282873,0.28860526129583436,0.26539343632621676,
22,A_30_Head,A,30,0.3,Head,2.2767529487609863,0.6181318681318682,0.6078861627462224,0.6252223055569923,0.6032161712646484,0.6590644905657789,0.6699029126213593,0.5597826086956522,0.6183431952662722,0.647887323943662,0.4916467780429594,0.6841243862520459,0.7245969176292419,0.4344874620437622,0.6210907697677612,0.6710026160889133,1.3510641606299432,0.45430681729536854,,0.27855053607399227,0.2905453253803651,0.26714264253497966,
23,A_30_Middle,A,30,0.3,Middle,1.5631585121154785,0.6277472527472527,0.6167164145792513,0.6347786626125316,0.6023091673851013,0.6609758742627714,0.6844660194174758,0.5597826086956522,0.6301775147928994,0.6588785046728972,0.4951923076923077,0.696078431372549,0.7186878323554993,0.44226372241973877,0.6185054183006287,0.6761674547818937,1.3452441482753543,0.4537645749122205,,0.2794684724846648,0.29283527910677515,0.2667669485074552,
24,A_30_Tail,A,30,0.3,Tail,0.6457457542419434,0.6304945054945055,0.6188703834689236,0.6367829534840443,0.602745532989502,0.6624878293152314,0.6844660194174758,0.5597826086956522,0.636094674556213,0.6573426573426573,0.5012165450121655,0.698051948051948,0.7273919582366943,0.44736191630363464,0.6113652586936951,0.6777343851538733,1.3441180462365623,0.44901357711782164,,0.2870333816760954,0.2919186429105496,0.2639530354721597,
25,A_40_Head,A,40,0.4,Head,0.46385622024536133,0.614010989010989,0.6037350775141456,0.621759195739593,0.6045989394187927,0.6590286312084288,0.6650485436893204,0.5543478260869565,0.6153846153846154,0.6447058823529411,0.4834123222748815,0.6830870279146142,0.7264488935470581,0.4350334703922272,0.6226431727409363,0.6688104294818248,1.3528535732856164,0.4541650665198013,,0.2788026214593056,0.2907323951102205,0.2670323103826292,
26,A_40_Middle,A,40,0.4,Middle,0.4643387794494629,0.6304945054945055,0.619453235004362,0.6374039223792892,0.6021053791046143,0.661533702063582,0.6796116504854369,0.5706521739130435,0.6331360946745562,0.6542056074766355,0.5048076923076923,0.6993464052287581,0.718407928943634,0.43922245502471924,0.6198926568031311,0.6776949123818945,1.3450086693187335,0.4527365512696361,,0.28116087517258126,0.2936247306006259,0.26610257028125506,
27,A_40_Tail,A,40,0.4,Tail,0.4673888683319092,0.6304945054945055,0.618843216404192,0.6370024597041484,0.6032252907752991,0.6621837187504279,0.6844660194174758,0.5597826086956522,0.636094674556213,0.6573426573426573,0.5,0.6991869918699187,0.7271830439567566,0.4462421238422394,0.6131354570388794,0.6776115859310063,1.344610646530822,0.4473286424554518,,0.28979404540386533,0.2941165252394981,0.26287731132155095,
28,A_50_Head,A,50,0.5,Head,0.46396350860595703,0.6195054945054945,0.6100253972436306,0.626908652684952,0.604344367980957,0.6603696783515609,0.6699029126213593,0.5706521739130435,0.6153846153846154,0.6494117647058824,0.49645390070921985,0.6842105263157895,0.7260403037071228,0.4343448579311371,0.6227188110351562,0.6721131118600918,1.3535040761088277,0.4534530328378315,,0.2799544462400981,0.2913508354863034,0.26659251846467474,
29,A_50_Middle,A,50,0.5,Middle,0.46256041526794434,0.6291208791208791,0.6179550570712897,0.6353073006426344,0.6030395030975342,0.6613584580196926,0.6796116504854369,0.5652173913043478,0.6331360946745562,0.6542056074766355,0.5048543689320388,0.6948051948051948,0.7174707651138306,0.43835583329200745,0.622947633266449,0.6768553066281708,1.3484227434619442,0.45143981959805973,,0.28321763018771307,0.29431034281283996,0.26534254857596346,
30,A_50_Tail,A,50,0.5,Tail,0.4622621536254883,0.6263736263736264,0.6138210955049797,0.6318134958624045,0.6036585569381714,0.6619449529657522,0.6893203883495146,0.5380434782608695,0.636094674556213,0.6589327146171694,0.4900990099009901,0.6924315619967794,0.7237253785133362,0.4455040693283081,0.616577684879303,0.6752300389662419,1.3456434731955056,0.4461495463162603,,0.2917201447850367,0.2958107372879479,0.26213030070738397,
31,V_10_Head,V,10,0.1,Head,0.4617338180541992,0.6263736263736264,0.6170278630378873,0.6335389096203901,0.6068257093429565,0.660135038834056,0.6796116504854369,0.5815217391304348,0.6183431952662722,0.6542056074766355,0.5071090047393365,0.6897689768976898,0.7179534435272217,0.45571452379226685,0.6213586330413818,0.6753153229494793,1.3510813804773183,0.45340326402175574,,0.272576325334447,,0.2740204155585887,0.3198866904031283
32,V_10_Middle,V,10,0.1,Middle,0.47271132469177246,0.625,0.6151354277403333,0.632224615483162,0.6044286489486694,0.6610748446958475,0.6747572815533981,0.5760869565217391,0.621301775147929,0.6510538641686182,0.503562945368171,0.6907894736842105,0.7259219288825989,0.45641419291496277,0.6109583973884583,0.6749335140299895,1.348786901641678,0.4537512820397218,,0.2728044093359123,,0.27344430698610206,0.3038946893923452
