scenario_id,scenario,modality_combination,missing_rate_percent,missing_rate_target,position,runtime_seconds,accuracy_r1,macro_f1_r1,weighted_f1,mae_r1,pearson_r1,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive,composite_score,task_loss,weight_text,missing_region_weight_text,weight_audio,missing_region_weight_audio,weight_vision,missing_region_weight_vision,accuracy_q2d_v1,macro_f1_q2d_v1,mae_q2d_v1,pearson_q2d_v1,accuracy_gain_vs_v1,macro_f1_gain_vs_v1,mae_reduction_vs_v1,pearson_gain_vs_v1
1,T_10_Head,T,10,0.1,Head,0.46677088737487793,0.614010989010989,0.6055272828231026,0.6227052393378624,0.5959340333938599,0.6560798425468726,0.6650485436893204,0.5760869565217391,0.6035502958579881,0.6447058823529411,0.49074074074074076,0.6811352253756261,0.7146428823471069,0.41667595505714417,0.6211692094802856,0.6692433591457527,1.3303919650696137,0.45061352848366704,0.41237908726456773,0.277716585257188,,0.2716698706956388,,0.6085164835164835,0.6046519259715569,0.6098181009292603,0.6514983005812958,0.005494505494505586,0.0008753568515457166,0.01388406753540039,0.0045815419655768075
2,T_10_Middle,T,10,0.1,Middle,0.46132493019104004,0.6181318681318682,0.6093411926142777,0.6264250507373307,0.6013769507408142,0.650404274464971,0.6504854368932039,0.5869565217391305,0.6153846153846154,0.6426858513189448,0.5,0.685337726523888,0.7328107357025146,0.42579326033592224,0.6168562769889832,0.6693545879077113,1.3413321408596668,0.4511497944804612,0.4076246666608994,0.27748927042057825,,0.2713609383754882,,0.6153846153846154,0.6128386146424862,0.6082765460014343,0.6423893476937027,0.0027472527472527375,-0.0034974220282085744,0.006899595260620117,0.00801492677126825
3,T_10_Tail,T,10,0.1,Tail,0.4615471363067627,0.6195054945054945,0.6094745935423559,0.6273047367632424,0.6031544208526611,0.6463907508568811,0.6699029126213593,0.5597826086956522,0.621301775147929,0.6540284360189573,0.48699763593380613,0.6873977086743044,0.7268145084381104,0.43237781524658203,0.6207548975944519,0.6685798413217945,1.3462337098278843,0.4520914062604849,0.4217992836461406,0.2766635625280995,,0.27124503121141563,,0.6057692307692307,0.6032134620389096,0.617245614528656,0.6409819230878532,0.013736263736263798,0.0062611315034463155,0.014091193675994873,0.005408827769027957
4,T_20_Head,T,20,0.2,Head,0.4674515724182129,0.6112637362637363,0.6037374588599532,0.6213382533816832,0.5998527407646179,0.6420190075426359,0.6213592233009708,0.6086956521739131,0.606508875739645,0.628992628992629,0.49888641425389757,0.6833333333333333,0.7392274141311646,0.39762112498283386,0.6249991059303284,0.6642673222695299,1.3359523186316857,0.44244543021908384,0.40491419208735985,0.28191319867626186,,0.2756413760194457,,0.6112637362637363,0.6077772449560118,0.6171684861183167,0.6383601068111846,0.0,-0.004039786096058595,0.01731574535369873,0.0036589007314512534
5,T_20_Middle,T,20,0.2,Middle,0.4626486301422119,0.6085164835164835,0.6001892648099135,0.6168776508251566,0.6048083305358887,0.6308538944104138,0.6019417475728155,0.6086956521739131,0.6124260355029586,0.6184538653366584,0.5056433408577878,0.6764705882352942,0.7747556567192078,0.3986167013645172,0.613477349281311,0.6594892164728786,1.351959215415703,0.44610644031907193,0.4055010753463071,0.2800952599287699,,0.2737982964756306,,0.6071428571428571,0.6062231792111109,0.6162890791893005,0.6262143332947353,0.0013736263736263687,-0.006033914401197382,0.011480748653411865,0.004639561115678537
6,T_20_Tail,T,20,0.2,Tail,0.4592783451080322,0.6002747252747253,0.5902199615472445,0.6084212734433543,0.6044611930847168,0.6366661703175405,0.616504854368932,0.5597826086956522,0.6124260355029586,0.6195121951219512,0.4790697674418605,0.672077922077922,0.7243258357048035,0.4149303436279297,0.6345840692520142,0.6564184481944845,1.3501168699054928,0.44719674911318813,0.41754202580994554,0.27912422165431405,,0.2736790218603107,,0.5865384615384616,0.5852811777463947,0.6193830966949463,0.641916474243867,0.013736263736263687,0.0049387838008498886,0.014921903610229492,-0.005250303926326527
7,T_30_Head,T,30,0.3,Head,0.45943498611450195,0.6016483516483516,0.5951101737566983,0.6123519665566065,0.6086264848709106,0.6183688554481288,0.5825242718446602,0.6195652173913043,0.6035502958579881,0.6185567010309279,0.4935064935064935,0.6732673267326733,0.7918524742126465,0.37146830558776855,0.6260600686073303,0.6530629714740521,1.3517182633117004,0.4351285902092532,0.4004262809637842,0.2856477045669867,,0.2792237068620239,,0.5975274725274725,0.5943284571866885,0.6304464936256409,0.6182552774483939,0.004120879120879106,0.000781716570009805,0.021820008754730225,0.00011357799973488181
8,T_30_Middle,T,30,0.3,Middle,0.45824694633483887,0.5975274725274725,0.5909674305023143,0.6076429278192631,0.6055840253829956,0.6210755161719578,0.5728155339805825,0.6304347826086957,0.5946745562130178,0.6051282051282051,0.5,0.6677740863787376,0.79408198595047,0.3727883994579315,0.6174296736717224,0.6519272693518532,1.359761500096583,0.43964915964668444,0.40352657401738073,0.2833875771215962,,0.2769632632317194,,0.5906593406593407,0.5912310386919027,0.6228823065757751,0.6125354345955539,0.006868131868131844,-0.0002636081895884823,0.01729828119277954,0.008540081576403846
9,T_30_Tail,T,30,0.3,Tail,0.46187400817871094,0.5947802197802198,0.5857350037708446,0.6046132841676646,0.6015705466270447,0.6305571908767619,0.5679611650485437,0.5869565217391305,0.6153846153846154,0.6062176165803109,0.4789356984478936,0.6720516962843296,0.7450998425483704,0.38568976521492004,0.6316149830818176,0.6526372247213695,1.3463994303902427,0.44037149636971223,0.41379886913418534,0.28248437361730533,,0.2771441144494763,,0.5769230769230769,0.5753163682693884,0.6214076280593872,0.6379244190452973,0.017857142857142905,0.010418635501456275,0.01983708143234253,-0.007367228168535411
10,T_40_Head,T,40,0.4,Head,0.46154356002807617,0.5934065934065934,0.5859047958178109,0.6050954623218847,0.6102073192596436,0.6024262377269147,0.5194174757281553,0.6521739130434783,0.606508875739645,0.5863013698630137,0.4948453608247423,0.6765676567656765,0.8306671380996704,0.33991068601608276,0.6229879260063171,0.6445837967995262,1.3650902863387222,0.4276655777498507,0.3966317142928048,0.28950332730067807,,0.28283109822599883,,0.5934065934065934,0.5903116516149921,0.6370858550071716,0.60264228799376,0.0,-0.004406855797181253,0.026878535747528076,-0.00021605026684523576
11,T_40_Middle,T,40,0.4,Middle,0.45983362197875977,0.5824175824175825,0.577165450702167,0.5939196420854056,0.6058483719825745,0.6093484502013564,0.5194174757281553,0.657608695652174,0.5798816568047337,0.5831062670299727,0.49287169042769857,0.6555183946488294,0.8334164023399353,0.34972327947616577,0.6065821647644043,0.6417455064983952,1.376366057238736,0.43142276867945767,0.4003827991667199,0.28759738839386817,,0.28097984866059744,,0.5782967032967034,0.5792219308469307,0.6241261959075928,0.6037370615560392,0.004120879120879106,-0.0020564801447637837,0.01827782392501831,0.0056113886453171835
12,T_40_Tail,T,40,0.4,Tail,0.45816683769226074,0.5604395604395604,0.5528270806790799,0.5715416393665409,0.6068673133850098,0.611876601642166,0.5048543689320388,0.592391304347826,0.5769230769230769,0.5591397849462365,0.4589473684210526,0.6403940886699507,0.8013797402381897,0.3584015965461731,0.6235777735710144,0.6307135345747841,1.3787642560162388,0.4336432878208795,0.4105145583703337,0.28586103272637714,,0.28049568436753475,,0.5769230769230769,0.5739583320394175,0.6274470090866089,0.6227123470413494,-0.016483516483516425,-0.021131251360337555,0.02057969570159912,-0.010835745399183416
13,T_50_Head,T,50,0.5,Head,0.4688427448272705,0.5686813186813187,0.5569261542695059,0.5775299078762689,0.6267366409301758,0.570309662402132,0.4174757281553398,0.6902173913043478,0.5946745562130178,0.5165165165165165,0.49416342412451364,0.6600985221674877,0.8966336846351624,0.32390645146369934,0.6270974278450012,0.6217512304273911,1.4197923822717353,0.41909172249782334,0.39318628109960113,0.29389692146378266,,0.2870113576766578,,0.592032967032967,0.5881189178573182,0.6548550128936768,0.5707353620272972,-0.02335164835164838,-0.03119276358781231,0.028118371963500977,-0.0004256996251652545
14,T_50_Middle,T,50,0.5,Middle,0.4655721187591553,0.5535714285714286,0.5446756861067266,0.5635821866452833,0.618810772895813,0.581252989105632,0.4077669902912621,0.6847826086956522,0.5710059171597633,0.5169230769230769,0.4790874524714829,0.6380165289256199,0.9017086625099182,0.31625497341156006,0.6110987067222595,0.6183074615379623,1.4165207684695065,0.42266193674131347,0.39739829598599846,0.2919639659485951,,0.2853740866613767,,0.570054945054945,0.5718881832482782,0.6326484084129333,0.5906726951049515,-0.016483516483516425,-0.027212497141551606,0.013837635517120361,-0.009419705999319516
15,T_50_Tail,T,50,0.5,Tail,0.46016573905944824,0.5398351648351648,0.5285002238104128,0.5502382869240525,0.6382224559783936,0.5573877156298968,0.42718446601941745,0.592391304347826,0.5798816568047337,0.5072046109510087,0.4439918533604888,0.6343042071197411,0.9009088277816772,0.3460384011268616,0.6371824741363525,0.6032455714040025,1.450584270141937,0.42629514058977075,0.4071088042440294,0.28962527801992044,,0.2840795854859683,,0.5590659340659341,0.5572130712465592,0.6528968214988708,0.5769634617759145,-0.019230769230769273,-0.028712847436146327,0.014674365520477295,-0.01957574614601776
16,A_10_Head,A,10,0.1,Head,0.4615163803100586,0.625,0.6143334242143818,0.6320902034829563,0.6033436059951782,0.6593249132311144,0.6747572815533981,0.5652173913043478,0.6272189349112426,0.6525821596244131,0.49760765550239233,0.6928104575163399,0.7260822057723999,0.4471706748008728,0.6135555505752563,0.6743859505284425,1.3484547308513097,0.4546361378085493,,0.2781659315296425,0.29149258086870905,0.2671979363957316,,0.6085164835164835,0.6062331205719484,0.6035332083702087,0.6553096989834178,0.016483516483516536,0.008100303642433304,0.00018960237503051758,0.004015214247696575
17,A_10_Middle,A,10,0.1,Middle,0.45862460136413574,0.6318681318681318,0.6215896345348012,0.6391041836571999,0.6026114225387573,0.6610972080874751,0.6796116504854369,0.5815217391304348,0.6301775147928994,0.6557377049180327,0.5095238095238095,0.6995073891625616,0.7204579710960388,0.4460447132587433,0.6160194277763367,0.6784211250777056,1.3450055842871194,0.4555259968350316,,0.2765619164504333,0.2912094493291368,0.26791208753366696,,0.6016483516483516,0.5998065893023875,0.6019923090934753,0.6565825748691768,0.030219780219780223,0.0217830452324137,-0.0006191134452819824,0.0045146332182982585
18,A_10_Tail,A,10,0.1,Tail,0.4613831043243408,0.6277472527472527,0.6167788122565593,0.6349381413042059,0.6042087078094482,0.6604349216076969,0.6747572815533981,0.5652173913043478,0.6331360946745562,0.6556603773584906,0.49760765550239233,0.6970684039087948,0.7265656590461731,0.4536532461643219,0.6115953922271729,0.6758895210020899,1.3480860623684559,0.45316523903553285,,0.28034856827801224,0.2824261577558318,0.26648618285687203,,0.6057692307692307,0.6029132703670159,0.6040035486221313,0.6559696338396883,0.02197802197802201,0.013865541889543365,-0.00020515918731689453,0.004465287768008586
19,A_20_Head,A,20,0.2,Head,0.4681720733642578,0.6263736263736264,0.6161168316673581,0.6331801606759012,0.6031386256217957,0.659040588072534,0.6844660194174758,0.5652173913043478,0.6242603550295858,0.6588785046728972,0.4988009592326139,0.690671031096563,0.7234989404678345,0.4401364028453827,0.6185177564620972,0.67512120939323,1.3492375507459535,0.45425335091788904,,0.2787171278436066,0.2911934256394066,0.2670295261532958,,0.6057692307692307,0.6041547550981513,0.6019288897514343,0.6548713640218458,0.020604395604395642,0.011962076569206781,-0.0012097358703613281,0.004169224050688203
20,A_20_Middle,A,20,0.2,Middle,0.45995211601257324,0.6291208791208791,0.6187985038339264,0.6362468245678724,0.6023903489112854,0.6614607701983719,0.6796116504854369,0.5760869565217391,0.6272189349112426,0.6542056074766355,0.5059665871121718,0.6962233169129721,0.719569206237793,0.44347214698791504,0.6174852848052979,0.6771458425456873,1.344289122047005,0.4546516587198203,,0.2779836279910241,0.29225580503982074,0.2673647206613427,,0.6002747252747253,0.598280516901527,0.6014606356620789,0.6560747552947785,0.028846153846153855,0.02051798693239948,-0.000929713249206543,0.005386014903593361
21,A_20_Tail,A,20,0.2,Tail,0.463670015335083,0.635989010989011,0.6240014963271423,0.6426855157703012,0.6037132143974304,0.6614676062436335,0.6796116504854369,0.5706521739130435,0.6449704142011834,0.6557377049180327,0.5084745762711864,0.7077922077922078,0.7269145846366882,0.4504872262477875,0.6120389103889465,0.6800550938568275,1.345576333475637,0.4513486878974821,,0.28325787905282873,0.28860526129583436,0.26539343632621676,,0.6043956043956044,0.6023409363745499,0.6031867265701294,0.6566639846573096,0.03159340659340659,0.021660559952592418,-0.0005264878273010254,0.0048036215863239695
22,A_30_Head,A,30,0.3,Head,2.2767529487609863,0.6181318681318682,0.6078861627462224,0.6252223055569923,0.6032161712646484,0.6590644905657789,0.6699029126213593,0.5597826086956522,0.6183431952662722,0.647887323943662,0.4916467780429594,0.6841243862520459,0.7245969176292419,0.4344874620437622,0.6210907697677612,0.6710026160889133,1.3510641606299432,0.45430681729536854,,0.27855053607399227,0.2905453253803651,0.26714264253497966,,0.6057692307692307,0.6044602514264904,0.5998108983039856,0.6553865036582738,0.01236263736263743,0.0034259113197320223,-0.003405272960662842,0.003677986907505093
23,A_30_Middle,A,30,0.3,Middle,1.5631585121154785,0.6277472527472527,0.6167164145792513,0.6347786626125316,0.6023091673851013,0.6609758742627714,0.6844660194174758,0.5597826086956522,0.6301775147928994,0.6588785046728972,0.4951923076923077,0.696078431372549,0.7186878323554993,0.44226372241973877,0.6185054183006287,0.6761674547818937,1.3452441482753543,0.4537645749122205,,0.2794684724846648,0.29283527910677515,0.2667669485074552,,0.6016483516483516,0.5993832689574298,0.6015740036964417,0.6553879554053926,0.026098901098901117,0.017333145621821533,-0.000735163688659668,0.005587918857378749
24,A_30_Tail,A,30,0.3,Tail,0.6457457542419434,0.6304945054945055,0.6188703834689236,0.6367829534840443,0.602745532989502,0.6624878293152314,0.6844660194174758,0.5597826086956522,0.636094674556213,0.6573426573426573,0.5012165450121655,0.698051948051948,0.7273919582366943,0.44736191630363464,0.6113652586936951,0.6777343851538733,1.3441180462365623,0.44901357711782164,,0.2870333816760954,0.2919186429105496,0.2639530354721597,,0.5989010989010989,0.5976735739024437,0.6025729179382324,0.6569299287550714,0.03159340659340659,0.021196809566479957,-0.00017261505126953125,0.005557900560160034
25,A_40_Head,A,40,0.4,Head,0.46385622024536133,0.614010989010989,0.6037350775141456,0.621759195739593,0.6045989394187927,0.6590286312084288,0.6650485436893204,0.5543478260869565,0.6153846153846154,0.6447058823529411,0.4834123222748815,0.6830870279146142,0.7264488935470581,0.4350334703922272,0.6226431727409363,0.6688104294818248,1.3528535732856164,0.4541650665198013,,0.2788026214593056,0.2907323951102205,0.2670323103826292,,0.6002747252747253,0.5995183294604782,0.6001802682876587,0.6545949052952017,0.013736263736263798,0.004216748053667341,-0.004418671131134033,0.0044337259132271045
26,A_40_Middle,A,40,0.4,Middle,0.4643387794494629,0.6304945054945055,0.619453235004362,0.6374039223792892,0.6021053791046143,0.661533702063582,0.6796116504854369,0.5706521739130435,0.6331360946745562,0.6542056074766355,0.5048076923076923,0.6993464052287581,0.718407928943634,0.43922245502471924,0.6198926568031311,0.6776949123818945,1.3450086693187335,0.4527365512696361,,0.28116087517258126,0.2936247306006259,0.26610257028125506,,0.5989010989010989,0.5967053488061892,0.6006461977958679,0.654992756290597,0.03159340659340659,0.022747886198172806,-0.0014591813087463379,0.0065409457729850295
27,A_40_Tail,A,40,0.4,Tail,0.4673888683319092,0.6304945054945055,0.618843216404192,0.6370024597041484,0.6032252907752991,0.6621837187504279,0.6844660194174758,0.5597826086956522,0.636094674556213,0.6573426573426573,0.5,0.6991869918699187,0.7271830439567566,0.4462421238422394,0.6131354570388794,0.6776115859310063,1.344610646530822,0.4473286424554518,,0.28979404540386533,0.2941165252394981,0.26287731132155095,,0.6002747252747253,0.5987800935200815,0.6024479866027832,0.6563385252214889,0.030219780219780223,0.020063122884110496,-0.0007773041725158691,0.0058451935289389745
28,A_50_Head,A,50,0.5,Head,0.46396350860595703,0.6195054945054945,0.6100253972436306,0.626908652684952,0.604344367980957,0.6603696783515609,0.6699029126213593,0.5706521739130435,0.6153846153846154,0.6494117647058824,0.49645390070921985,0.6842105263157895,0.7260403037071228,0.4343448579311371,0.6227188110351562,0.6721131118600918,1.3535040761088277,0.4534530328378315,,0.2799544462400981,0.2913508354863034,0.26659251846467474,,0.6002747252747253,0.6001497965595058,0.5988118648529053,0.6546372888615919,0.019230769230769273,0.009875600684124741,-0.005532503128051758,0.005732389489969014
29,A_50_Middle,A,50,0.5,Middle,0.46256041526794434,0.6291208791208791,0.6179550570712897,0.6353073006426344,0.6030395030975342,0.6613584580196926,0.6796116504854369,0.5652173913043478,0.6331360946745562,0.6542056074766355,0.5048543689320388,0.6948051948051948,0.7174707651138306,0.43835583329200745,0.622947633266449,0.6768553066281708,1.3484227434619442,0.45143981959805973,,0.28321763018771307,0.29431034281283996,0.26534254857596346,,0.6057692307692307,0.6032037699454369,0.5996749997138977,0.6546959801519895,0.02335164835164838,0.01475128712585283,-0.0033645033836364746,0.0066624778677031316
30,A_50_Tail,A,50,0.5,Tail,0.4622621536254883,0.6263736263736264,0.6138210955049797,0.6318134958624045,0.6036585569381714,0.6619449529657522,0.6893203883495146,0.5380434782608695,0.636094674556213,0.6589327146171694,0.4900990099009901,0.6924315619967794,0.7237253785133362,0.4455040693283081,0.616577684879303,0.6752300389662419,1.3456434731955056,0.4461495463162603,,0.2917201447850367,0.2958107372879479,0.26213030070738397,,0.6002747252747253,0.599092427292086,0.6011713743209839,0.6563250794008032,0.026098901098901117,0.014728668212893647,-0.0024871826171875,0.005619873564948974
31,V_10_Head,V,10,0.1,Head,0.4617338180541992,0.6263736263736264,0.6170278630378873,0.6335389096203901,0.6068257093429565,0.660135038834056,0.6796116504854369,0.5815217391304348,0.6183431952662722,0.6542056074766355,0.5071090047393365,0.6897689768976898,0.7179534435272217,0.45571452379226685,0.6213586330413818,0.6753153229494793,1.3510813804773183,0.45340326402175574,,0.272576325334447,,0.2740204155585887,0.3198866904031283,0.6071428571428571,0.6051706060744184,0.6034820675849915,0.6560204452207024,0.019230769230769273,0.011857256963468843,-0.003343641757965088,0.004114593613353645
