split,accuracy,macro_f1,weighted_f1,mae,pearson,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive,composite_score,task_loss,weight_text,missing_region_weight_text,weight_audio,missing_region_weight_audio,weight_vision,missing_region_weight_vision
valid,0.6277472527472527,0.617581362119397,0.6351790680192778,0.6042718887329102,0.6600244325667375,0.6699029126213593,0.5815217391304348,0.6272189349112426,0.6494117647058824,0.5071090047393365,0.6962233169129721,0.7224555015563965,0.4513266980648041,0.6155030131340027,0.6759822711306043,1.3473579909775284,0.4567413362843401,,0.2746048268520297,,0.2686538352253664,
test,0.656121045392022,0.6316177226932365,0.6635040538542425,0.6496555805206299,0.6851298946023325,0.7342995169082126,0.5189873417721519,0.6712707182320442,0.7053364269141531,0.4619718309859155,0.7275449101796407,0.8073779344558716,0.5050525665283203,0.6225804090499878,0.6890792006285119,1.3537258354145034,0.45615118481876016,,0.27765645475063067,,0.2661923637642241,
