missing_rate_percent,accuracy_gain,macro_f1_gain,weighted_f1_gain,pearson_gain,mae_reduction
10,0.007326007326007337,0.006528481441691442,0.007158741146818619,0.024234113285544652,0.011737366517384848
20,0.00518925518925522,0.0039124398100754965,0.0047154666801543475,0.0220528458629584,0.010353320174747042
30,0.001526251526251558,0.00041734800026419866,0.0013335009693815254,0.019905760083852957,0.008634838793012831
40,0.008699633699633743,0.007307542901202761,0.00823166162868838,0.0181155235707215,0.008400791221194796
50,0.0071733821733822095,0.005576916697416988,0.006944197736519035,0.016864831788140786,0.009927690029144287
