scenario_id,scenario,modality_combination,missing_rate_percent,missing_rate_target,position,runtime_seconds,accuracy,macro_f1,weighted_f1,mae,pearson,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive,composite_score,task_loss,weight_text,missing_region_weight_text,weight_audio,missing_region_weight_audio,weight_vision,missing_region_weight_vision
1,T_10_Head,T,10,0.1,Head,0.46135950088500977,0.6112637362637363,0.6060462589630048,0.620649681426248,0.5761399269104004,0.6698592629618324,0.6650485436893204,0.5978260869565217,0.5857988165680473,0.657074340527578,0.49327354260089684,0.6677908937605397,0.701421320438385,0.34924519062042236,0.6233018040657043,0.6737806539712767,1.2548021575906774,0.5073852260557653,0.43419287793307126,0.2501564378105624,,0.24245834186759557,
2,T_10_Middle,T,10,0.1,Middle,0.4613199234008789,0.6126373626373627,0.6061125337086296,0.6208417275335119,0.5827000141143799,0.6617491392321171,0.6699029126213593,0.5869565217391305,0.591715976331361,0.6540284360189573,0.4954128440366973,0.6688963210702341,0.7168588042259216,0.3537374436855316,0.625576913356781,0.6715664243849957,1.2637310840271332,0.5070565133384556,0.4255782390738132,0.25028610147578995,,0.24265737781356736,
3,T_10_Tail,T,10,0.1,Tail,0.46200084686279297,0.6153846153846154,0.6071893942589365,0.6225479873019597,0.5846772789955139,0.6585856982883123,0.6941747572815534,0.5543478260869565,0.6005917159763313,0.6682242990654206,0.48226950354609927,0.6710743801652893,0.7114431262016296,0.3641020655632019,0.6274939775466919,0.6715668204000066,1.272619868372823,0.5132977070152082,0.44283685225323155,0.24703675102772876,,0.23966554932925024,
4,T_20_Head,T,20,0.2,Head,0.4596877098083496,0.5989010989010989,0.5969658139469459,0.6101145370013294,0.5847445130348206,0.6564974554421799,0.6262135922330098,0.6521739130434783,0.5532544378698225,0.6339066339066339,0.5031446540880503,0.6538461538461539,0.7286907434463501,0.3322574198246002,0.6344625353813171,0.6643623826529877,1.2674785931031782,0.49526790285509803,0.4223716613279289,0.2563653626051844,,0.24836672716753047,
5,T_20_Middle,T,20,0.2,Middle,0.4601461887359619,0.5975274725274725,0.5936734996371578,0.6083954390525592,0.5925870537757874,0.6405041907948006,0.6359223300970874,0.625,0.5591715976331361,0.6267942583732058,0.4956896551724138,0.6585365853658537,0.7399669885635376,0.3326807916164398,0.64425128698349,0.6585440362585422,1.283714730660994,0.49468068193923465,0.4217100590267973,0.25654999493579894,,0.24876932230583454,
6,T_20_Tail,T,20,0.2,Tail,0.4586923122406006,0.5961538461538461,0.5901044670652514,0.603828900516037,0.5933930277824402,0.6512448142516473,0.6844660194174758,0.5489130434782609,0.5680473372781065,0.6573426573426573,0.4675925925925926,0.6453781512605042,0.7054036259651184,0.3489842712879181,0.6581771373748779,0.6599263628858162,1.2815740265689053,0.5012288616787397,0.4346009158705133,0.25308776603176125,,0.2456833763851586,
7,T_30_Head,T,30,0.3,Head,0.45719265937805176,0.592032967032967,0.5925312288385899,0.6039765455379694,0.6000410914421082,0.6298770072102461,0.616504854368932,0.6739130434782609,0.5325443786982249,0.635,0.5020242914979757,0.6405693950177936,0.7737587690353394,0.31046783924102783,0.6518033146858215,0.6536068764836084,1.2923155721727309,0.48237012224645864,0.4164777560957271,0.2629306884136532,,0.2546991778720416,
8,T_30_Middle,T,30,0.3,Middle,0.4649968147277832,0.592032967032967,0.5931868294479113,0.6030552234665987,0.5997918248176575,0.6293222839426075,0.6310679611650486,0.6793478260869565,0.5207100591715976,0.6403940886699507,0.5060728744939271,0.6330935251798561,0.7479738593101501,0.3147391378879547,0.664656400680542,0.6536528680377334,1.2999843804390876,0.48127202678448605,0.41839422573700796,0.26331844661582404,,0.2554095265996899,
9,T_30_Tail,T,30,0.3,Tail,0.46008801460266113,0.5769230769230769,0.5759590593713817,0.5865150985327018,0.5964019298553467,0.6406128222780971,0.6650485436893204,0.5815217391304348,0.5207100591715976,0.6492890995260664,0.46320346320346323,0.6153846153846154,0.7213186621665955,0.32358628511428833,0.6687842607498169,0.64867357882186,1.2908418506056398,0.48813092455168716,0.42952462989917267,0.259638095173376,,0.25223098191320065,
10,T_40_Head,T,40,0.4,Head,0.4626340866088867,0.5906593406593407,0.5923569788548692,0.6019416336845743,0.6133733987808228,0.6091985305863948,0.5922330097087378,0.7228260869565217,0.5177514792899408,0.6256410256410256,0.5185185185185185,0.6329113924050633,0.8030503392219543,0.2961328327655792,0.6704704761505127,0.6469392626267493,1.3151146527175064,0.46913151887447657,0.4121820726838431,0.26963590065348114,,0.26123257637638275,
11,T_40_Middle,T,40,0.4,Middle,0.46273231506347656,0.5782967032967034,0.5822474620250077,0.5897600055197739,0.6138603091239929,0.6101029664334502,0.6067961165048543,0.7065217391304348,0.4911242603550296,0.6345177664974619,0.5019305019305019,0.6102941176470589,0.7760204076766968,0.3023435175418854,0.6846120357513428,0.6415067571784576,1.3238566602979387,0.46729268898696685,0.41412690735477153,0.27038925298683014,,0.262318058026203,
12,T_40_Tail,T,40,0.4,Tail,2.8602099418640137,0.5673076923076923,0.5675710629704523,0.576866274943325,0.6127064824104309,0.6154875475804672,0.6359223300970874,0.6086956521739131,0.5029585798816568,0.6282973621103117,0.47157894736842104,0.6028368794326241,0.7534942626953125,0.30852198600769043,0.6924924850463867,0.6365327021804503,1.3272830365778325,0.47505971078379156,0.42563180922183014,0.2662068662506228,,0.25873342460384946,
13,T_50_Head,T,50,0.5,Head,0.9135689735412598,0.554945054945055,0.5571780168891642,0.5658224830438862,0.6386943459510803,0.5689959442878829,0.5145631067961165,0.7608695652173914,0.46745562130177515,0.5698924731182796,0.5054151624548736,0.5962264150943396,0.842925488948822,0.29293176531791687,0.7024479508399963,0.6170552252012689,1.3606894959460247,0.4539049692053587,0.40773153506250825,0.2773524901373898,,0.2687425521250981,
14,T_50_Middle,T,50,0.5,Middle,0.5010011196136475,0.5494505494505495,0.5552173078021004,0.5607821586364068,0.6324406266212463,0.5727467387587551,0.5388349514563107,0.7554347826086957,0.4437869822485207,0.5951742627345844,0.49466192170818507,0.5758157389635317,0.8112474679946899,0.2799316346645355,0.7153620719909668,0.6166502634510806,1.3597422877510825,0.4520701317667372,0.40959523196964825,0.2780425710843975,,0.2698873028827886,
15,T_50_Tail,T,50,0.5,Tail,0.4800081253051758,0.5274725274725275,0.5316393684902897,0.5399668970738605,0.6400411128997803,0.5690931278012421,0.5679611650485437,0.625,0.44970414201183434,0.5879396984924623,0.444015444015444,0.562962962962963,0.8055113554000854,0.30366164445877075,0.7223102450370789,0.6037144965326998,1.3756329777476553,0.4612376725235952,0.4216211246538766,0.27319225764259236,,0.2655700673764167,
16,A_10_Head,A,10,0.1,Head,0.4605062007904053,0.6167582417582418,0.6073916083420904,0.6241361801313184,0.5772551894187927,0.6710604371069664,0.6650485436893204,0.5597826086956522,0.6183431952662722,0.6555023923444976,0.48699763593380613,0.6796747967479675,0.7055984139442444,0.39114150404930115,0.6003504991531372,0.6756979726835919,1.268501266018375,0.5178641920722501,,0.24859792878501324,0.282678432544405,0.23353788323839617,
17,A_10_Middle,A,10,0.1,Middle,0.4665060043334961,0.6153846153846154,0.6060114909490459,0.6223965992671375,0.5752851963043213,0.6728720293773564,0.6601941747572816,0.5652173913043478,0.6153846153846154,0.6476190476190476,0.4928909952606635,0.6775244299674267,0.7005429863929749,0.38879403471946716,0.6004664301872253,0.6756266009023943,1.2657452376334222,0.5192880988863371,,0.2464399151416047,0.2646892659334957,0.23427197122768395,
18,A_10_Tail,A,10,0.1,Tail,0.46602320671081543,0.6208791208791209,0.6103482076914495,0.6279955348394138,0.5763781070709229,0.673031486850046,0.6650485436893204,0.5543478260869565,0.6301775147928994,0.657074340527578,0.48687350835322196,0.6870967741935484,0.7048290371894836,0.39327147603034973,0.5977708101272583,0.6780331949325772,1.2676105800565782,0.5167013982961637,,0.2503230918342012,0.2886694634808656,0.23297549840178847,
19,A_20_Head,A,20,0.2,Head,0.46273159980773926,0.614010989010989,0.6051917740019195,0.6215569191842304,0.5779377222061157,0.6702729821597762,0.6650485436893204,0.5597826086956522,0.6124260355029586,0.6555023923444976,0.48470588235294115,0.6753670473083198,0.7059692740440369,0.38956376910209656,0.6024534702301025,0.6742074594426615,1.26922131894709,0.5165172279559417,,0.25056398542034336,0.2756489152410423,0.23291878334718735,
20,A_20_Middle,A,20,0.2,Middle,0.46503114700317383,0.6195054945054945,0.6107418686912175,0.6270955304282412,0.5754742622375488,0.6727285535931334,0.6601941747572816,0.5760869565217391,0.6183431952662722,0.6538461538461539,0.4964871194379391,0.6818923327895595,0.6994935274124146,0.38921910524368286,0.6012818217277527,0.6777877906776656,1.2657692655102237,0.5170376519417594,,0.2496921653165975,0.2660014059329767,0.23327017455032412,
21,A_20_Tail,A,20,0.2,Tail,0.46199989318847656,0.6181318681318682,0.6074199179677872,0.6255796029616391,0.5764949321746826,0.6731772385383152,0.6553398058252428,0.5543478260869565,0.6301775147928994,0.6506024096385542,0.4845605700712589,0.6870967741935484,0.706919252872467,0.3915710151195526,0.5976741909980774,0.6766410118116024,1.2675247532980782,0.5138523723527754,,0.2545022552863759,0.2806195485065261,0.23164537563737636,
22,A_30_Head,A,30,0.3,Head,0.4636573791503906,0.6112637362637363,0.6045334593721691,0.6191672412427464,0.5792738795280457,0.6695428131787738,0.6601941747572816,0.5815217391304348,0.5976331360946746,0.6538461538461539,0.4930875576036866,0.6666666666666666,0.708442747592926,0.38963180780410767,0.6037867665290833,0.673062178909666,1.2701672433496831,0.5150620728980735,,0.2526893288069896,0.2731420462239003,0.23224860239059647,
23,A_30_Middle,A,30,0.3,Middle,0.4645657539367676,0.6195054945054945,0.6116200866105556,0.6270837032699551,0.5756769180297852,0.6719437038004252,0.6601941747572816,0.5869565217391305,0.6124260355029586,0.6538461538461539,0.5023255813953489,0.6786885245901639,0.700093686580658,0.3886203467845917,0.6016785502433777,0.6777942447266367,1.266341432110294,0.5145349877316322,,0.25334331143022687,0.2670268927468609,0.23212170083814102,
24,A_30_Tail,A,30,0.3,Tail,0.46543335914611816,0.6167582417582418,0.6060922297873078,0.6245217625330913,0.5764783024787903,0.6732889170032562,0.6504854368932039,0.5543478260869565,0.6301775147928994,0.648910411622276,0.48226950354609927,0.6870967741935484,0.7114561796188354,0.3884909152984619,0.5965500473976135,0.6759949885973022,1.2665111049190982,0.510032068948416,,0.26006746363788297,0.2793452090023886,0.22990046086064578,
25,A_40_Head,A,40,0.4,Head,0.4656858444213867,0.6126373626373627,0.6063792074947681,0.6204214771395946,0.5801329016685486,0.6690361346012907,0.6553398058252428,0.5978260869565217,0.5946745562130178,0.6490384615384616,0.5034324942791762,0.6666666666666666,0.7117586135864258,0.38942453265190125,0.6037288904190063,0.6736687677109763,1.2709110097570733,0.5129506604876773,,0.25577529356769924,0.2726462795057549,0.23127404512549155,
26,A_40_Middle,A,40,0.4,Middle,0.46236109733581543,0.6167582417582418,0.6091882305980221,0.6243630178078995,0.5755869150161743,0.6716794617627082,0.6553398058252428,0.592391304347826,0.606508875739645,0.6474820143884892,0.5046296296296297,0.6754530477759473,0.7028207182884216,0.386566162109375,0.6009408831596375,0.6764409072783951,1.2660754932152045,0.5115824218776213,,0.2576519100098285,0.2688712751448146,0.23076567384647356,
27,A_40_Tail,A,40,0.4,Tail,0.4619762897491455,0.6222527472527473,0.6132178704294747,0.6302041301462408,0.5767431855201721,0.6728285336774469,0.6504854368932039,0.5869565217391305,0.6242603550295858,0.648910411622276,0.5023255813953489,0.6884176182707994,0.713834285736084,0.38614070415496826,0.5969505310058594,0.6790128557132362,1.2657474737900953,0.5063429446033022,,0.26543443223962665,0.2798296874819931,0.22822261742314787,
28,A_50_Head,A,50,0.5,Head,0.4656946659088135,0.6098901098901099,0.6045138861588898,0.6178299369755876,0.5785137414932251,0.6710884068331101,0.6553398058252428,0.6032608695652174,0.5857988165680473,0.6490384615384616,0.5034013605442177,0.66110183639399,0.710022509098053,0.3890204131603241,0.6015194654464722,0.6731636222627586,1.2687256362412003,0.5097357774717705,,0.2604483698016972,0.273699832063184,0.22981586583264274,
29,A_50_Middle,A,50,0.5,Middle,0.4609999656677246,0.614010989010989,0.6070746306673459,0.6221162068318844,0.5759181976318359,0.6711567348584672,0.6553398058252428,0.592391304347826,0.6005917159763313,0.6490384615384616,0.5,0.6721854304635762,0.7070152759552002,0.3843216001987457,0.6003199219703674,0.6750674054982142,1.2659126074759515,0.5083740706194976,,0.2623264107142033,0.2708700968746395,0.22929952767675005,
30,A_50_Tail,A,50,0.5,Tail,0.4581794738769531,0.6167582417582418,0.6082016091688883,0.625104599527075,0.5768786072731018,0.6719912631484082,0.6407766990291263,0.5869565217391305,0.6183431952662722,0.6439024390243903,0.4976958525345622,0.6830065359477124,0.7156594395637512,0.3852303624153137,0.5966255068778992,0.6761645612461261,1.2649803986916175,0.5025137831065591,,0.27099777952345344,0.28153512367216343,0.2264884398273831,
31,V_10_Head,V,10,0.1,Head,0.46094226837158203,0.6181318681318682,0.6088151582577338,0.6254024630255722,0.5753674507141113,0.673182768370093,0.6650485436893204,0.5652173913043478,0.6183431952662722,0.6539379474940334,0.491725768321513,0.6807817589576547,0.6936798095703125,0.38108572363853455,0.6090227365493774,0.6770851611304145,1.2654720950912643,0.5166957462860429,,0.24046275225068614,,0.24284150555893053,0.2865919378512075
32,V_10_Middle,V,10,0.1,Middle,0.4640941619873047,0.6195054945054945,0.6097079306144982,0.6267004243798057,0.5745376348495483,0.6734929416299379,0.6601941747572816,0.5652173913043478,0.6242603550295858,0.6522781774580336,0.4928909952606635,0.6839546191247974,0.7021717429161072,0.38523757457733154,0.599799633026123,0.6777984554500203,1.2652113267353602,0.5182002949975759,,0.24122846692269365,,0.24057123644146663,0.26865076420197426
33,V_10_Tail,V,10,0.1,Tail,0.4615671634674072,0.6153846153846154,0.6055350027541674,0.6224901913009704,0.5787116885185242,0.6709463676459073,0.6601941747572816,0.5597826086956522,0.6183431952662722,0.6476190476190476,0.48931116389548696,0.6796747967479675,0.7026987671852112,0.39266833662986755,0.6044237017631531,0.6747405224029621,1.2690622832748917,0.5163964191065701,,0.2403712363772467,,0.24323234533531513,0.29189746549438733
34,V_20_Head,V,20,0.2,Head,0.45656609535217285,0.6195054945054945,0.6107418686912175,0.6270955304282412,0.5753769874572754,0.672668846791175,0.6601941747572816,0.5760869565217391,0.6183431952662722,0.6538461538461539,0.4964871194379391,0.6818923327895595,0.6906840205192566,0.3759157061576843,0.6136835813522339,0.6777809702088655,1.265797007214892,0.5139788676158077,,0.23912191196447385,,0.2468992269727737,0.27697254778390906
