scenario_id,scenario,modality_combination,missing_rate_percent,missing_rate_target,position,runtime_seconds,accuracy_r1,macro_f1_r1,weighted_f1,mae_r1,pearson_r1,recall_negative,recall_neutral,recall_positive,f1_negative,f1_neutral,f1_positive,mae_negative,mae_neutral,mae_positive,composite_score,task_loss,weight_text,missing_region_weight_text,weight_audio,missing_region_weight_audio,weight_vision,missing_region_weight_vision,accuracy_q2d_v1,macro_f1_q2d_v1,mae_q2d_v1,pearson_q2d_v1,accuracy_gain_vs_v1,macro_f1_gain_vs_v1,mae_reduction_vs_v1,pearson_gain_vs_v1
11,T_40_Middle,T,40,0.4,Middle,0.46273231506347656,0.5782967032967034,0.5822474620250077,0.5897600055197739,0.6138603091239929,0.6101029664334502,0.6067961165048543,0.7065217391304348,0.4911242603550296,0.6345177664974619,0.5019305019305019,0.6102941176470589,0.7760204076766968,0.3023435175418854,0.6846120357513428,0.6415067571784576,1.3238566602979387,0.46729268898696685,0.41412690735477153,0.27038925298683014,,0.262318058026203,,0.5782967032967034,0.5792219308469307,0.6241261959075928,0.6037370615560392,0.0,0.0030255311780769123,0.010265886783599854,0.006365904877410955
12,T_40_Tail,T,40,0.4,Tail,2.8602099418640137,0.5673076923076923,0.5675710629704523,0.576866274943325,0.6127064824104309,0.6154875475804672,0.6359223300970874,0.6086956521739131,0.5029585798816568,0.6282973621103117,0.47157894736842104,0.6028368794326241,0.7534942626953125,0.30852198600769043,0.6924924850463867,0.6365327021804503,1.3272830365778325,0.47505971078379156,0.42563180922183014,0.2662068662506228,,0.25873342460384946,,0.5769230769230769,0.5739583320394175,0.6274470090866089,0.6227123470413494,-0.009615384615384581,-0.00638726906896514,0.014740526676177979,-0.00722479946088217
13,T_50_Head,T,50,0.5,Head,0.9135689735412598,0.554945054945055,0.5571780168891642,0.5658224830438862,0.6386943459510803,0.5689959442878829,0.5145631067961165,0.7608695652173914,0.46745562130177515,0.5698924731182796,0.5054151624548736,0.5962264150943396,0.842925488948822,0.29293176531791687,0.7024479508399963,0.6170552252012689,1.3606894959460247,0.4539049692053587,0.40773153506250825,0.2773524901373898,,0.2687425521250981,,0.592032967032967,0.5881189178573182,0.6548550128936768,0.5707353620272972,-0.03708791208791207,-0.03094090096815394,0.016160666942596436,-0.0017394177394143284
14,T_50_Middle,T,50,0.5,Middle,0.5010011196136475,0.5494505494505495,0.5552173078021004,0.5607821586364068,0.6324406266212463,0.5727467387587551,0.5388349514563107,0.7554347826086957,0.4437869822485207,0.5951742627345844,0.49466192170818507,0.5758157389635317,0.8112474679946899,0.2799316346645355,0.7153620719909668,0.6166502634510806,1.3597422877510825,0.4520701317667372,0.40959523196964825,0.2780425710843975,,0.2698873028827886,,0.570054945054945,0.5718881832482782,0.6326484084129333,0.5906726951049515,-0.02060439560439553,-0.016670875446177735,0.00020778179168701172,-0.017925956346196315
15,T_50_Tail,T,50,0.5,Tail,0.4800081253051758,0.5274725274725275,0.5316393684902897,0.5399668970738605,0.6400411128997803,0.5690931278012421,0.5679611650485437,0.625,0.44970414201183434,0.5879396984924623,0.444015444015444,0.562962962962963,0.8055113554000854,0.30366164445877075,0.7223102450370789,0.6037144965326998,1.3756329777476553,0.4612376725235952,0.4216211246538766,0.27319225764259236,,0.2655700673764167,,0.5590659340659341,0.5572130712465592,0.6528968214988708,0.5769634617759145,-0.03159340659340659,-0.025573702756269467,0.012855708599090576,-0.007870333974672405
16,A_10_Head,A,10,0.1,Head,0.4605062007904053,0.6167582417582418,0.6073916083420904,0.6241361801313184,0.5772551894187927,0.6710604371069664,0.6650485436893204,0.5597826086956522,0.6183431952662722,0.6555023923444976,0.48699763593380613,0.6796747967479675,0.7055984139442444,0.39114150404930115,0.6003504991531372,0.6756979726835919,1.268501266018375,0.5178641920722501,,0.24859792878501324,0.282678432544405,0.23353788323839617,,0.6085164835164835,0.6062331205719484,0.6035332083702087,0.6553096989834178,0.008241758241758323,0.001158487770141936,0.026278018951416016,0.015750738123548547
17,A_10_Middle,A,10,0.1,Middle,0.4665060043334961,0.6153846153846154,0.6060114909490459,0.6223965992671375,0.5752851963043213,0.6728720293773564,0.6601941747572816,0.5652173913043478,0.6153846153846154,0.6476190476190476,0.4928909952606635,0.6775244299674267,0.7005429863929749,0.38879403471946716,0.6004664301872253,0.6756266009023943,1.2657452376334222,0.5192880988863371,,0.2464399151416047,0.2646892659334957,0.23427197122768395,,0.6016483516483516,0.5998065893023875,0.6019923090934753,0.6565825748691768,0.013736263736263798,0.006204901646658434,0.026707112789154053,0.016289454508179535
18,A_10_Tail,A,10,0.1,Tail,0.46602320671081543,0.6208791208791209,0.6103482076914495,0.6279955348394138,0.5763781070709229,0.673031486850046,0.6650485436893204,0.5543478260869565,0.6301775147928994,0.657074340527578,0.48687350835322196,0.6870967741935484,0.7048290371894836,0.39327147603034973,0.5977708101272583,0.6780331949325772,1.2676105800565782,0.5167013982961637,,0.2503230918342012,0.2886694634808656,0.23297549840178847,,0.6057692307692307,0.6029132703670159,0.6040035486221313,0.6559696338396883,0.015109890109890167,0.007434937324433566,0.027625441551208496,0.017061853010357675
19,A_20_Head,A,20,0.2,Head,0.46273159980773926,0.614010989010989,0.6051917740019195,0.6215569191842304,0.5779377222061157,0.6702729821597762,0.6650485436893204,0.5597826086956522,0.6124260355029586,0.6555023923444976,0.48470588235294115,0.6753670473083198,0.7059692740440369,0.38956376910209656,0.6024534702301025,0.6742074594426615,1.26922131894709,0.5165172279559417,,0.25056398542034336,0.2756489152410423,0.23291878334718735,,0.6057692307692307,0.6041547550981513,0.6019288897514343,0.6548713640218458,0.008241758241758323,0.001037018903768172,0.023991167545318604,0.015401618137930395
20,A_20_Middle,A,20,0.2,Middle,0.46503114700317383,0.6195054945054945,0.6107418686912175,0.6270955304282412,0.5754742622375488,0.6727285535931334,0.6601941747572816,0.5760869565217391,0.6183431952662722,0.6538461538461539,0.4964871194379391,0.6818923327895595,0.6994935274124146,0.38921910524368286,0.6012818217277527,0.6777877906776656,1.2657692655102237,0.5170376519417594,,0.2496921653165975,0.2660014059329767,0.23327017455032412,,0.6002747252747253,0.598280516901527,0.6014606356620789,0.6560747552947785,0.019230769230769273,0.012461351789690545,0.02598637342453003,0.016653798298354894
21,A_20_Tail,A,20,0.2,Tail,0.46199989318847656,0.6181318681318682,0.6074199179677872,0.6255796029616391,0.5764949321746826,0.6731772385383152,0.6553398058252428,0.5543478260869565,0.6301775147928994,0.6506024096385542,0.4845605700712589,0.6870967741935484,0.706919252872467,0.3915710151195526,0.5976741909980774,0.6766410118116024,1.2675247532980782,0.5138523723527754,,0.2545022552863759,0.2806195485065261,0.23164537563737636,,0.6043956043956044,0.6023409363745499,0.6031867265701294,0.6566639846573096,0.013736263736263798,0.005078981593237275,0.026691794395446777,0.016513253881005663
22,A_30_Head,A,30,0.3,Head,0.4636573791503906,0.6112637362637363,0.6045334593721691,0.6191672412427464,0.5792738795280457,0.6695428131787738,0.6601941747572816,0.5815217391304348,0.5976331360946746,0.6538461538461539,0.4930875576036866,0.6666666666666666,0.708442747592926,0.38963180780410767,0.6037867665290833,0.673062178909666,1.2701672433496831,0.5150620728980735,,0.2526893288069896,0.2731420462239003,0.23224860239059647,,0.6057692307692307,0.6044602514264904,0.5998108983039856,0.6553865036582738,0.005494505494505586,7.320794567866606e-05,0.02053701877593994,0.014156309520500066
23,A_30_Middle,A,30,0.3,Middle,0.4645657539367676,0.6195054945054945,0.6116200866105556,0.6270837032699551,0.5756769180297852,0.6719437038004252,0.6601941747572816,0.5869565217391305,0.6124260355029586,0.6538461538461539,0.5023255813953489,0.6786885245901639,0.700093686580658,0.3886203467845917,0.6016785502433777,0.6777942447266367,1.266341432110294,0.5145349877316322,,0.25334331143022687,0.2670268927468609,0.23212170083814102,,0.6016483516483516,0.5993832689574298,0.6015740036964417,0.6553879554053926,0.017857142857142905,0.012236817653125787,0.025897085666656494,0.0165557483950326
24,A_30_Tail,A,30,0.3,Tail,0.46543335914611816,0.6167582417582418,0.6060922297873078,0.6245217625330913,0.5764783024787903,0.6732889170032562,0.6504854368932039,0.5543478260869565,0.6301775147928994,0.648910411622276,0.48226950354609927,0.6870967741935484,0.7114561796188354,0.3884909152984619,0.5965500473976135,0.6759949885973022,1.2665111049190982,0.510032068948416,,0.26006746363788297,0.2793452090023886,0.22990046086064578,,0.5989010989010989,0.5976735739024437,0.6025729179382324,0.6569299287550714,0.017857142857142905,0.008418655884864124,0.02609461545944214,0.016358988248184825
25,A_40_Head,A,40,0.4,Head,0.4656858444213867,0.6126373626373627,0.6063792074947681,0.6204214771395946,0.5801329016685486,0.6690361346012907,0.6553398058252428,0.5978260869565217,0.5946745562130178,0.6490384615384616,0.5034324942791762,0.6666666666666666,0.7117586135864258,0.38942453265190125,0.6037288904190063,0.6736687677109763,1.2709110097570733,0.5129506604876773,,0.25577529356769924,0.2726462795057549,0.23127404512549155,,0.6002747252747253,0.5995183294604782,0.6001802682876587,0.6545949052952017,0.01236263736263743,0.006860878034289919,0.020047366619110107,0.014441229306089043
26,A_40_Middle,A,40,0.4,Middle,0.46236109733581543,0.6167582417582418,0.6091882305980221,0.6243630178078995,0.5755869150161743,0.6716794617627082,0.6553398058252428,0.592391304347826,0.606508875739645,0.6474820143884892,0.5046296296296297,0.6754530477759473,0.7028207182884216,0.386566162109375,0.6009408831596375,0.6764409072783951,1.2660754932152045,0.5115824218776213,,0.2576519100098285,0.2688712751448146,0.23076567384647356,,0.5989010989010989,0.5967053488061892,0.6006461977958679,0.654992756290597,0.017857142857142905,0.012482881791832878,0.025059282779693604,0.016686705472111263
27,A_40_Tail,A,40,0.4,Tail,0.4619762897491455,0.6222527472527473,0.6132178704294747,0.6302041301462408,0.5767431855201721,0.6728285336774469,0.6504854368932039,0.5869565217391305,0.6242603550295858,0.648910411622276,0.5023255813953489,0.6884176182707994,0.713834285736084,0.38614070415496826,0.5969505310058594,0.6790128557132362,1.2657474737900953,0.5063429446033022,,0.26543443223962665,0.2798296874819931,0.22822261742314787,,0.6002747252747253,0.5987800935200815,0.6024479866027832,0.6563385252214889,0.02197802197802201,0.014437776909393185,0.025704801082611084,0.01649000845595794
28,A_50_Head,A,50,0.5,Head,0.4656946659088135,0.6098901098901099,0.6045138861588898,0.6178299369755876,0.5785137414932251,0.6710884068331101,0.6553398058252428,0.6032608695652174,0.5857988165680473,0.6490384615384616,0.5034013605442177,0.66110183639399,0.710022509098053,0.3890204131603241,0.6015194654464722,0.6731636222627586,1.2687256362412003,0.5097357774717705,,0.2604483698016972,0.273699832063184,0.22981586583264274,,0.6002747252747253,0.6001497965595058,0.5988118648529053,0.6546372888615919,0.009615384615384692,0.004364089599383947,0.020298123359680176,0.016451117971518214
29,A_50_Middle,A,50,0.5,Middle,0.4609999656677246,0.614010989010989,0.6070746306673459,0.6221162068318844,0.5759181976318359,0.6711567348584672,0.6553398058252428,0.592391304347826,0.6005917159763313,0.6490384615384616,0.5,0.6721854304635762,0.7070152759552002,0.3843216001987457,0.6003199219703674,0.6750674054982142,1.2659126074759515,0.5083740706194976,,0.2623264107142033,0.2708700968746395,0.22929952767675005,,0.6057692307692307,0.6032037699454369,0.5996749997138977,0.6546959801519895,0.008241758241758323,0.0038708607219090085,0.023756802082061768,0.016460754706477676
30,A_50_Tail,A,50,0.5,Tail,0.4581794738769531,0.6167582417582418,0.6082016091688883,0.625104599527075,0.5768786072731018,0.6719912631484082,0.6407766990291263,0.5869565217391305,0.6183431952662722,0.6439024390243903,0.4976958525345622,0.6830065359477124,0.7156594395637512,0.3852303624153137,0.5966255068778992,0.6761645612461261,1.2649803986916175,0.5025137831065591,,0.27099777952345344,0.28153512367216343,0.2264884398273831,,0.6002747252747253,0.599092427292086,0.6011713743209839,0.6563250794008032,0.016483516483516536,0.00910918187680232,0.02429276704788208,0.015666183747604978
31,V_10_Head,V,10,0.1,Head,0.46094226837158203,0.6181318681318682,0.6088151582577338,0.6254024630255722,0.5753674507141113,0.673182768370093,0.6650485436893204,0.5652173913043478,0.6183431952662722,0.6539379474940334,0.491725768321513,0.6807817589576547,0.6936798095703125,0.38108572363853455,0.6090227365493774,0.6770851611304145,1.2654720950912643,0.5166957462860429,,0.24046275225068614,,0.24284150555893053,0.2865919378512075,0.6071428571428571,0.6051706060744184,0.6034820675849915,0.6560204452207024,0.010989010989011061,0.003644552183315386,0.028114616870880127,0.0171623231493907
32,V_10_Middle,V,10,0.1,Middle,0.4640941619873047,0.6195054945054945,0.6097079306144982,0.6267004243798057,0.5745376348495483,0.6734929416299379,0.6601941747572816,0.5652173913043478,0.6242603550295858,0.6522781774580336,0.4928909952606635,0.6839546191247974,0.7021717429161072,0.38523757457733154,0.599799633026123,0.6777984554500203,1.2652113267353602,0.5182002949975759,,0.24122846692269365,,0.24057123644146663,0.26865076420197426,0.6057692307692307,0.6040716507755731,0.6034591197967529,0.6562492298249462,0.013736263736263798,0.005636279838925118,0.02892148494720459,0.017243711804991735
33,V_10_Tail,V,10,0.1,Tail,0.4615671634674072,0.6153846153846154,0.6055350027541674,0.6224901913009704,0.5787116885185242,0.6709463676459073,0.6601941747572816,0.5597826086956522,0.6183431952662722,0.6476190476190476,0.48931116389548696,0.6796747967479675,0.7026987671852112,0.39266833662986755,0.6044237017631531,0.6747405224029621,1.2690622832748917,0.5163964191065701,,0.2403712363772467,,0.24323234533531513,0.29189746549438733,0.6071428571428571,0.6045704766043749,0.6047806739807129,0.6555342031430014,0.008241758241758323,0.0009645261497924773,0.02606898546218872,0.015412164502905945
34,V_20_Head,V,20,0.2,Head,0.45656609535217285,0.6195054945054945,0.6107418686912175,0.6270955304282412,0.5753769874572754,0.672668846791175,0.6601941747572816,0.5760869565217391,0.6183431952662722,0.6538461538461539,0.4964871194379391,0.6818923327895595,0.6906840205192566,0.3759157061576843,0.6136835813522339,0.6777809702088655,1.265797007214892,0.5139788676158077,,0.23912191196447385,,0.2468992269727737,0.27697254778390906,0.6071428571428571,0.6063074117309886,0.6022813320159912,0.6559322353418405,0.01236263736263743,0.0044344569602289274,0.02690434455871582,0.01673661144933447
35,V_20_Middle,V,20,0.2,Middle,0.45870137214660645,0.6195054945054945,0.6105041240642936,0.6269653136877213,0.5735014081001282,0.6742020608269649,0.6650485436893204,0.5706521739130435,0.6183431952662722,0.6555023923444976,0.49411764705882355,0.6818923327895595,0.7009758949279785,0.38332003355026245,0.5993406772613525,0.6782611358408442,1.2648418971470423,0.5151736091743192,,0.23978133771919707,,0.2450450481916923,0.26817108419844743,0.603021978021978,0.6018192168546448,0.6031133532524109,0.6561949250904306,0.016483516483516536,0.008684907209648762,0.029611945152282715,0.01800713573653423
36,V_20_Tail,V,20,0.2,Tail,0.4590005874633789,0.6153846153846154,0.6055555555555555,0.6224162742019884,0.5804117918014526,0.669859330216577,0.6650485436893204,0.5543478260869565,0.6183431952662722,0.6523809523809524,0.4857142857142857,0.6785714285714286,0.7045303583145142,0.39328861236572266,0.6066313982009888,0.6743322259723993,1.2707292679901963,0.5132520141994745,,0.23886904185079877,,0.24787895132191376,0.282914611326164,0.6071428571428571,0.605624509713465,0.6055746674537659,0.6547348792012404,0.008241758241758323,-6.895415790952875e-05,0.025162875652313232,0.015124451015336549
37,V_30_Head,V,30,0.3,Head,0.4677271842956543,0.6167582417582418,0.6087312566441422,0.6244843603641792,0.5753967761993408,0.6721842809264513,0.6650485436893204,0.5760869565217391,0.6094674556213018,0.6555023923444976,0.49417249417249415,0.6765188834154351,0.6875966191291809,0.37245261669158936,0.6174931526184082,0.6764687134822638,1.2662734749552969,0.5114002485809752,,0.23784631553422184,,0.2507534424378582,0.2733547174660753,0.6085164835164835,0.6079036146689423,0.6008172035217285,0.6560031344033074,0.008241758241758323,0.0008276419751999109,0.025420427322387695,0.016181146523143952
38,V_30_Middle,V,30,0.3,Middle,0.45508861541748047,0.614010989010989,0.605642083089626,0.6216735755780001,0.5731487274169922,0.6745234384376532,0.6650485436893204,0.5652173913043478,0.6094674556213018,0.6555023923444976,0.48711943793911006,0.67430441898527,0.6996697783470154,0.38088271021842957,0.6007037162780762,0.675781733683151,1.264876997077858,0.5124949397307649,,0.2385061705140615,,0.24899889712736079,0.2674949862191733,0.603021978021978,0.6015641031503977,0.6025230884552002,0.6559455948324294,0.010989010989011061,0.004077979939228316,0.029374361038208008,0.018577843605223743
39,V_30_Tail,V,30,0.3,Tail,0.4585878849029541,0.6126373626373627,0.6033279102870578,0.6199054269389509,0.5816859006881714,0.6695784876435369,0.6601941747572816,0.5597826086956522,0.6124260355029586,0.6476190476190476,0.48699763593380613,0.6753670473083198,0.7063888311386108,0.3921090066432953,0.6088852286338806,0.6729121150846418,1.2718187662271352,0.5106154383060783,,0.2376360001419654,,0.2517485615519564,0.2787790667286235,0.6071428571428571,0.6054139467033556,0.6053116917610168,0.6545578624663808,0.005494505494505586,-0.0020860364162977874,0.02362579107284546,0.015020625177156077
40,V_40_Head,V,40,0.4,Head,0.4565887451171875,0.6126373626373627,0.6046959298557921,0.6201739553515605,0.5757818818092346,0.6718006313360839,0.6650485436893204,0.5706521739130435,0.6035502958579881,0.6523809523809524,0.49065420560747663,0.6710526315789473,0.684826135635376,0.36849841475486755,0.6221635937690735,0.6743016574732068,1.2670166178064033,0.5095313172343465,,0.23693500180497354,,0.25353367113109715,0.2703824743470638,0.6057692307692307,0.6052196431756162,0.5997984409332275,0.6558246485866562,0.006868131868131955,-0.0005237133198240373,0.02401655912399292,0.015975982749427686
41,V_40_Middle,V,40,0.4,Middle,0.4611225128173828,0.6126373626373627,0.6043961776580424,0.6202218703755764,0.5738073587417603,0.6745502301771668,0.6650485436893204,0.5652173913043478,0.606508875739645,0.6539379474940334,0.48711943793911006,0.6721311475409836,0.6987588405609131,0.37953799962997437,0.6034095287322998,0.6750786627229962,1.2656698030429883,0.5105235841311634,,0.23756165736884244,,0.25191476751044506,0.2661870818555683,0.6016483516483516,0.6010142963361877,0.6024937033653259,0.6557273838025893,0.010989010989011061,0.003381881321854685,0.028686344623565674,0.01882284637457743
42,V_40_Tail,V,40,0.4,Tail,0.4570000171661377,0.6167582417582418,0.6079261014334251,0.623866045920113,0.5819188356399536,0.6703835775353046,0.6699029126213593,0.5652173913043478,0.6124260355029586,0.6555819477434679,0.491725768321513,0.6764705882352942,0.7062775492668152,0.3917106091976166,0.6096715331077576,0.6752737438784134,1.2719663971073025,0.5082867183935138,,0.23655291281469343,,0.25516036715352897,0.27596553778446953,0.6071428571428571,0.606177121705072,0.6054717898368835,0.6546457746573692,0.009615384615384692,0.001748979728353084,0.02355295419692993,0.01573780287793547
43,V_50_Head,V,50,0.5,Head,0.46074652671813965,0.6112637362637363,0.6040096325901009,0.6189588760693411,0.5760393738746643,0.6721902351041102,0.6650485436893204,0.5760869565217391,0.5976331360946746,0.6523809523809524,0.4918793503480278,0.6677685950413224,0.679536759853363,0.3646962642669678,0.6280117630958557,0.6738626198332648,1.2667289120810372,0.5079972437325532,,0.23621497093824861,,0.2557877836909344,0.267259721715742,0.6002747252747253,0.6003238772604599,0.6004495024681091,0.6552057022246738,0.010989010989011061,0.003685755329640994,0.024410128593444824,0.016984532879436465
44,V_50_Middle,V,50,0.5,Middle,0.457167387008667,0.6098901098901099,0.6021045164432249,0.6170519668077626,0.574393093585968,0.6744341021574575,0.6699029126213593,0.5652173913043478,0.5976331360946746,0.6524822695035462,0.48826291079812206,0.6655683690280065,0.6962811946868896,0.376581609249115,0.6077905893325806,0.673741090990534,1.2664080478332855,0.5090874165507737,,0.23684521511897833,,0.25406736505372035,0.2637139477307283,0.603021978021978,0.6017811127522278,0.6028106212615967,0.6554051039547146,0.006868131868131955,0.0003234036909971483,0.028417527675628662,0.01902899820274284
45,V_50_Tail,V,50,0.5,Tail,0.4568209648132324,0.6126373626373627,0.6045077275288024,0.6195272717154334,0.5813099145889282,0.6711505287276781,0.6747572815533981,0.5597826086956522,0.6035502958579881,0.6587677725118484,0.48699763593380613,0.6677577741407529,0.7036168575286865,0.3891564607620239,0.6113719344139099,0.6736314118410501,1.2715145663900689,0.5066621979854126,,0.23577471293424213,,0.25756308252729004,0.272313857581545,0.6043956043956044,0.6034136560698247,0.6062724590301514,0.6539186886577767,0.008241758241758323,0.0010940714589777745,0.024962544441223145,0.017231840069901416
46,T+A_10_Head,T+A,10,0.1,Head,0.4700000286102295,0.6126373626373627,0.6065227651353337,0.6217626438548753,0.5761488676071167,0.6689684217578791,0.6650485436893204,0.5869565217391305,0.5946745562130178,0.6586538461538461,0.4897959183673469,0.671118530884808,0.7033047080039978,0.35348108410835266,0.619867205619812,0.6740197317487175,1.2569782537418408,0.5025334373574055,0.40009990995399125,0.2569575933317578,0.33350541102836323,0.24050896767257288,,0.6085164835164835,0.6051493828636825,0.609052836894989,0.6507563901247435,0.004120879120879217,0.00137338227165118,0.032903969287872314,0.01821203163313556
47,T+A_10_Middle,T+A,10,0.1,Middle,0.46257472038269043,0.6071428571428571,0.6013089785287501,0.6159189479151668,0.5814489722251892,0.6629285770309993,0.6650485436893204,0.5869565217391305,0.5828402366863905,0.6508313539192399,0.4897959183673469,0.6632996632996633,0.7144578099250793,0.3533931374549866,0.6245329976081848,0.6693910221568858,1.2618945509522825,0.5038629637937933,0.40255107939492707,0.25466886671515576,0.3228793782669131,0.24146815966146812,,0.6098901098901099,0.6079543366981098,0.6057694554328918,0.6436930581369198,-0.0027472527472528485,-0.0066453581693597386,0.024320483207702637,0.019235518894079484
