epoch,encoder_frozen,encoder_lr,robust_lr,train_total_loss,train_clean_task,train_missing_task,train_cls_cons,train_reg_cons,train_rep_cons,train_reconstruction,train_nll,train_teacher_cls,train_teacher_reg,aug_clean_ratio,aug_audio_ratio,aug_vision_ratio,aug_audio_vision_ratio,aug_mean_missing_rate,aug_mean_target_missing_rate,aug_mean_gap_count,aug_multi_gap_ratio,clean_valid_accuracy,clean_valid_macro_f1,clean_valid_mae,clean_valid_pearson,clean_valid_composite,missing_valid_accuracy,missing_valid_macro_f1,missing_valid_mae,missing_valid_pearson,missing_valid_composite,selection_score,epoch_seconds
1,1,0.0,0.0002,1.6828180557498174,1.4042159862827306,1.399995449119534,0.004973804797093893,0.11052356928543068,0.021249835434560396,0.8735259551538459,0.33609066872428195,0.3692845060214378,0.20388684253892772,0.19907407407407407,0.209008487654321,0.20148533950617284,0.39043209876543206,0.22396899520610258,0.29895080237936544,2.8966661007391377,0.8437423812936865,0.6153846153846154,0.6028460163225021,0.5963230133056641,0.656496188484348,0.6689881206057277,0.6126373626373627,0.6010845974366237,0.5945441126823425,0.6573312179330845,0.6682179517782392,0.6686030361919835,18.345804929733276
2,1,0.0,0.0002,1.2936442018433068,1.1234903207759268,1.1205949350906226,0.0085026424791011,0.10535094636288062,0.03132717323671911,0.8579489580310321,0.21864504700907902,0.07711686927589295,0.12171879362572802,0.18904320987654322,0.19733796296296297,0.1880787037037037,0.42554012345679015,0.2212767998088627,0.2992968535523911,2.922472849480666,0.8610592920710366,0.6085164835164835,0.6024586198461995,0.5903441905975342,0.6698730216227329,0.6710166820298928,0.6085164835164835,0.6037877342225169,0.5886450409889221,0.67012020797707,0.6715523530132741,0.6712845175215835,12.854300022125244
3,1,0.0,0.0002,1.2181445913567635,1.0777624658702576,1.0774988234482037,0.009433680501888576,0.08338760788907709,0.03341268804226076,0.8389054088423986,0.16564079870707157,0.04592763595337896,0.09542590031216527,0.20109953703703703,0.20302854938271603,0.20524691358024694,0.390625,0.223589634216386,0.29959224260445183,2.905821066793643,0.8558808365457374,0.6195054945054945,0.6098124098124097,0.5765798091888428,0.6722288750072771,0.6773383773988917,0.614010989010989,0.6058456384939875,0.5757083892822266,0.6718593715357684,0.674953300653334,0.6761458390261128,9.877841234207153
4,0,2e-05,0.0002,1.2180342638791046,1.0721670495392823,1.0839946771405407,0.015756934259048443,0.07656582325740836,0.033387334870835644,0.953229965061081,0.14986458632310465,0.047874809228794564,0.08615841219456803,0.1958912037037037,0.20910493827160492,0.2240547839506173,0.37094907407407407,0.22344946396416393,0.2970230174055653,2.8808093587975896,0.8368089852087368,0.6098901098901099,0.604669887278583,0.5812481045722961,0.670752960813844,0.6728908974479428,0.6043956043956044,0.5996382223269666,0.5796639323234558,0.6696562059495266,0.670117180474403,0.6715040389611729,12.743387460708618
5,0,2e-05,0.0002,1.1804542754992118,1.052848970240451,1.0550324537265985,0.017308308388516637,0.06905828133274819,0.03528101018496922,0.9344059666056345,0.1200990322467066,0.03931219285691434,0.07944951584351431,0.18383487654320987,0.209008487654321,0.20264274691358025,0.4045138888888889,0.22819170811538367,0.3031578975675648,2.884994503739047,0.8319101882579877,0.6126373626373627,0.604633178291388,0.5972886681556702,0.6676178429995127,0.6714480403024267,0.6085164835164835,0.602227068392482,0.5969954133033752,0.6659612944696851,0.6694265938193814,0.670437317060904,12.515523910522461
6,0,2e-05,0.0002,1.1513935447265895,1.033200350732972,1.0366015761476202,0.018828375683617345,0.06450260917989424,0.03568593987177328,0.9210763929518755,0.09560579704737979,0.03695196760530324,0.07364902454640974,0.20650077160493827,0.18287037037037038,0.20283564814814814,0.40779320987654316,0.21963549655424597,0.3006670559209156,2.9339961794297875,0.8612948094555409,0.6126373626373627,0.6066894722522996,0.6087467074394226,0.6680502216310513,0.6711153718435598,0.6126373626373627,0.6076912415935659,0.6084896326065063,0.6661844456336926,0.6709207930822798,0.6710180824629198,12.905805110931396
7,0,1e-05,0.0001,1.1201588727588683,1.0138990053547676,1.0115857902085834,0.01982622982327866,0.06228139102129768,0.03667987964290231,0.9152277882917289,0.07029869387883676,0.03368385793512278,0.07088284977164465,0.1958912037037037,0.20148533950617284,0.20148533950617284,0.4011381172839506,0.220441404928579,0.2964091928544417,2.8956634046626113,0.8544420242301634,0.6126373626373627,0.6083041890967934,0.6093510389328003,0.661438803802648,0.669815835639801,0.6112637362637363,0.6068517998997399,0.6095130443572998,0.660298866456068,0.6688108469584444,0.6693133412991227,11.260959148406982
8,0,1e-05,0.0001,1.105986868615354,1.0034348334584917,1.0026999733409403,0.01928542479461221,0.05817849787174339,0.03610633572176735,0.9097645440052465,0.0590438659921486,0.03393626603488543,0.07044985339769734,0.2097800925925926,0.19540895061728397,0.19106867283950618,0.4037422839506173,0.22308469548853224,0.2991883380041571,2.930086923203397,0.857837955680471,0.6236263736263736,0.6133552055535381,0.598339855670929,0.6629703661572348,0.6751263316950425,0.6195054945054945,0.6108065641415145,0.5985165238380432,0.6618037685995639,0.6731525798251397,0.674139455760091,13.634166240692139
9,0,1e-05,0.0001,1.0945508580846885,0.9950227043765634,0.9966617998037492,0.020073237738658472,0.05900533429411444,0.036637543844105745,0.9038890239591978,0.04801374927097287,0.03373895497699111,0.06586470519671209,0.19849537037037038,0.19618055555555555,0.19733796296296297,0.4079861111111111,0.22239844750530016,0.30000418392552547,2.9150178619878013,0.8522953138220182,0.6181318681318682,0.6109913961727779,0.5915893316268921,0.6593117461634427,0.6728096416481145,0.6181318681318682,0.6124436202867575,0.5908359885215759,0.6579598018077908,0.672897490179806,0.6728535659139603,10.892320394515991
10,0,1e-05,0.0001,1.0863062403163433,0.9900877850045161,0.9915064711458378,0.019791870934556793,0.0585161016864458,0.03658616311727462,0.9026856261254761,0.04008585374379895,0.031556934368452375,0.06487123121744755,0.19945987654320987,0.20032793209876545,0.19888117283950618,0.40133101851851855,0.22812611886041725,0.30134538868624283,2.8853637209236447,0.8510466514487811,0.6195054945054945,0.6122437910102748,0.6036702394485474,0.6604794875485563,0.6727513399787025,0.614010989010989,0.6079848993042646,0.6037914752960205,0.6589014993748533,0.6699083906478583,0.6713298653132804,12.77941107749939
