sample_index,sample_id,baseline,modality,position,is_valid_non_special,TEXT_MISSING_OOD_CAUTION,signed_classification_score,absolute_classification_sensitivity,support_classification_score,regression_score,normalized_support_cls,normalized_regression,combined_score,combined_score_w1,combined_score_w3,combined_score_w5,natural_zero_modality
0,-UacrmKiTn4$_$7,zero,A,1,True,False,0.0197916283333335,0.0236979283333332,0.0217447783333334,0.0048177083333333,0.0222444330669382,0.0106597522327859,0.016452092649862,0.0014970059880238,0.0321682673053159,0.0092775645512126,False
0,-UacrmKiTn4$_$7,zero,A,2,True,False,0.0749348441666669,0.0749348441666669,0.0749348441666669,0.0177864583333333,0.0766567081022684,0.0393546528377989,0.0580056804700336,0.2086533638731559,0.0561865374938493,0.0158942789754642,False
0,-UacrmKiTn4$_$7,zero,A,3,True,False,0.0436848308333337,0.0534504825000002,0.0485676566666669,0.0104036458333333,0.0496836514669632,0.0230193027945837,0.0363514771307734,0.0432234199478245,0.0598229011302129,0.0172795603607455,False
0,-UacrmKiTn4$_$7,zero,A,4,True,False,-0.0052735074999995,0.0503255541666664,0.0225260233333334,0.0117317708333333,0.0230436296301306,0.0259579371938922,0.0245007834120114,0.0299401197604789,0.0310889772592404,0.0180587811399663,False
0,-UacrmKiTn4$_$7,zero,A,5,True,False,-0.0169922624999995,0.0392578574999997,0.0111327975,0.0068489583333333,0.0113886085680123,0.0151541342552578,0.013271371411635,0.0,0.0082828282828282,0.0208025242251354,False
0,-UacrmKiTn4$_$7,zero,A,6,True,False,-0.0311849708333328,0.047200565833333,0.0080077975,0.0071875,0.0081918018556798,0.0159031979256698,0.0120474998906748,0.0074850299401197,0.0072727272727272,0.0168710146180703,False
0,-UacrmKiTn4$_$7,zero,A,7,True,False,-0.0005209083333328,0.0355469033333331,0.0175129975000001,0.0062760416666666,0.0179154137475399,0.0138864880437913,0.0159009508956656,0.0029940119760477,0.0149384221788051,0.0203123128396463,False
0,-UacrmKiTn4$_$7,zero,A,8,True,False,0.0382811750000004,0.0483072433333336,0.043294209166667,0.0084375,0.0442890299101207,0.0186689714779602,0.0314790006940405,0.0356540249807383,0.0302532156933858,0.0311520008954825,False
0,-UacrmKiTn4$_$7,zero,A,9,True,False,0.0642577375000004,0.0642577375000004,0.0642577375000004,0.010859375,0.0657342612989758,0.0240276577355229,0.0448809595172494,0.0467445555955359,0.0439435435982631,0.0449939501630243,False
0,-UacrmKiTn4$_$7,zero,A,10,True,False,0.0669270083333338,0.0669270083333338,0.0669270083333338,0.0137239583333333,0.0684648670324265,0.030365888792855,0.0494153779126408,0.0281689950406185,0.0478345084855374,0.0566664931866783,False
0,-UacrmKiTn4$_$7,zero,A,11,True,False,0.0654947166666671,0.0654947166666671,0.0654947166666671,0.0227604166666667,0.0669996639559408,0.0503601267646211,0.058679895360281,0.0415576839058679,0.0530704257509788,0.0676707553901071,False
0,-UacrmKiTn4$_$7,zero,A,12,True,False,0.0642577375000004,0.0642577375000004,0.0642577375000004,0.0272916666666667,0.0657342612989758,0.0603860558916739,0.0630601585953248,0.0340726539657481,0.0586661063651119,0.0746557005844967,False
0,-UacrmKiTn4$_$7,zero,A,13,True,False,0.0714191958333338,0.0714191958333338,0.0714191958333338,0.0373567708333333,0.0730602766814044,0.0826562950158455,0.077858285848625,0.0766003103290484,0.0691794608637044,0.0845587815347998,False
0,-UacrmKiTn4$_$7,zero,A,14,True,False,0.0651040916666671,0.0651040916666671,0.0651040916666671,0.0374348958333333,0.0666000631168992,0.0828291558628637,0.0747146094898814,0.0425275662222284,0.0700843997760243,0.0873854279425574,False
0,-UacrmKiTn4$_$7,zero,A,15,True,False,0.0743488833333338,0.0743488833333338,0.0743488833333338,0.0408984375,0.0760572829742161,0.0904926534140017,0.0832749681941089,0.0626001327651696,0.0815276051675625,0.0905328075088258,False
0,-UacrmKiTn4$_$7,zero,A,16,True,False,0.0727863833333337,0.0727863833333337,0.0727863833333337,0.0404296875,0.0744588796180499,0.0894554883318928,0.0819571839749714,0.0600488794338187,0.0816853483142342,0.0884536581155098,False
