sample_index,sample_id,shapley_T,shapley_A,shapley_V,local_T,local_A,local_V,shapley_main,local_main,top1_agreement,spearman_rank,l1_distance,pearson_aux
150,290546$_$6,0.6070607804064594,0.0246975950667162,0.3682416245268244,0.5340594097376794,0.12094096774516956,0.3449996225171511,T,T,True,1.0,0.19248674535690663,0.9985109179648871
151,2S00zYaVrtc$_$10,0.778416167418393,0.0175140961620561,0.2040697364195508,0.9278920157906204,0.008592702453726862,0.06351528175565273,T,T,True,1.0,0.2989516967444547,0.9830925651375523
152,2S00zYaVrtc$_$12,0.6630934078033981,0.0268155986121807,0.3100909935844212,0.9101954879066206,0.030968124029298078,0.05883638806408127,T,T,True,1.0,0.5025092110406799,0.9079085845360192
153,2S00zYaVrtc$_$20,0.8173158572345011,0.0287469576540439,0.153937185111455,0.851774152070085,0.06948988982084901,0.07873595810906589,T,T,True,1.0,0.15040245400477814,0.990500057431425
154,2S00zYaVrtc$_$17,0.4624446749231513,0.0281263946149188,0.5094289304619298,0.7901784053940213,0.00758023693483325,0.20224135767114546,V,T,False,0.5,0.6554674609417399,0.6258113092574168
155,2S00zYaVrtc$_$5,0.8144451389285843,0.0208300852071803,0.1647247758642353,0.9117230953815171,0.05276386586863776,0.035513038749845176,T,T,True,0.5,0.2584234742287804,0.9823406567126701
156,2S00zYaVrtc$_$4,0.6084142874241535,0.0378627765927431,0.3537229359831033,0.9458422292020762,0.0440416256920549,0.0101161451058689,T,T,True,0.5,0.6872135817544689,0.8153951719802489
157,2Xt31_d0XEE$_$2,0.5988152579790942,0.1437565984195686,0.2574281436013372,0.5926477367114539,0.08138517800321765,0.3259670852853285,T,T,True,1.0,0.13707788336798252,0.9673338318233496
158,31474$_$11,0.6886950230805136,0.116311921269336,0.1949930556501505,0.40595747024604983,0.018781482952048442,0.5752610468019017,T,V,False,0.5,0.7605359823035025,0.34238110822834533
159,31474$_$14,0.8697125333779844,0.0348042453615166,0.095483221260499,0.882690809490975,0.006894559334554377,0.11041463117447066,T,T,True,1.0,0.0558193720539245,0.9990692912459369
160,31474$_$0,0.1692582281901343,0.4055647681014141,0.4251770037084515,0.5039168115254329,0.417440313884981,0.07864287458958613,V,T,False,-1.0,0.6930682582377308,-0.7075871425719781
161,31474$_$3,0.7509536889095715,0.1162397292519515,0.1328065818384769,0.8391140625062815,0.024951946091410215,0.13593399140230822,T,T,True,1.0,0.18257556632108263,0.9946882775884639
162,31474$_$6,0.873197880711917,0.0303785118633589,0.0964236074247241,0.505646427348533,0.03653625508560215,0.45781731756586475,T,T,True,1.0,0.7351029067267678,0.6341324835974269
163,31474$_$9,0.9748825322831732,0.0038700434165282,0.0212474243002985,0.9286389898614529,0.010237086190066544,0.06112392394848056,T,T,True,1.0,0.09248708484344076,0.9994330567358444
164,31474$_$8,0.8893519393977596,0.027405488805168,0.0832425717970723,0.932093597972071,0.0051564430520448,0.06274995897588422,T,T,True,1.0,0.08548331714862273,0.9999970298137606
165,32681$_$1,0.3441703922480252,0.0118242556976876,0.6440053520542872,0.5663959155413135,0.02519071835410078,0.4084133661045857,V,T,False,0.5,0.47118397189940303,0.7097153236268375
166,32681$_$3,0.9209814322406656,0.0013081591076691,0.0777104086516653,0.8095803392660619,0.06173886605226994,0.1286807946816681,T,T,True,1.0,0.22280218594920742,0.9999816818388109
167,32681$_$5,0.8441514622497066,0.0082354323035799,0.1476131054467133,0.7675749928077766,0.06917587459928803,0.16324913259293536,T,T,True,1.0,0.15315293888386017,0.9994938753681818
168,32681$_$6,0.7798863740043818,0.0999815913204297,0.1201320346751884,0.8599935574154773,0.05322386613408696,0.08678257645043581,T,T,True,1.0,0.16021436682219092,0.9999424835594899
169,33170$_$1,0.7318379800003226,0.0772800070777869,0.1908820129218904,0.8375179212385623,0.014880154368994992,0.1476019243924426,T,T,True,1.0,0.21135988247647933,0.9999244109948139
170,33170$_$3,0.7812173840945495,0.0651609618088104,0.1536216540966401,0.882857329564584,0.02107389703689799,0.09606877339851799,T,T,True,1.0,0.20327989094006893,0.999390675430312
171,33170$_$4,0.8257823704363003,0.0476176224391903,0.1266000071245093,0.849985446869994,0.029601718525795524,0.1204128346042104,T,T,True,1.0,0.048406152867387364,0.9999613013494765
172,3MFNIag0wNE$_$12,0.8084458396000156,0.0189349375572612,0.1726192228427231,0.6522757623827482,0.021966806814759477,0.3257574308024924,T,T,True,1.0,0.312340154434535,0.949814036440529
173,3MFNIag0wNE$_$14,0.7942359851939036,0.009495593339554,0.1962684214665422,0.49684353040055707,0.04129864983356037,0.46185781976588247,T,T,True,1.0,0.5947849095866932,0.732837241422139
174,3MFNIag0wNE$_$16,0.1435956402040709,0.2854954552393621,0.570908904556567,0.5572241350157351,0.13019364282809567,0.3125822221561692,V,T,False,-0.5,0.8272569896233284,-0.4041424942025545
175,3MFNIag0wNE$_$7,0.2991618399277787,0.1257248558063741,0.5751133042658472,0.3597726527898678,0.08667790812555427,0.5535494390845779,V,V,True,1.0,0.1212216257241782,0.9739560202679572
176,3V2qm0rw920$_$11,0.1902188078842422,0.3366366126605677,0.4731445794551899,0.2227841111752945,0.7418105820587124,0.03540530676599304,V,A,False,-0.5,0.8754785453783939,-0.23642153975358843
177,3V2qm0rw920$_$13,0.6449990754735986,0.1435088912995294,0.2114920332268719,0.7370048729246358,0.16534823929555909,0.09764688777980515,T,T,True,0.5,0.22769029089413365,0.9755017965395462
178,3V2qm0rw920$_$3,0.064207427293556,0.2057886416137976,0.7300039310926463,0.35482911125147387,0.0005883144953476154,0.6445825742531786,V,V,True,0.5,0.5812433679158355,0.7076895541709726
179,3j94B0pzSVs$_$12,0.6712805410097412,0.1655082261421953,0.1632112328480635,0.9397893220142157,0.02761797336502049,0.03259270462076385,T,T,True,0.5,0.537017562008949,0.9999625014410591
180,3j94B0pzSVs$_$17,0.8398186351263819,0.0273559441653871,0.1328254207082309,0.6950344038127986,0.061994154459561655,0.2429714417276397,T,T,True,1.0,0.2895684626271667,0.9869759873280868
181,3j94B0pzSVs$_$1,0.6936978335710251,0.0942784696696871,0.2120236967592877,0.6692594385194868,0.06275666875980596,0.2679838927207072,T,T,True,1.0,0.111920391922839,0.9883724485691394
182,3j94B0pzSVs$_$0,0.6254055018777602,0.1898372527574845,0.1847572453647552,0.5708121208268399,0.21781151078041722,0.21137636839274287,T,T,True,1.0,0.10918676210184075,0.9999843082076625
183,4cFeG2ydm9A$_$8,0.6192920460777904,0.1180897166437517,0.2626182372784578,0.7224124908975721,0.17707636881237013,0.10051114029005781,T,T,True,0.5,0.32421419397680007,0.9222062134185994
184,4dV3slGSc60$_$10,0.2338175463781288,0.4578690569225439,0.3083133966993271,0.4002869665617495,0.5484966324760503,0.051216400962200176,A,A,True,0.5,0.514193991474254,0.4666952104516217
185,4dV3slGSc60$_$12,0.1188686815817347,0.525653392107202,0.3554779263110632,0.228830892955657,0.6918261819382994,0.07934292510604372,A,A,True,0.5,0.5522700024100391,0.6570754264750694
186,4dV3slGSc60$_$22,0.3230363591982702,0.6712679409073616,0.0056956998943682,0.14092071965602895,0.8562702993688788,0.0028089809750922487,A,A,True,1.0,0.37000471692303427,0.9409090377411088
187,4dV3slGSc60$_$9,0.2374706284619993,0.4713054240069789,0.2912239475310217,0.29659210449222706,0.6604200011599735,0.04298789434779952,A,A,True,0.5,0.49647210636644457,0.8008135731194261
188,4dV3slGSc60$_$8,0.7509075805767973,0.1750966748670296,0.073995744556173,0.717942952960046,0.18000461431000808,0.102052432729946,T,T,True,1.0,0.06592925523350283,0.999749168762133
189,50103$_$3,0.8522567694551211,0.0190852686374272,0.1286579619074516,0.5180705442987174,0.06078554805676099,0.42114390764452164,T,T,True,1.0,0.6683724503128076,0.749574808616313
190,5B0PQx3Ep3k$_$5,0.4722488779702616,0.1841412035938324,0.3436099184359059,0.5781225399707874,0.37336388004039966,0.048513579988813,T,T,True,0.5,0.590192676894186,0.3256691305637256
191,5O1W39o56gg$_$1,0.7117751898639436,0.1178762233662266,0.1703485867698297,0.7760930727097787,0.006032970187243514,0.21787395710297788,T,T,True,1.0,0.22368650635796633,0.9820732710895772
192,5O1W39o56gg$_$2,0.2780393796560028,0.1560136548715759,0.5659469654724212,0.5905825620007383,0.053427073250941086,0.3559903647483206,V,T,False,0.5,0.625086364689471,0.35883088202299923
193,5O1W39o56gg$_$9,0.6428196266501458,0.0469524641404737,0.3102279092093806,0.8284020845122914,0.06434462576926722,0.10725328971844143,T,T,True,1.0,0.40594923898187824,0.9184950003863767
194,5i6AgQSjXO4$_$3,0.6243265358075725,0.1297601927165814,0.2459132714758462,0.00020118350953593307,0.5365359157023827,0.4632629007880814,T,A,False,-1.0,1.2482507045960731,-0.9949853879574909
195,5i6AgQSjXO4$_$2,0.1892677268133928,0.0682909793035598,0.7424412938830474,0.22139058310893922,0.1573037746853938,0.621305642205667,V,V,True,1.0,0.24227130335476083,0.9991468311641193
196,5i6AgQSjXO4$_$6,0.5688606507132219,0.1242591792579115,0.3068801700288667,0.6927348962348939,0.021639547939923082,0.28562555582518295,T,T,True,1.0,0.24774849104334418,0.9998035557140741
197,5kaCGzjYukM$_$0,0.3414124546463769,0.0710042225755071,0.587583322778116,0.9088203837655952,0.01857951865936482,0.0726000975750399,V,T,False,0.5,1.1348158582384364,0.08113529061777781
198,5kaCGzjYukM$_$3,0.456860498415426,0.0144528637682231,0.5286866378163508,0.40269132245707473,0.13824214338802057,0.4590665341549047,V,V,True,1.0,0.24757855923959482,0.9993522812486507
199,5kaCGzjYukM$_$2,0.6431122788430728,0.0321275818792803,0.3247601392776469,0.47339042657314334,0.08214170818314927,0.44446786524370746,T,T,True,1.0,0.33944370453985895,0.8862927087148522
200,5kaCGzjYukM$_$5,0.6405569286016394,0.0204987992303402,0.3389442721680204,0.5841858619575733,0.06025884855534508,0.35555528948708154,T,T,True,1.0,0.1127421332881321,0.9983381389961474
201,5kaCGzjYukM$_$7,0.7719339781649917,0.0400202915972304,0.1880457302377778,0.9081761809074319,0.06217895045055431,0.02964486864201369,T,T,True,0.5,0.3168017231915283,0.974770506859835
202,6KvG5VbLalY$_$9,0.6362104412039276,0.1440345382768662,0.2197550205192063,0.026674757667314353,0.2632174320879121,0.7101078102447735,T,V,False,-0.5,1.2190713670732265,-0.6653674906964693
203,6ZA8I83x-oY$_$0,0.3051853628327181,0.3698091231432255,0.3250055140240563,0.2766116333398896,0.6788005775807247,0.04458778907938586,A,A,True,0.5,0.6179829088749981,0.7813891701335638
204,6ZA8I83x-oY$_$2,0.8560798540221303,0.0789942258838453,0.0649259200940244,0.9447666059243843,0.033625229453794356,0.021608164621821253,T,T,True,1.0,0.17737350380450814,0.9999912225725875
205,6hFiTU77Sm0$_$1,0.5909611399406756,0.0487436536120542,0.3602952064472701,0.27110719335119626,0.1914696927450399,0.5374231139037637,T,V,False,0.5,0.6397078931789586,0.30267872020334596
206,6hFiTU77Sm0$_$2,0.6617163680296688,0.1146821635088952,0.223601468461436,0.6737814659850481,0.31018898152942065,0.016029552485531198,T,T,True,0.5,0.4151438319518095,0.7949110606401737
207,6uPGcKTpC4I$_$1,0.1920527046944324,0.3707498658852061,0.4371974294203615,0.4912844695392367,0.32166938982255533,0.18704614063820799,V,T,False,-1.0,0.5984635296896086,-0.9815969426335077
208,6uPGcKTpC4I$_$2,0.4864371288896466,0.4582458482960614,0.0553170228142921,0.5783027936976151,0.37179426700675966,0.04990293929562522,T,T,True,1.0,0.1837313296159371,0.9428509341142169
209,6uPGcKTpC4I$_$6,0.3698521253927564,0.3685024010323515,0.2616454735748919,0.08240705705554162,0.5166182059206251,0.4009747370238331,T,A,False,-0.5,0.5748901366744297,-0.2709817341961985
210,70280$_$11,0.8517000971445063,0.0602057263501824,0.0880941765053111,0.83625337183005,0.06084103542861939,0.10290559274133046,T,T,True,1.0,0.030893450628912703,0.9998520724430159
211,70280$_$3,0.8700141288085532,0.0258942615067833,0.1040916096846633,0.8934113994618275,0.014301052015560489,0.09228754852261206,T,T,True,1.0,0.04679454130654829,0.9999931308804623
212,70280$_$4,0.6592939073345205,0.0523000376768433,0.2884060549886361,0.8673884320802201,0.10921383450222585,0.023397733417554096,T,T,True,0.5,0.5300166431421641,0.8829894460006407
213,70280$_$6,0.6310096703671324,0.1444196845000017,0.2245706451328659,0.8958395645237792,0.00848882959450859,0.09567160588171217,T,T,True,1.0,0.5296597883132936,0.997889898009518
214,75RGHaxmUK8$_$3,0.4657531830471078,0.3388057713887979,0.1954410455640941,0.46154003912130365,0.4518703932377659,0.08658956764093056,T,T,True,1.0,0.22612924369793566,0.8934059261435071
215,75RGHaxmUK8$_$5,0.8487347833619248,0.1219909201284609,0.0292742965096142,0.7038930751253225,0.10665816542180741,0.18944875945287,T,T,True,0.5,0.32034892588651154,0.9732606345757537
216,7_K3F-lAv1k$_$2,0.155916815590997,0.204812631411198,0.6392705529978051,0.8908922348877685,0.05038314132892971,0.05872462378330198,V,T,False,-0.5,1.469950838593543,-0.5703851865544965
217,7r4vRxKLFCA$_$6,0.6325100691260985,0.2460736407146789,0.1214162901592225,0.6856927974418138,0.2230083001702294,0.09129890238795692,T,T,True,1.0,0.10636545663143034,0.9997232298792824
218,80566$_$1,0.8921689525999086,0.0369736305658073,0.070857416834284,0.9617583946904124,0.011022118903406085,0.02721948640618139,T,T,True,1.0,0.1391788841810076,0.9997977554562174
219,80566$_$0,0.7683268662913157,0.0923271228850343,0.1393460108236499,0.7182701926019391,0.08486720975438762,0.19686259764367325,T,T,True,1.0,0.11503317364004664,0.9945867095600552
220,80566$_$3,0.1711805237709448,0.0468908546394774,0.7819286215895778,0.5133849765154462,0.10381634189335891,0.38279868159119484,V,T,False,0.5,0.7982598799967658,0.35679309811123966
221,80566$_$2,0.2017067146555793,0.1119574462248328,0.686335839119588,0.3645911432622423,0.004767598602086245,0.6306412581356715,V,V,True,1.0,0.325768857213326,0.8942071293520003
222,80566$_$4,0.2686872263619371,0.099116141568067,0.6321966320699959,0.4654346243805135,0.06895659144157346,0.46560878417791307,V,V,True,1.0,0.39349479603715276,0.7450058286568422
223,80566$_$6,0.7100888659501858,0.0422151638589994,0.2476959701908147,0.7113181951888266,0.02935368061609011,0.2593281241950834,T,T,True,1.0,0.025722966485818684,0.9994636774858829
224,80855$_$11,0.3962145308544461,0.0549523502711659,0.5488331188743879,0.39817829928344783,0.021372878723201375,0.5804488219933507,V,V,True,1.0,0.06715894309592906,0.9998233398142595
225,80855$_$10,0.5566021798439494,0.0824763176474012,0.3609215025086493,0.9231017631658843,0.02313430492884612,0.05376393190526959,T,T,True,1.0,0.7329991666438698,0.8286708132032927
226,80855$_$12,0.6358849053820066,0.0499497733330882,0.3141653212849052,0.8131911843877632,0.021808491958382664,0.16500032365385414,T,T,True,1.0,0.35461255801151315,0.9563974996718497
227,80855$_$15,0.9250556820431596,0.0749443179568402,0.0,0.988686863896912,0.011313136103088076,0.0,T,T,True,1.0,0.1272623637075045,0.9980144026570661
228,80855$_$17,0.875923935936552,0.0424667479188655,0.0816093161445824,0.8579430254470848,0.04321599188560282,0.09884098266731235,T,T,True,1.0,0.035961820978934536,0.9998095931057024
229,80855$_$0,0.7561645461007851,0.0303348809180567,0.2135005729811581,0.65527561233256,0.001294707615631283,0.34342968005180874,T,T,True,1.0,0.2598582141413011,0.9537694374417177
230,80855$_$3,0.5913458087214397,0.0997454840281082,0.3089087072504519,0.6086167437658788,0.006699315198899047,0.38468394103522213,T,T,True,1.0,0.1860923376584185,0.9730827575584841
231,80855$_$2,0.641062526440725,0.0329180711481397,0.3260194024111352,0.04842252434240543,0.8832616839004999,0.06831579175709464,T,A,False,-1.0,1.70068722550472,-0.8660526378066499
232,80855$_$7,0.615237854696454,0.0959089083315038,0.2888532369720422,0.7664103326004652,0.02153829146171215,0.21205137593782264,T,T,True,1.0,0.30234495580802245,0.9918697289392314
233,80855$_$20,0.3862980727947944,0.0211670541205787,0.5925348730846268,0.9071552833667985,0.08935471166697244,0.0034900049662289364,V,T,False,-0.5,1.178089736236796,0.07295562670768357
234,830KzUc6CbU$_$0,0.3979597364191243,0.0852015371988084,0.5168387263820673,0.4352068768455802,0.03157825774609926,0.5332148654083207,V,V,True,1.0,0.10724655890541848,0.9964326536670013
235,830KzUc6CbU$_$13,0.510515712057327,0.0559877042192652,0.4334965837234078,0.640225387042869,0.013740183940647082,0.34603442901648385,T,T,True,1.0,0.25941934997108407,0.9461975623659433
236,84140$_$0,0.1379425364351297,0.4072770473639248,0.4547804162009456,0.8216123449896724,0.17216964531698767,0.0062180096933399185,V,T,False,-1.0,1.3673396171090855,-0.9985256661964419
237,84140$_$5,0.9253951754546684,0.0290431382271241,0.0455616863182073,0.8378106424620546,0.03076123205939317,0.13142812547855212,T,T,True,1.0,0.1751690659852277,0.9951433440304868
238,89835$_$1,0.699279184247539,0.0633889598822478,0.2373318558702131,0.4379330549619792,0.08101788241171483,0.4810490626263058,T,V,False,0.5,0.5226922585711196,0.6389199419147287
239,89835$_$0,0.4074108216766458,0.1639602825088577,0.4286288958144965,0.5225336264343741,0.1495280875069205,0.3279382860587055,V,T,False,0.5,0.23024560951545645,0.8133861424519038
240,89835$_$4,0.6302381093557448,0.0573420618563404,0.3124198287879147,0.6887910345521608,0.06462575254460767,0.24658321290323149,T,T,True,1.0,0.13167323176936657,0.985057062536332
241,89835$_$7,0.8658242581218846,0.022677191514776,0.1114985503633394,0.8296357472634989,0.07800809169767087,0.09235616103883033,T,T,True,1.0,0.11066180036578964,0.9968559469513348
242,8eaYvALnJ0o$_$1,0.8540856200097702,0.0812091286461094,0.0647052513441203,0.6800387056892697,0.10228174483663038,0.2176795494740998,T,T,True,0.5,0.3480938286410009,0.9784154869757896
243,8eaYvALnJ0o$_$0,0.8467442122063977,0.0568874011375441,0.0963683866560582,0.7034513489850497,0.024402004925976457,0.27214664608897376,T,T,True,1.0,0.3515565188658313,0.9478389148358698
244,8x_nCOh6Wmc$_$6,0.8981151150921871,0.05645760370615,0.0454272812016628,0.8922523960028412,0.0577763237738068,0.049971280223351955,T,T,True,1.0,0.011725438178691837,0.9999948381330787
245,96642$_$1,0.80690444103132,0.0778512005652271,0.1152443584034528,0.7930946453136687,0.10365621249140275,0.10324914219492866,T,T,True,0.5,0.051610023852351083,0.9989390942480434
246,96642$_$3,0.8857175325543464,0.0642210639703888,0.0500614034752647,0.8589782695096982,0.09266782697282656,0.048353903517475115,T,T,True,1.0,0.056893526004875475,0.9994276188460754
247,96642$_$2,0.6098702393834903,0.1206121230119408,0.2695176376045688,0.6818215790888191,0.0241511688427277,0.2940272520684532,T,T,True,1.0,0.19292190833842635,0.992923342783471
248,96642$_$4,0.8962518294390396,0.0556375326505887,0.0481106379103717,0.582529562091004,0.1483332925933729,0.2691371453156231,T,T,True,0.5,0.6274445346960712,0.9608835765495112
249,99501$_$10,0.3833571586360177,0.1549152277105765,0.4617276136534057,0.7926183189331161,0.029877021537320574,0.1775046595295634,V,T,False,0.5,0.8185223205941965,0.44280320051008404
250,99501$_$13,0.8288539482479321,0.0679023893979022,0.1032436623541655,0.6204155010494209,0.09785157316369866,0.28173292578688036,T,T,True,1.0,0.4168768943970226,0.9513978801696296
251,99501$_$1,0.5741291521374534,0.0124921383884939,0.4133787094740525,0.2657637940306143,0.10216548728159329,0.6320707186877924,T,V,False,0.5,0.6167307162136784,0.5211912479919318
252,99501$_$0,0.8173368900339947,0.0910107748545581,0.0916523351114471,0.07443351394279996,0.3517313318704975,0.5738351541867026,T,V,False,-0.5,1.4858067521823897,-0.8957674931013724
253,99501$_$5,0.7126988085792915,0.060577508681626,0.2267236827390825,0.7007624469976597,0.05916245110474248,0.24007510189759795,T,T,True,1.0,0.026702838317030776,0.9995707269796307
254,99501$_$7,0.7656453972631667,0.0300965841524508,0.2042580185843825,0.9251923214953521,0.02400345064549757,0.050804227859150314,T,T,True,1.0,0.31909384846437083,0.9795888507784857
255,9QI-9w_VdB4$_$0,0.4559979167325251,0.3486746512496456,0.1953274320178292,0.05354083554348147,0.7281599218380469,0.21829924261847158,T,A,False,-0.5,0.8049141623780872,-0.13442455836130565
256,AG5EY8ZaFj4$_$3,0.1073945937011659,0.2456450407200385,0.6469603655787957,0.10404990842642657,0.46499958525028207,0.43095050632329146,V,A,False,0.5,0.4387090890604871,0.6344387385020652
257,AG5EY8ZaFj4$_$15,0.0934699523055493,0.1514444339642415,0.7550856137302093,0.36051392915806185,0.21256237253741897,0.4269236983045191,V,V,True,0.5,0.6563238308513804,0.6829634444441041
258,Arh2TKRi_mg$_$15,0.5818089609708397,0.1102547436668673,0.3079362953622929,0.9401770706603781,0.024194801358681926,0.03562812798094002,T,T,True,1.0,0.7167362193790767,0.9132089092211411
259,Arh2TKRi_mg$_$14,0.2851157257699027,0.1509560050567481,0.5639282691733492,0.8129194245372664,0.1665972986898167,0.020483276772916885,V,T,False,-0.5,1.0868899848008646,-0.36502264310772103
260,Arh2TKRi_mg$_$16,0.5883365013331052,0.3409756086764708,0.0706878899904239,0.6352974341852503,0.005439731229702522,0.35926283458504715,T,T,True,0.5,0.6710717548935365,0.4140055361337324
261,Arh2TKRi_mg$_$19,0.3259580584073639,0.2011800370682087,0.4728619045244272,0.8241584442994524,0.150807725016437,0.02503383068411056,V,T,False,-0.5,0.9964007717841769,-0.1926533309304858
262,Arh2TKRi_mg$_$32,0.7729276369729092,0.0181149828633658,0.2089573801637248,0.6239498079609365,0.017466209771385785,0.3585839822676777,T,T,True,1.0,0.2992532042079057,0.9393727402300552
263,Arh2TKRi_mg$_$28,0.8496315058958889,0.0466772332746094,0.1036912608295016,0.8417473639645515,0.0041452990415915035,0.15410733699385695,T,T,True,1.0,0.1008321523287106,0.9944917659041249
264,Arh2TKRi_mg$_$3,0.6683517941343498,0.1232423419289855,0.2084058639366646,0.7317119723585652,0.055364211510678565,0.21292381613075617,T,T,True,1.0,0.13575626083661396,0.9968993177659408
265,AxNy9TeTLq8$_$0,0.6956558031702023,0.0174216625094507,0.286922534320347,0.5844526804117509,0.050208540804792146,0.365338778783457,T,T,True,1.0,0.2224062455169028,0.9755985577459932
266,BSKAHXFYF_I$_$1,0.7437294727833315,0.0491805100667035,0.2070900171499649,0.936386590749149,0.03326175538372885,0.030351653867122214,T,T,True,0.5,0.38531423593163483,0.9755942126453684
267,BSKAHXFYF_I$_$3,0.7400599704872772,0.2354391171281542,0.0245009123845684,0.9548287865181854,0.018852369870823598,0.026318843610991,T,T,True,0.5,0.43317349451466136,0.9559644551359598
268,BSKAHXFYF_I$_$7,0.8407644888156915,0.0746425135222813,0.0845929976620271,0.8220598388548779,0.0133323491358451,0.16460781200927704,T,T,True,1.0,0.1600296286944998,0.9863329235349855
269,BSKAHXFYF_I$_$8,0.2761958778824968,0.1263844277942366,0.5974196943232666,0.4360175084277234,0.006829456682714175,0.5571530348895624,V,V,True,1.0,0.31964326109045327,0.8679806932834987
270,Baz0VVQ-E9E$_$10,0.7418108039079645,0.1593303863531939,0.0988588097388414,0.6922283238655045,0.07107320372106457,0.23669847241343098,T,T,True,0.5,0.27567932534917894,0.9408538040839574
271,Baz0VVQ-E9E$_$1,0.7656842568140891,0.0787832196087447,0.155532523577166,0.8358813501715313,0.007216746476437298,0.15690190335203136,T,T,True,1.0,0.14313294626461495,0.9976775234570997
272,Baz0VVQ-E9E$_$5,0.7733216896555403,0.0777763286882925,0.1489019816561672,0.6374121426900328,0.20939568671610104,0.1531921705938663,T,T,True,0.5,0.27181909393101517,0.9801912229377566
273,Baz0VVQ-E9E$_$7,0.5961306407690223,0.1122767567338519,0.2915926024971258,0.5791997103125216,0.3065459874714326,0.11425430221604578,T,T,True,0.5,0.38853846147516147,0.6971265090381522
274,CJGuudyvA0Y$_$4,0.2226979237050355,0.0971001538420427,0.6802019224529217,0.7481545031353721,0.2496113049563837,0.0022341919082442827,V,T,False,-0.5,1.355935461089355,-0.6044715485672709
275,CPjbogfLHR4$_$2,0.6775855228901323,0.1697928633810228,0.1526216137288448,0.33392573476595455,0.5883719682825149,0.07770229695153047,T,A,False,0.5,0.8371582098029842,0.030794581697824595
276,CPjbogfLHR4$_$5,0.3256617150619433,0.3501178493603521,0.3242204355777044,0.742362520739941,0.2539895011502119,0.0036479781098471145,A,T,False,0.5,0.8334016113559952,-0.13399286203071525
277,DdUJojoFU_c$_$11,0.5474741759166708,0.4057979322834654,0.0467278917998636,0.037089828018996816,0.8929652984308857,0.06994487355011755,T,A,False,-0.5,1.0207686957953481,0.21013069074076632
278,DdUJojoFU_c$_$15,0.5892578364845358,0.2361026118383518,0.1746395516771124,0.16591437603217396,0.5823149618316,0.251770662136226,T,A,False,-0.5,0.8466869209047236,-0.5499784002036051
279,DdUJojoFU_c$_$14,0.1148279386366993,0.2293891162401641,0.6557829451231367,0.34497292378896427,0.28472800240573415,0.37029907380530164,V,V,True,0.5,0.5709677426356701,0.575734488348511
280,DdUJojoFU_c$_$17,0.7055939210329165,0.0714745657314529,0.2229315132356304,0.9670894963378245,0.029851938128647653,0.0030585655335278266,T,T,True,0.5,0.5229911506098157,0.9676329509852464
281,DdUJojoFU_c$_$16,0.0674481378526537,0.2655850144865012,0.6669668476608451,0.17754740308158012,0.23176258254933982,0.59069001436908,V,V,True,1.0,0.22019853045785293,0.978180405093709
282,DdUJojoFU_c$_$2,0.3237696422532405,0.4354343289148723,0.240796028831887,0.10963949311393677,0.7486755815811011,0.1416849253049621,A,A,True,0.5,0.6264825053324574,0.8855064510044287
283,DdUJojoFU_c$_$6,0.6635833148259029,0.1954261435457902,0.1409905416283069,0.903814788329053,0.029294568875816055,0.06689064279513102,T,T,True,0.5,0.4804629470063001,0.9911804370706359
284,DdUJojoFU_c$_$8,0.4891028470207809,0.2788725008501627,0.2320246521290564,0.13218010881853526,0.6240599304148712,0.24375996076659362,T,A,False,-0.5,0.7138454764044914,-0.5394096776087145
285,DlbYiwOnTyk$_$1,0.6416999281442141,0.0676365301154441,0.2906635417403416,0.6456591920005383,0.06184461029375354,0.29249619770570795,T,T,True,1.0,0.011583839643381201,0.9999720941047304
286,E8MuzHUhUHk$_$15,0.5262652168179944,0.1285191456848264,0.3452156374971791,0.628224572234438,0.15043245970225883,0.22134296806330303,T,T,True,1.0,0.24774533886775202,0.9058787600740894
287,E8MuzHUhUHk$_$14,0.2560887907968169,0.1341922557566931,0.6097189534464899,0.21968005565221044,0.2113869960286283,0.5689329483191613,V,V,True,1.0,0.1543894805438702,0.9738905094798412
288,E8MuzHUhUHk$_$16,0.710078178753101,0.0460580309092853,0.2438637903376135,0.6070944267885964,0.13052295671691055,0.2623826164944931,T,T,True,1.0,0.2059675039290095,0.9997333467105858
289,E8MuzHUhUHk$_$2,0.3376613876974427,0.0957221478338478,0.5666164644687094,0.6346637541087906,0.35632313231315765,0.009013113578051707,V,T,False,-0.5,1.1152067017813154,-0.5406754396429608
290,E8MuzHUhUHk$_$9,0.4376004890581744,0.1083195908134799,0.4540799201283456,0.80274498857017,0.18177338718782007,0.015481624242010024,V,T,False,-0.5,0.8771965917726713,0.2759646029293115
291,EEjCkc82oyk$_$7,0.8186814997657273,0.0209634287708487,0.1603550714634239,0.8160262893996332,0.014582783882564102,0.16939092671780276,T,T,True,1.0,0.01807171050875763,0.9998237893893342
292,EEjCkc82oyk$_$9,0.8522388638198248,0.0515033494267668,0.0962577867534083,0.9295039744210855,0.0022267463400934095,0.06826927923882092,T,T,True,1.0,0.1545302212025214,0.9999003626304899
293,EQxkXiWAm08$_$8,0.4001114185977072,0.1199862675390934,0.4799023138631992,0.8510366957257766,0.035862457207910294,0.11310084706631324,V,T,False,0.5,0.9018505542561384,0.386526556987922
